datetime_utc,PRECTOTCORR,RH2M,T2M,WS2M
2025010801,0.0,77.02,9.37,2.3
2025010802,0.01,82.33,8.58,2.75
2025010803,0.01,84.21,7.8,3.27
2025010804,0.01,84.55,6.97,3.53
2025010805,0.0,84.89,6.31,3.7
2025010806,0.0,84.75,5.83,3.67
2025010807,0.0,84.16,5.47,3.68
2025010808,0.0,83.02,5.16,3.66
2025010809,0.0,80.64,4.89,3.62
2025010810,0.0,78.57,4.58,3.45
2025010811,0.0,75.66,4.55,3.42
2025010812,0.0,72.69,4.72,3.47
2025010813,0.0,62.89,6.66,3.82
2025010814,0.0,52.2,9.98,4.43
2025010815,0.0,47.49,12.87,4.05
2025010816,0.0,44.67,15.07,3.41
2025010817,0.0,41.83,16.54,3.02
2025010818,0.0,39.43,17.35,2.65
2025010819,0.0,37.8,17.74,2.31
2025010820,0.0,37.24,17.63,2.1
2025010821,0.0,37.53,16.74,2.02
2025010822,0.0,45.51,13.43,1.2
2025010823,0.0,47.66,11.1,1.47
2025010900,0.0,48.1,10.05,1.74
2025010901,0.0,50.33,9.13,1.91
2025010902,0.0,54.13,8.3,2.12
2025010903,0.0,60.31,7.5,2.34
2025010904,0.0,68.59,6.79,2.6
2025010905,0.0,76.64,6.19,2.82
2025010906,0.0,82.62,5.55,2.72
2025010907,0.0,82.82,5.07,2.72
2025010908,0.0,78.47,4.74,2.93
2025010909,0.0,73.18,4.36,3.17
2025010910,0.0,70.39,3.73,3.13
2025010911,0.0,70.49,3.0,2.96
2025010912,0.0,69.52,2.81,3.24
2025010913,0.0,56.6,4.72,4.26
2025010914,0.0,41.84,7.5,4.62
2025010915,0.0,34.46,10.15,4.56
2025010916,0.0,30.09,12.36,4.45
2025010917,0.0,27.59,13.96,4.15
2025010918,0.0,26.1,15.08,3.82
2025010919,0.0,25.91,15.63,3.64
2025010920,0.0,27.42,15.5,3.7
2025010921,0.0,32.95,14.38,3.68
2025010922,0.0,48.36,10.99,2.1
2025010923,0.0,63.79,8.77,1.79
2025011000,0.0,74.15,7.96,1.78
2025011001,0.0,83.13,7.14,1.71
2025011002,0.0,89.44,6.41,1.67
2025011003,0.0,92.26,5.9,1.79
2025011004,0.0,92.39,5.62,1.98
2025011005,0.0,92.45,5.46,2.13
2025011006,0.0,91.97,5.47,2.47
2025011007,0.0,92.3,5.44,2.73
2025011008,0.0,94.13,5.21,2.67
2025011009,0.0,96.69,4.85,2.36
2025011010,0.0,100.0,4.52,1.86
2025011011,0.0,100.0,4.57,1.6
2025011012,0.01,100.0,5.73,1.54
2025011013,0.01,85.13,9.41,2.28
2025011014,0.01,68.99,13.76,2.16
2025011015,0.0,52.46,19.21,3.92
2025011016,0.0,45.38,21.41,3.9
2025011017,0.0,40.9,22.82,3.48
2025011018,0.0,38.66,23.71,3.39
2025011019,0.0,38.8,24.01,3.49
2025011020,0.0,41.42,23.68,3.54
2025011021,0.02,47.32,22.56,3.06
2025011022,0.03,62.57,18.87,1.73
2025011023,0.04,70.88,17.62,2.07
2025011100,0.01,73.31,17.87,2.9
2025011101,0.0,78.53,17.31,3.43
2025011102,0.0,83.42,16.66,3.82
2025011103,0.0,86.24,16.29,4.26
2025011104,0.02,88.26,16.09,4.61
2025011105,0.03,89.86,16.09,4.73
2025011106,0.03,92.37,16.04,4.32
2025011107,0.07,95.84,15.88,3.84
2025011108,0.15,98.0,15.84,3.31
2025011109,0.28,97.74,16.2,3.41
2025011110,1.06,95.52,17.17,4.0
2025011111,3.24,96.05,17.96,3.86
2025011112,4.02,96.77,18.04,2.99
2025011113,1.85,90.11,18.27,3.27
2025011114,0.82,79.95,18.23,3.43
2025011115,0.16,67.25,19.15,3.74
2025011116,0.05,57.03,20.76,4.41
2025011117,0.05,50.97,21.67,4.75
2025011118,0.04,48.11,21.7,4.8
2025011119,0.03,47.95,21.02,4.73
2025011120,0.02,50.23,19.74,4.62
2025011121,0.0,54.31,18.07,4.41
2025011122,0.0,58.94,16.31,4.04
2025011123,0.0,61.86,15.05,3.56
2025011200,0.0,63.05,14.26,2.95
2025011201,0.0,64.86,13.44,2.21
2025011202,0.0,66.21,12.83,1.97
2025011203,0.0,67.98,12.18,2.16
2025011204,0.0,69.85,11.54,2.42
2025011205,0.0,71.34,10.91,2.47
2025011206,0.0,72.22,10.3,2.54
2025011207,0.0,74.89,9.57,2.44
2025011208,0.0,77.15,8.94,2.49
2025011209,0.0,77.53,8.43,2.5
2025011210,0.0,78.51,7.8,2.22
2025011211,0.0,80.73,7.17,2.1
2025011212,0.0,79.89,6.98,2.29
2025011213,0.0,64.96,8.75,2.56
2025011214,0.0,53.45,11.37,2.18
2025011215,0.0,42.83,14.55,1.91
2025011216,0.0,34.7,17.36,1.97
2025011217,0.0,29.78,19.52,2.23
2025011218,0.0,26.9,20.84,2.44
2025011219,0.0,24.69,21.45,2.52
2025011220,0.0,22.73,21.4,2.48
2025011221,0.0,25.14,20.22,2.05
2025011222,0.0,36.79,16.39,1.03
2025011223,0.0,40.21,14.3,1.15
2025011300,0.0,43.89,13.49,1.27
2025011301,0.0,49.0,12.84,1.39
2025011302,0.0,56.62,12.29,1.49
2025011303,0.0,64.28,11.76,1.49
2025011304,0.0,70.07,11.31,1.38
2025011305,0.0,74.19,10.98,1.29
2025011306,0.02,77.03,10.78,1.22
2025011307,0.02,79.11,10.69,1.18
2025011308,0.02,80.91,10.68,1.12
2025011309,0.0,82.4,10.75,1.13
2025011310,0.0,83.69,10.92,1.28
2025011311,0.0,85.25,11.23,1.46
2025011312,0.0,84.11,12.42,1.51
2025011313,0.0,70.81,16.55,2.51
2025011314,0.0,61.79,20.37,2.76
2025011315,0.0,54.58,23.48,3.03
2025011316,0.01,52.38,25.49,2.92
2025011317,0.01,51.09,27.14,3.19
2025011318,0.01,49.7,28.12,3.54
2025011319,0.03,49.08,28.44,3.76
2025011320,0.04,50.8,27.93,3.7
2025011321,0.04,55.65,26.76,3.16
2025011322,0.03,69.74,23.48,1.57
2025011323,0.0,80.72,21.47,1.5
2025011400,0.01,88.08,20.73,1.62
2025011401,0.03,95.2,20.08,1.73
2025011402,0.06,100.0,19.62,1.95
2025011403,0.11,100.0,19.38,2.17
2025011404,0.39,100.0,19.2,2.24
2025011405,0.99,99.31,19.14,2.36
2025011406,1.27,98.47,19.06,2.26
2025011407,1.15,97.68,18.82,2.09
2025011408,0.5,96.66,18.01,2.69
2025011409,0.15,94.81,16.16,3.61
2025011410,0.1,91.87,14.17,4.21
2025011411,0.1,88.57,12.75,4.31
2025011412,0.17,85.75,12.16,4.24
2025011413,0.09,78.27,13.13,4.63
2025011414,0.05,64.42,15.43,4.89
2025011415,0.02,54.85,17.76,4.86
2025011416,0.01,49.93,19.6,4.69
2025011417,0.0,45.89,20.9,4.51
2025011418,0.0,41.86,21.67,4.35
2025011419,0.0,37.66,21.88,4.18
2025011420,0.0,34.22,21.45,3.99
2025011421,0.0,33.16,20.28,3.57
2025011422,0.0,39.29,17.51,2.03
2025011423,0.0,45.02,15.42,1.85
2025011500,0.0,49.65,14.42,2.11
2025011501,0.0,54.41,13.83,2.43
2025011502,0.0,60.47,12.93,2.29
2025011503,0.0,65.2,11.87,2.41
2025011504,0.0,67.11,11.13,2.95
2025011505,0.0,69.51,10.35,3.12
2025011506,0.0,72.45,9.67,3.1
2025011507,0.01,76.09,9.13,3.06
2025011508,0.01,79.95,8.72,3.12
2025011509,0.01,82.94,8.42,3.15
2025011510,0.01,84.98,8.17,3.14
2025011511,0.01,86.11,7.93,3.03
2025011512,0.0,83.8,8.18,3.27
2025011513,0.0,71.16,10.4,3.55
2025011514,0.0,53.76,14.28,4.43
2025011515,0.0,40.47,17.92,5.07
2025011516,0.0,34.59,19.78,4.75
2025011517,0.0,31.56,20.87,4.29
2025011518,0.0,30.67,21.15,3.83
2025011519,0.0,31.43,20.68,3.41
2025011520,0.0,32.99,20.0,2.98
2025011521,0.0,36.89,18.93,2.41
2025011522,0.0,46.33,16.64,1.44
2025011523,0.0,52.89,15.15,1.83
2025011600,0.0,58.3,14.31,2.37
2025011601,0.0,63.16,13.5,2.63
2025011602,0.0,67.8,12.74,2.6
2025011603,0.0,73.58,11.67,2.01
2025011604,0.0,75.59,11.28,2.19
2025011605,0.0,79.32,10.85,1.85
2025011606,0.0,83.86,10.32,1.61
2025011607,0.0,83.59,10.25,2.05
2025011608,0.0,82.63,10.23,2.41
2025011609,0.0,82.85,10.07,2.67
2025011610,0.0,83.58,9.94,2.82
2025011611,0.0,85.43,9.79,3.16
2025011612,0.0,83.94,10.16,3.98
2025011613,0.0,71.99,12.22,4.31
2025011614,0.0,52.33,15.31,4.71
2025011615,0.01,39.1,17.57,4.4
2025011616,0.05,35.22,19.38,3.22
2025011617,0.01,34.63,20.56,2.01
2025011618,0.0,35.25,20.84,0.95
2025011619,0.02,36.18,20.94,0.47
2025011620,0.03,37.47,20.77,0.4
2025011621,0.01,40.55,20.25,0.51
2025011622,0.0,47.12,18.81,0.2
2025011623,0.0,49.02,17.93,0.24
2025011700,0.0,53.4,16.84,0.57
2025011701,0.0,58.69,15.54,0.82
2025011702,0.0,64.23,14.07,0.93
2025011703,0.0,67.63,13.16,1.15
2025011704,0.0,68.88,12.68,1.31
2025011705,0.0,70.89,12.14,1.47
2025011706,0.01,72.88,11.64,1.59
2025011707,0.01,75.55,10.99,1.6
2025011708,0.02,75.44,10.86,1.82
2025011709,0.03,73.13,11.13,2.43
2025011710,0.02,74.22,10.66,2.33
2025011711,0.02,71.74,10.79,2.83
2025011712,0.72,69.15,10.95,3.02
2025011713,1.01,64.49,11.73,3.04
2025011714,0.65,59.09,13.14,2.82
2025011715,0.09,41.88,16.97,3.36
2025011716,0.06,34.61,19.9,3.15
2025011717,0.16,36.3,21.74,2.58
2025011718,0.47,39.32,22.67,2.18
2025011719,0.82,44.12,22.45,1.96
2025011720,0.89,49.75,21.73,2.05
2025011721,0.67,56.54,20.76,2.16
2025011722,0.79,69.13,18.73,1.45
2025011723,1.77,78.68,17.66,1.62
2025011800,2.15,85.68,17.24,1.6
2025011801,0.98,90.61,17.04,1.91
2025011802,0.62,94.54,17.03,2.35
2025011803,1.46,96.77,17.34,3.06
2025011804,3.45,97.47,17.66,3.09
2025011805,2.77,97.73,17.78,2.83
2025011806,2.91,97.9,17.78,2.74
2025011807,4.37,98.1,17.75,2.62
2025011808,4.18,98.13,17.79,2.54
2025011809,3.86,98.33,17.75,2.25
2025011810,3.93,99.0,17.44,1.76
2025011811,3.16,99.22,17.23,1.41
2025011812,1.28,98.39,17.49,1.36
2025011813,0.57,94.74,18.9,2.19
2025011814,0.33,88.74,20.97,2.47
2025011815,0.48,74.95,23.48,3.27
2025011816,0.59,63.34,25.25,3.67
2025011817,0.44,55.99,26.43,4.01
2025011818,0.19,50.8,27.17,4.34
2025011819,0.04,49.0,27.2,4.49
2025011820,0.02,50.81,26.46,4.39
2025011821,0.0,55.17,25.2,3.75
2025011822,0.0,65.35,22.6,1.88
2025011823,0.0,73.71,20.83,1.33
2025011900,0.0,78.79,20.07,1.25
2025011901,0.0,84.05,19.39,1.33
2025011902,0.0,88.68,19.01,1.62
2025011903,0.0,92.72,18.87,2.13
2025011904,0.0,97.64,18.56,2.57
2025011905,0.02,99.52,18.54,2.93
2025011906,0.14,100.0,18.47,2.9
2025011907,0.18,99.97,18.48,3.1
2025011908,0.18,100.0,18.46,3.16
2025011909,0.15,100.0,18.36,2.91
2025011910,0.13,100.0,18.65,3.14
2025011911,0.14,98.84,19.19,3.34
2025011912,1.83,96.4,19.9,3.97
2025011913,1.28,91.0,21.54,4.33
2025011914,2.04,80.92,24.21,4.99
2025011915,3.61,66.97,26.8,6.03
2025011916,2.54,56.96,28.28,6.67
2025011917,3.33,52.13,29.02,7.27
2025011918,7.38,52.97,28.84,7.63
2025011919,17.11,57.34,27.94,7.46
2025011920,40.43,64.84,25.91,6.32
2025011921,35.22,74.08,22.46,5.33
2025011922,10.27,76.64,19.16,4.44
2025011923,1.02,75.97,17.53,3.32
2025012000,0.04,74.83,17.01,2.5
2025012001,0.0,75.5,16.81,2.03
2025012002,0.0,77.29,16.52,1.87
2025012003,0.03,79.27,16.13,2.25
2025012004,0.19,82.54,15.59,2.65
2025012005,0.46,86.3,15.07,2.95
2025012006,0.68,89.54,14.59,3.27
2025012007,0.57,88.86,14.06,3.75
2025012008,0.4,83.64,13.26,4.02
2025012009,0.44,78.72,12.33,3.93
2025012010,0.64,72.43,11.52,3.96
2025012011,1.3,69.25,10.85,3.94
2025012012,1.59,68.5,10.33,4.1
2025012013,1.88,66.11,10.36,4.37
2025012014,1.41,62.46,10.84,4.22
2025012015,0.97,58.76,11.4,3.85
2025012016,0.91,54.92,12.32,3.81
2025012017,0.41,50.83,13.49,3.59
2025012018,0.18,48.28,14.5,2.67
2025012019,0.13,47.62,14.92,2.66
2025012020,0.12,48.1,14.82,3.18
2025012021,0.12,48.24,14.69,3.62
2025012022,0.17,52.59,13.49,3.1
2025012023,0.27,58.41,12.23,3.17
2025012100,0.3,63.05,11.32,3.58
2025012101,0.48,67.26,10.56,3.9
2025012102,0.98,71.81,10.06,4.23
2025012103,3.04,77.3,9.71,4.05
2025012104,5.85,82.05,9.53,3.81
2025012105,8.23,85.43,9.53,3.59
2025012106,9.79,88.11,9.6,3.61
2025012107,13.27,90.03,9.77,3.65
2025012108,13.61,91.14,9.98,3.75
2025012109,12.82,92.19,10.15,3.83
2025012110,11.59,92.78,10.33,3.78
2025012111,11.82,93.22,10.41,3.57
2025012112,8.04,93.21,10.58,3.62
2025012113,10.2,91.63,11.5,3.67
2025012114,14.44,88.11,13.61,3.87
2025012115,17.26,83.9,16.08,4.15
2025012116,19.53,79.83,18.21,4.22
2025012117,21.56,76.99,19.83,3.68
2025012118,19.31,76.66,20.75,2.98
2025012119,13.09,78.21,21.01,2.71
2025012120,5.92,80.27,21.02,2.91
2025012121,2.26,84.73,20.48,3.02
2025012122,2.04,93.06,19.08,2.28
2025012123,5.01,99.36,17.94,1.49
2025012200,15.53,99.68,17.77,0.8
2025012201,28.36,98.72,17.63,0.54
2025012202,29.52,97.45,16.5,2.77
2025012203,17.35,96.95,13.5,4.64
2025012204,8.5,94.71,9.94,5.82
2025012205,6.26,90.9,7.73,5.85
2025012206,6.2,89.17,6.71,5.33
2025012207,4.68,89.81,6.41,5.01
2025012208,6.56,90.77,6.47,4.98
2025012209,11.82,91.26,6.45,4.96
2025012210,14.99,91.46,6.29,4.92
2025012211,16.51,90.99,5.89,5.29
2025012212,20.13,89.7,5.46,5.59
2025012213,10.87,87.94,5.58,5.54
2025012214,4.75,84.7,6.62,5.37
2025012215,2.24,80.19,8.59,5.62
2025012216,1.46,74.7,10.99,5.79
2025012217,0.93,71.15,12.67,5.64
2025012218,1.25,70.8,13.25,5.47
2025012219,1.33,71.88,13.33,5.36
2025012220,1.34,75.28,12.69,5.2
2025012221,1.2,79.41,11.79,4.92
2025012222,1.05,84.18,10.69,4.47
2025012223,1.39,88.88,9.59,4.26
2025012300,1.88,91.62,8.71,4.49
2025012301,2.23,92.8,7.91,4.75
2025012302,2.7,93.66,7.11,4.7
2025012303,2.82,93.71,6.56,4.43
2025012304,3.57,93.55,6.34,4.15
2025012305,3.89,94.0,6.24,3.92
2025012306,3.24,94.18,6.21,3.88
2025012307,3.04,94.65,6.24,3.69
2025012308,4.38,94.34,6.31,3.59
2025012309,6.65,94.37,6.25,3.44
2025012310,4.15,94.88,6.2,3.23
2025012311,4.69,95.18,6.24,3.19
2025012312,2.91,95.11,6.31,3.34
2025012313,3.76,93.04,7.02,3.51
2025012314,3.96,88.88,8.22,3.69
2025012315,4.19,83.6,9.2,4.01
2025012316,3.98,77.85,10.53,4.24
2025012317,3.72,74.41,11.32,4.19
2025012318,3.51,72.48,12.02,3.98
2025012319,3.3,72.27,12.32,3.87
2025012320,2.86,73.61,12.04,3.94
2025012321,2.44,76.47,11.23,4.07
2025012322,2.25,81.55,9.84,4.06
2025012323,1.83,86.44,8.64,4.14
2025012400,1.32,88.97,7.9,4.13
2025012401,1.12,90.45,7.36,3.98
2025012402,1.29,91.56,6.9,3.73
2025012403,1.48,91.61,6.63,3.51
2025012404,1.42,91.02,6.43,3.44
2025012405,1.17,90.89,6.12,3.4
2025012406,1.12,90.04,5.75,3.57
2025012407,0.92,89.22,5.33,3.61
2025012408,0.41,87.59,4.96,3.61
2025012409,0.19,85.32,4.71,3.53
2025012410,0.11,81.85,4.62,3.53
2025012411,0.08,78.4,4.52,3.51
2025012412,0.26,74.24,4.62,3.62
2025012413,0.13,61.36,6.0,3.89
2025012414,0.08,47.83,8.38,4.01
2025012415,0.02,40.66,10.8,3.94
2025012416,0.0,35.94,12.99,4.02
2025012417,0.0,32.6,14.76,4.18
2025012418,0.0,30.75,15.89,4.37
2025012419,0.0,29.81,16.37,4.55
2025012420,0.0,29.13,16.17,4.66
2025012421,0.0,29.49,15.16,4.37
2025012422,0.0,37.21,12.14,2.59
2025012423,0.0,43.73,9.68,2.26
2025012500,0.0,46.26,8.86,2.43
2025012501,0.0,49.94,7.92,2.54
2025012502,0.0,53.83,6.96,2.61
2025012503,0.0,57.5,6.09,2.73
2025012504,0.0,60.82,5.37,2.94
2025012505,0.0,64.19,4.73,3.29
2025012506,0.0,67.11,4.1,3.4
2025012507,0.0,69.02,3.53,3.38
2025012508,0.0,70.09,3.01,3.25
2025012509,0.0,72.59,2.47,3.1
2025012510,0.0,76.46,1.96,3.08
2025012511,0.0,78.74,2.1,3.41
2025012512,0.0,79.98,2.88,3.91
2025012513,0.0,71.88,5.74,4.15
2025012514,0.0,60.71,10.16,4.25
2025012515,0.0,51.39,14.85,4.47
2025012516,0.0,44.24,18.17,4.33
2025012517,0.0,41.42,19.88,4.14
2025012518,0.0,41.07,20.65,4.13
2025012519,0.0,42.23,20.74,4.14
2025012520,0.0,44.37,20.27,4.09
2025012521,0.0,48.33,19.05,3.88
2025012522,0.0,59.5,15.98,2.43
2025012523,0.0,71.76,13.41,2.17
2025012600,0.0,78.0,12.5,2.16
2025012601,0.0,83.28,11.6,1.88
2025012602,0.0,86.91,10.98,1.67
2025012603,0.0,89.28,10.64,1.55
2025012604,0.0,91.75,10.42,1.52
2025012605,0.0,95.43,10.14,1.51
2025012606,0.0,98.88,9.93,1.53
2025012607,0.01,100.0,9.89,1.52
2025012608,0.01,100.0,9.77,1.48
2025012609,0.02,100.0,9.45,1.42
2025012610,0.07,100.0,9.12,1.41
2025012611,0.14,100.0,8.87,1.46
2025012612,0.0,100.0,10.09,1.8
2025012613,0.0,84.2,13.6,3.15
2025012614,0.0,66.17,17.22,2.77
2025012615,0.0,49.73,21.1,2.53
2025012616,0.0,46.12,22.51,2.51
2025012617,0.0,44.18,23.41,2.47
2025012618,0.0,43.11,23.97,2.34
2025012619,0.0,43.06,24.08,2.31
2025012620,0.0,44.55,23.49,2.4
2025012621,0.0,49.42,22.07,2.09
2025012622,0.0,61.14,19.0,1.36
2025012623,0.0,67.95,17.19,1.64
2025012700,0.0,73.84,16.1,1.83
2025012701,0.0,81.29,14.72,1.75
2025012702,0.0,86.99,13.78,1.57
2025012703,0.0,91.2,13.12,1.41
2025012704,0.0,94.66,12.65,1.3
2025012705,0.0,98.44,12.29,1.26
2025012706,0.0,100.0,12.04,1.26
2025012707,0.0,100.0,11.79,1.24
2025012708,0.0,100.0,11.53,1.22
2025012709,0.0,100.0,11.29,1.19
2025012710,0.0,100.0,11.21,1.14
2025012711,0.0,100.0,11.5,1.12
2025012712,0.0,100.0,12.62,0.89
2025012713,0.0,83.84,16.19,1.41
2025012714,0.0,61.73,19.88,1.56
2025012715,0.0,48.38,22.28,1.17
2025012716,0.0,43.28,23.5,0.73
2025012717,0.0,39.56,24.38,0.66
2025012718,0.0,37.2,24.72,0.58
2025012719,0.0,35.88,24.98,0.82
2025012720,0.0,36.01,24.72,1.01
2025012721,0.0,38.17,23.77,0.98
2025012722,0.0,47.08,21.18,0.77
2025012723,0.0,47.39,19.57,0.94
2025012800,0.0,50.91,18.69,1.0
2025012801,0.0,55.46,17.63,1.02
2025012802,0.0,61.55,16.19,1.06
2025012803,0.0,70.48,14.41,1.09
2025012804,0.0,80.38,12.77,1.13
2025012805,0.0,88.12,11.92,1.27
2025012806,0.0,94.48,11.41,1.47
2025012807,0.0,99.99,10.97,1.54
2025012808,0.0,100.0,10.53,1.47
2025012809,0.0,100.0,10.11,1.41
2025012810,0.0,100.0,9.71,1.25
2025012811,0.0,100.0,9.5,1.12
2025012812,0.0,100.0,11.0,1.06
2025012813,0.0,85.39,14.82,2.06
2025012814,0.0,69.57,18.86,2.16
