datetime_utc,ALLSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,TS,WS2M
2025010607,0.0,0.31,0.29,0.02,101.51,9.81,100.0,12.16,11.14,1.29
2025010608,0.0,0.31,0.29,0.11,101.46,9.87,100.0,12.02,11.05,1.24
2025010609,0.0,0.31,0.29,0.12,101.44,9.89,100.0,12.13,11.25,1.34
2025010610,0.0,0.31,0.29,0.11,101.43,9.92,100.0,12.54,11.76,1.59
2025010611,0.0,0.31,0.29,0.09,101.45,10.05,100.0,13.58,13.0,2.2
2025010612,19.2,0.31,0.29,0.08,101.46,10.28,98.89,14.81,14.4,3.24
2025010613,176.3,0.31,0.29,0.03,101.48,10.65,89.91,16.85,17.21,4.3
2025010614,360.75,0.31,0.29,0.0,101.47,10.94,76.02,19.95,21.07,4.78
2025010615,510.95,0.31,0.29,0.0,101.41,10.8,60.52,23.46,25.16,5.91
2025010616,609.6,0.31,0.29,0.0,101.28,10.78,53.4,25.5,27.54,6.35
2025010617,543.75,0.31,0.29,0.0,101.14,10.92,50.91,26.5,28.53,6.37
2025010618,461.52,0.31,0.29,0.0,101.01,11.08,50.45,26.88,28.58,6.41
2025010619,207.73,0.31,0.28,0.0,100.93,11.28,52.13,26.61,27.7,6.42
2025010620,160.55,0.31,0.28,0.01,100.89,11.57,55.4,26.0,26.5,6.32
2025010621,88.97,0.31,0.28,0.02,100.89,11.96,60.97,24.94,24.67,5.86
2025010622,16.17,0.31,0.28,0.06,100.89,12.42,70.15,23.23,22.38,4.94
2025010623,0.0,0.31,0.28,0.1,100.92,13.0,78.92,22.04,21.41,4.97
2025010700,0.0,0.31,0.29,0.23,100.98,13.65,86.29,21.38,20.92,4.76
2025010701,0.0,0.31,0.29,1.95,101.04,13.98,91.9,20.75,20.33,4.4
2025010702,0.0,0.31,0.29,1.15,101.12,12.97,92.08,19.53,19.03,4.35
2025010703,0.0,0.31,0.29,0.11,101.21,10.56,87.02,17.19,16.62,4.39
2025010704,0.0,0.31,0.29,0.01,101.25,9.21,86.94,15.08,14.6,3.91
2025010705,0.0,0.31,0.29,0.12,101.25,8.86,90.95,13.79,13.34,3.42
2025010706,0.0,0.31,0.29,0.08,101.28,8.39,91.08,12.94,12.45,3.55
2025010707,0.0,0.31,0.29,0.01,101.31,7.06,81.56,12.01,11.47,3.93
2025010708,0.0,0.31,0.29,0.0,101.36,5.93,74.32,10.8,10.34,4.14
2025010709,0.0,0.31,0.29,0.0,101.44,5.1,69.9,9.48,9.08,4.2
2025010710,0.0,0.31,0.29,0.0,101.51,4.59,68.96,8.14,7.82,4.12
2025010711,0.0,0.31,0.3,0.0,101.62,4.3,70.35,6.91,6.66,3.97
2025010712,17.48,0.31,0.3,0.0,101.71,4.1,70.91,6.12,6.33,4.1
2025010713,167.12,0.31,0.3,0.0,101.78,3.73,61.69,6.78,8.29,4.67
2025010714,345.85,0.31,0.3,0.0,101.84,3.48,51.95,8.29,11.15,4.48
2025010715,491.62,0.31,0.29,0.0,101.88,3.46,46.01,10.01,13.98,4.05
2025010716,647.4,0.31,0.29,0.0,101.86,3.58,42.96,11.55,16.24,3.69
2025010717,686.5,0.31,0.29,0.0,101.79,3.7,40.75,12.84,17.64,3.51
2025010718,644.65,0.31,0.29,0.0,101.73,3.83,39.64,13.78,18.19,3.38
2025010719,558.8,0.31,0.28,0.01,101.69,3.94,39.98,14.08,17.26,3.27
2025010720,404.98,0.31,0.28,0.01,101.74,4.1,41.35,14.18,16.38,3.19
2025010721,212.35,0.31,0.28,0.02,101.76,4.34,45.48,13.59,14.22,2.97
2025010722,30.67,0.31,0.28,0.02,101.81,4.64,55.03,11.71,10.97,1.84
2025010723,0.0,0.31,0.28,0.01,101.84,5.0,62.66,10.88,10.5,1.79
2025010800,0.0,0.31,0.28,0.0,101.9,5.33,70.39,10.1,9.48,1.9
2025010801,0.0,0.31,0.29,0.0,101.97,5.55,77.02,9.37,8.79,2.3
2025010802,0.0,0.31,0.29,0.01,102.05,5.62,82.33,8.58,8.02,2.75
2025010803,0.0,0.31,0.29,0.01,102.06,5.45,84.21,7.8,7.38,3.27
2025010804,0.0,0.31,0.29,0.01,102.05,5.17,84.55,6.97,6.64,3.53
2025010805,0.0,0.31,0.29,0.0,102.04,4.96,84.89,6.31,6.06,3.7
2025010806,0.0,0.31,0.29,0.0,102.03,4.79,84.75,5.83,5.62,3.67
2025010807,0.0,0.31,0.29,0.0,102.01,4.64,84.16,5.47,5.26,3.68
2025010808,0.0,0.31,0.29,0.0,101.99,4.48,83.02,5.16,4.96,3.66
2025010809,0.0,0.31,0.29,0.0,101.98,4.27,80.64,4.89,4.67,3.62
2025010810,0.0,0.31,0.29,0.0,101.99,4.07,78.57,4.58,4.37,3.45
2025010811,0.0,0.31,0.29,0.0,102.01,3.91,75.66,4.55,4.52,3.42
2025010812,11.62,0.31,0.29,0.0,102.05,3.8,72.69,4.72,5.07,3.47
2025010813,94.18,0.31,0.29,0.0,102.07,3.76,62.89,6.66,8.32,3.82
2025010814,208.82,0.31,0.29,0.0,102.09,3.91,52.2,9.98,12.36,4.43
2025010815,306.33,0.31,0.29,0.0,102.08,4.31,47.49,12.87,16.09,4.05
2025010816,489.17,0.31,0.29,0.0,102.02,4.68,44.67,15.07,18.78,3.41
2025010817,510.73,0.31,0.29,0.0,101.92,4.82,41.83,16.54,20.35,3.02
2025010818,344.0,0.31,0.28,0.0,101.78,4.79,39.43,17.35,20.8,2.65
2025010819,257.45,0.31,0.28,0.0,101.69,4.71,37.8,17.74,20.58,2.31
2025010820,223.55,0.31,0.28,0.0,101.65,4.61,37.24,17.63,19.43,2.1
2025010821,134.95,0.31,0.28,0.0,101.66,4.39,37.53,16.74,16.81,2.02
2025010822,25.38,0.31,0.28,0.0,101.7,4.3,45.51,13.43,12.13,1.2
2025010823,0.0,0.31,0.28,0.0,101.75,3.86,47.66,11.1,9.9,1.47
2025010900,0.0,0.31,0.28,0.0,101.79,3.63,48.1,10.05,8.95,1.74
2025010901,0.0,0.31,0.28,0.0,101.8,3.57,50.33,9.13,8.14,1.91
2025010902,0.0,0.31,0.28,0.0,101.8,3.63,54.13,8.3,7.41,2.12
2025010903,0.0,0.31,0.28,0.0,101.8,3.83,60.31,7.5,6.71,2.34
2025010904,0.0,0.31,0.28,0.0,101.8,4.15,68.59,6.79,6.1,2.6
2025010905,0.0,0.31,0.29,0.0,101.8,4.45,76.64,6.19,5.58,2.82
2025010906,0.0,0.31,0.29,0.0,101.79,4.59,82.62,5.55,4.98,2.72
2025010907,0.0,0.31,0.29,0.0,101.79,4.45,82.82,5.07,4.51,2.72
2025010908,0.0,0.31,0.29,0.0,101.77,4.12,78.47,4.74,4.2,2.93
2025010909,0.0,0.31,0.29,0.0,101.78,3.74,73.18,4.36,3.85,3.17
2025010910,0.0,0.31,0.29,0.0,101.8,3.44,70.39,3.73,3.23,3.13
2025010911,0.0,0.31,0.29,0.0,101.84,3.27,70.49,3.0,2.53,2.96
2025010912,23.65,0.31,0.29,0.0,101.9,3.18,69.52,2.81,2.9,3.24
2025010913,203.82,0.31,0.29,0.0,101.95,2.96,56.6,4.72,6.22,4.26
2025010914,404.5,0.31,0.29,0.0,102.01,2.65,41.84,7.5,10.06,4.62
2025010915,566.65,0.31,0.29,0.0,102.06,2.61,34.46,10.15,13.48,4.56
2025010916,672.08,0.31,0.29,0.0,102.02,2.64,30.09,12.36,16.14,4.45
2025010917,706.28,0.31,0.28,0.0,101.9,2.69,27.59,13.96,17.89,4.15
2025010918,677.2,0.31,0.28,0.0,101.77,2.74,26.1,15.08,18.73,3.82
2025010919,581.1,0.31,0.28,0.0,101.71,2.82,25.91,15.63,18.44,3.64
2025010920,426.17,0.31,0.27,0.0,101.69,2.96,27.42,15.5,17.06,3.7
2025010921,229.0,0.31,0.27,0.0,101.69,3.31,32.95,14.38,14.37,3.68
2025010922,36.05,0.31,0.27,0.0,101.71,3.89,48.36,10.99,9.63,2.1
2025010923,0.0,0.31,0.27,0.0,101.77,4.42,63.79,8.77,7.77,1.79
2025011000,0.0,0.31,0.28,0.0,101.86,4.86,74.15,7.96,7.05,1.78
2025011001,0.0,0.31,0.28,0.0,101.9,5.15,83.13,7.14,6.31,1.71
2025011002,0.0,0.31,0.28,0.0,101.9,5.27,89.44,6.41,5.63,1.67
2025011003,0.0,0.31,0.28,0.0,101.86,5.25,92.26,5.9,5.2,1.79
2025011004,0.0,0.31,0.28,0.0,101.78,5.16,92.39,5.62,4.98,1.98
2025011005,0.0,0.31,0.28,0.0,101.71,5.11,92.45,5.46,4.87,2.13
2025011006,0.0,0.31,0.28,0.0,101.64,5.09,91.97,5.47,4.93,2.47
2025011007,0.0,0.31,0.28,0.0,101.6,5.1,92.3,5.44,4.93,2.73
2025011008,0.0,0.31,0.28,0.0,101.57,5.12,94.13,5.21,4.72,2.67
2025011009,0.0,0.31,0.28,0.0,101.54,5.13,96.69,4.85,4.36,2.36
2025011010,0.0,0.31,0.28,0.0,101.54,5.2,100.0,4.52,4.09,1.86
2025011011,0.0,0.31,0.29,0.0,101.52,5.38,100.0,4.57,4.17,1.6
2025011012,20.5,0.31,0.29,0.01,101.52,5.69,100.0,5.73,5.92,1.54
2025011013,187.15,0.31,0.29,0.01,101.53,6.18,85.13,9.41,11.01,2.28
2025011014,379.5,0.31,0.29,0.01,101.55,6.68,68.99,13.76,16.91,2.16
2025011015,532.83,0.31,0.29,0.0,101.52,7.19,52.46,19.21,21.85,3.92
2025011016,638.0,0.31,0.29,0.0,101.46,7.13,45.38,21.41,24.56,3.9
2025011017,667.83,0.31,0.28,0.0,101.35,7.01,40.9,22.82,26.29,3.48
2025011018,528.65,0.31,0.28,0.0,101.22,7.0,38.66,23.71,26.86,3.39
2025011019,406.77,0.3,0.28,0.0,101.13,7.16,38.8,24.01,26.27,3.49
2025011020,289.83,0.3,0.27,0.0,101.08,7.5,41.42,23.68,24.66,3.54
2025011021,152.62,0.3,0.27,0.02,101.07,8.01,47.32,22.56,22.12,3.06
2025011022,23.2,0.3,0.27,0.03,101.07,8.44,62.57,18.87,17.32,1.73
2025011023,0.0,0.3,0.28,0.04,101.09,8.84,70.88,17.62,16.56,2.07
2025011100,0.0,0.3,0.28,0.01,101.09,9.29,73.31,17.87,17.06,2.9
2025011101,0.0,0.3,0.28,0.0,101.07,9.61,78.53,17.31,16.42,3.43
2025011102,0.0,0.3,0.28,0.0,101.04,9.8,83.42,16.66,15.87,3.82
2025011103,0.0,0.3,0.28,0.0,101.0,9.9,86.24,16.29,15.61,4.26
2025011104,0.0,0.3,0.28,0.02,100.94,10.01,88.26,16.09,15.47,4.61
2025011105,0.0,0.3,0.28,0.03,100.87,10.2,89.86,16.09,15.53,4.73
2025011106,0.0,0.3,0.28,0.03,100.79,10.46,92.37,16.04,15.55,4.32
2025011107,0.0,0.3,0.28,0.07,100.74,10.75,95.84,15.88,15.35,3.84
2025011108,0.0,0.3,0.28,0.15,100.71,10.97,98.0,15.84,15.26,3.31
2025011109,0.0,0.3,0.28,0.28,100.68,11.2,97.74,16.2,15.67,3.41
2025011110,0.0,0.3,0.29,1.06,100.72,11.64,95.52,17.17,16.72,4.0
2025011111,0.0,0.3,0.29,3.24,100.79,12.3,96.05,17.96,17.38,3.86
2025011112,6.53,0.31,0.29,4.02,100.92,12.44,96.77,18.04,17.54,2.99
2025011113,54.72,0.31,0.3,1.85,101.07,11.73,90.11,18.27,17.97,3.27
2025011114,121.4,0.31,0.3,0.82,101.19,10.36,79.95,18.23,18.56,3.43
2025011115,197.95,0.31,0.3,0.16,101.24,9.22,67.25,19.15,20.59,3.74
2025011116,383.17,0.31,0.3,0.05,101.18,8.64,57.03,20.76,23.15,4.41
2025011117,327.17,0.31,0.3,0.05,101.1,8.17,50.97,21.67,24.05,4.75
2025011118,370.6,0.3,0.29,0.04,101.02,7.73,48.11,21.7,23.56,4.8
2025011119,263.67,0.3,0.29,0.03,101.0,7.39,47.95,21.02,22.34,4.73
2025011120,188.02,0.3,0.29,0.02,101.03,7.15,50.23,19.74,20.5,4.62
2025011121,107.45,0.3,0.29,0.0,101.09,6.96,54.31,18.07,18.22,4.41
2025011122,21.27,0.3,0.29,0.0,101.17,6.75,58.94,16.31,16.1,4.04
2025011123,0.0,0.3,0.29,0.0,101.24,6.53,61.86,15.05,14.93,3.56
2025011200,0.0,0.3,0.29,0.0,101.3,6.32,63.05,14.26,14.16,2.95
2025011201,0.0,0.3,0.29,0.0,101.35,6.16,64.86,13.44,13.15,2.21
2025011202,0.0,0.3,0.29,0.0,101.39,6.04,66.21,12.83,12.59,1.97
2025011203,0.0,0.3,0.29,0.0,101.42,5.94,67.98,12.18,11.92,2.16
2025011204,0.0,0.3,0.29,0.0,101.43,5.85,69.85,11.54,11.41,2.42
2025011205,0.0,0.3,0.29,0.0,101.42,5.73,71.34,10.91,10.85,2.47
2025011206,0.0,0.3,0.29,0.0,101.41,5.57,72.22,10.3,10.24,2.54
2025011207,0.0,0.3,0.29,0.0,101.4,5.5,74.89,9.57,9.48,2.44
2025011208,0.0,0.3,0.29,0.0,101.4,5.43,77.15,8.94,8.94,2.49
2025011209,0.0,0.3,0.29,0.0,101.43,5.27,77.53,8.43,8.48,2.5
2025011210,0.0,0.3,0.29,0.0,101.47,5.11,78.51,7.8,7.71,2.22
2025011211,0.0,0.3,0.29,0.0,101.52,5.03,80.73,7.17,7.09,2.1
2025011212,18.9,0.3,0.29,0.0,101.59,4.91,79.89,6.98,7.48,2.29
2025011213,178.7,0.3,0.29,0.0,101.66,4.5,64.96,8.75,10.9,2.56
2025011214,368.02,0.3,0.29,0.0,101.71,4.41,53.45,11.37,15.14,2.18
2025011215,525.35,0.3,0.29,0.0,101.74,4.35,42.83,14.55,19.35,1.91
2025011216,629.33,0.3,0.29,0.0,101.69,4.22,34.7,17.36,22.45,1.97
2025011217,673.33,0.3,0.28,0.0,101.61,4.15,29.78,19.52,24.28,2.23
2025011218,646.72,0.3,0.28,0.0,101.54,4.07,26.9,20.84,24.89,2.44
2025011219,554.65,0.3,0.28,0.0,101.5,3.88,24.69,21.45,24.57,2.52
2025011220,406.75,0.3,0.27,0.0,101.5,3.56,22.73,21.4,23.1,2.48
2025011221,219.3,0.3,0.27,0.0,101.55,3.66,25.14,20.22,20.09,2.05
2025011222,36.1,0.3,0.27,0.0,101.61,4.21,36.79,16.39,14.74,1.03
2025011223,0.0,0.3,0.27,0.0,101.69,4.02,40.21,14.3,13.0,1.15
2025011300,0.0,0.3,0.27,0.0,101.77,4.16,43.89,13.49,12.37,1.27
2025011301,0.0,0.3,0.27,0.0,101.82,4.45,49.0,12.84,11.85,1.39
2025011302,0.0,0.3,0.27,0.0,101.84,4.96,56.62,12.29,11.39,1.49
2025011303,0.0,0.3,0.28,0.0,101.82,5.44,64.28,11.76,10.92,1.49
2025011304,0.0,0.3,0.28,0.0,101.77,5.76,70.07,11.31,10.51,1.38
2025011305,0.0,0.3,0.28,0.0,101.72,5.97,74.19,10.98,10.18,1.29
2025011306,0.0,0.3,0.28,0.02,101.68,6.12,77.03,10.78,9.95,1.22
2025011307,0.0,0.3,0.28,0.02,101.65,6.25,79.11,10.69,9.81,1.18
2025011308,0.0,0.3,0.28,0.02,101.63,6.39,80.91,10.68,9.7,1.12
2025011309,0.0,0.3,0.28,0.0,101.61,6.54,82.4,10.75,9.73,1.13
2025011310,0.0,0.3,0.28,0.0,101.59,6.72,83.69,10.92,9.91,1.28
2025011311,0.0,0.3,0.28,0.0,101.57,6.99,85.25,11.23,10.21,1.46
2025011312,15.05,0.3,0.28,0.0,101.61,7.46,84.11,12.42,12.04,1.51
2025011313,108.2,0.3,0.28,0.0,101.69,8.2,70.81,16.55,17.73,2.51
2025011314,215.77,0.3,0.28,0.0,101.76,9.09,61.79,20.37,22.82,2.76
2025011315,295.7,0.3,0.28,0.0,101.78,9.71,54.58,23.48,26.7,3.03
2025011316,482.83,0.3,0.28,0.01,101.71,10.52,52.38,25.49,29.33,2.92
2025011317,494.15,0.3,0.28,0.01,101.59,11.33,51.09,27.14,30.87,3.19
2025011318,500.05,0.3,0.28,0.01,101.45,11.69,49.7,28.12,31.34,3.54
