datetime_utc,ALLSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,TS,WS2M
2023010100,0.0,0.39,0.43,0.07,101.61,14.31,85.55,22.39,20.68,0.98
2023010101,0.0,0.39,0.43,0.09,101.62,14.41,90.85,21.52,20.19,0.99
2023010102,0.0,0.39,0.43,0.13,101.63,14.59,95.72,20.87,19.89,1.03
2023010103,0.0,0.39,0.43,0.11,101.62,14.77,99.06,20.51,19.75,1.12
2023010104,0.0,0.39,0.43,0.1,101.6,14.89,100.0,20.25,19.61,1.16
2023010105,0.0,0.39,0.43,0.14,101.59,14.86,100.0,19.93,19.3,1.08
2023010106,0.0,0.39,0.43,0.13,101.59,14.71,100.0,19.66,19.0,1.0
2023010107,0.0,0.39,0.44,0.12,101.59,14.55,100.0,19.46,18.78,0.93
2023010108,0.0,0.39,0.44,0.17,101.59,14.44,100.0,19.43,18.8,0.9
2023010109,0.0,0.39,0.44,0.27,101.6,14.36,100.0,19.39,18.75,0.86
2023010110,0.0,0.39,0.44,0.23,101.64,14.22,100.0,19.26,18.52,0.8
2023010111,0.0,0.39,0.44,0.2,101.7,14.07,100.0,19.15,18.24,0.77
2023010112,14.38,0.39,0.44,0.24,101.77,13.91,100.0,19.33,18.41,0.74
2023010113,102.95,0.39,0.44,0.17,101.83,14.4,95.67,20.7,20.84,0.66
2023010114,207.68,0.39,0.44,0.13,101.87,14.63,91.05,21.77,22.74,0.66
2023010115,300.3,0.39,0.44,0.03,101.88,14.75,82.25,23.58,25.05,0.61
2023010116,398.05,0.39,0.44,0.01,101.82,13.97,68.87,25.64,28.2,0.71
2023010117,451.58,0.39,0.43,0.0,101.74,13.24,60.14,27.02,29.26,0.96
2023010118,458.75,0.39,0.43,0.0,101.67,13.09,59.21,27.08,28.27,1.02
2023010119,415.33,0.39,0.43,0.0,101.64,13.03,59.8,26.83,27.21,1.0
2023010120,289.77,0.39,0.43,0.01,101.63,13.41,63.1,26.4,26.39,0.82
2023010121,145.25,0.39,0.43,0.01,101.65,14.64,73.58,25.28,24.26,0.62
2023010122,17.33,0.39,0.43,0.01,101.68,13.58,75.9,23.52,21.7,0.8
2023010123,0.0,0.39,0.43,0.01,101.72,13.13,78.78,22.36,21.02,0.88
2023010200,0.0,0.39,0.43,0.01,101.77,13.17,82.76,21.61,20.66,0.96
2023010201,0.0,0.39,0.43,0.02,101.8,13.41,86.64,21.16,20.38,1.16
2023010202,0.0,0.39,0.43,0.05,101.83,13.92,92.28,20.74,20.01,1.31
2023010203,0.0,0.39,0.43,0.06,101.86,14.48,98.63,20.3,19.61,1.28
2023010204,0.0,0.39,0.43,0.12,101.87,14.9,100.0,19.95,19.25,1.16
2023010205,0.0,0.39,0.43,0.13,101.85,15.1,100.0,19.67,18.85,1.08
2023010206,0.0,0.39,0.43,0.11,101.82,15.17,100.0,19.48,18.56,1.07
2023010207,0.0,0.39,0.44,0.11,101.79,15.15,100.0,19.38,18.39,1.04
2023010208,0.0,0.39,0.44,0.11,101.8,15.05,100.0,19.21,18.07,1.0
2023010209,0.0,0.39,0.44,0.13,101.79,14.86,100.0,18.97,17.72,0.99
2023010210,0.0,0.39,0.44,0.15,101.82,14.6,100.0,18.66,17.28,1.0
2023010211,0.0,0.39,0.44,0.16,101.87,14.33,100.0,18.34,16.99,1.02
2023010212,19.25,0.39,0.44,0.2,101.92,14.11,100.0,18.67,18.04,1.03
2023010213,162.65,0.39,0.44,0.19,101.98,14.99,93.88,21.68,22.21,2.23
2023010214,337.5,0.39,0.44,0.17,102.01,15.4,84.51,23.86,25.3,2.48
2023010215,481.55,0.39,0.44,0.02,102.02,14.83,72.31,25.85,27.82,2.6
2023010216,569.08,0.39,0.43,0.01,101.98,14.23,64.45,27.1,29.2,2.66
2023010217,618.1,0.38,0.43,0.0,101.9,13.82,59.63,27.92,29.93,2.65
2023010218,593.6,0.38,0.42,0.0,101.82,13.49,56.77,28.34,30.0,2.63
2023010219,518.75,0.38,0.41,0.0,101.78,13.25,55.51,28.41,29.69,2.64
2023010220,369.08,0.38,0.41,0.0,101.76,12.96,55.74,27.96,28.23,2.72
2023010221,184.6,0.38,0.41,0.0,101.76,13.35,62.39,26.54,25.83,2.42
2023010222,21.85,0.38,0.41,0.02,101.78,13.49,75.57,23.5,22.28,1.95
2023010223,0.0,0.38,0.41,0.01,101.84,13.73,83.15,22.22,21.33,2.62
2023010300,0.0,0.38,0.41,0.0,101.89,14.29,91.28,21.35,20.51,2.56
2023010301,0.0,0.38,0.42,0.0,101.93,14.57,98.7,20.4,19.59,2.1
2023010302,0.0,0.38,0.42,0.02,101.96,14.62,100.0,19.64,18.81,1.8
2023010303,0.0,0.38,0.42,0.03,101.96,14.55,100.0,19.15,18.31,1.73
2023010304,0.0,0.38,0.42,0.04,101.94,14.39,100.0,18.79,17.94,1.73
2023010305,0.0,0.38,0.42,0.04,101.9,14.19,100.0,18.47,17.59,1.66
2023010306,0.0,0.38,0.42,0.03,101.88,13.98,100.0,18.14,17.25,1.53
2023010307,0.0,0.38,0.42,0.02,101.87,13.79,100.0,17.9,17.0,1.47
2023010308,0.0,0.38,0.42,0.01,101.85,13.63,100.0,17.79,16.91,1.53
2023010309,0.0,0.38,0.42,0.01,101.83,13.48,100.0,17.69,16.82,1.57
2023010310,0.0,0.38,0.42,0.01,101.84,13.32,100.0,17.57,16.7,1.55
2023010311,0.0,0.38,0.43,0.02,101.88,13.23,100.0,17.59,16.77,1.59
2023010312,20.3,0.38,0.43,0.0,101.9,13.34,100.0,18.43,18.1,1.96
2023010313,175.27,0.38,0.43,0.0,101.92,14.0,92.32,20.84,21.23,3.09
2023010314,355.9,0.38,0.43,0.0,101.93,14.46,82.71,23.17,24.25,3.49
2023010315,503.1,0.38,0.43,0.01,101.92,14.53,72.74,25.39,26.82,4.09
2023010316,495.17,0.38,0.42,0.03,101.85,14.56,66.54,26.92,28.78,4.25
2023010317,496.48,0.38,0.42,0.14,101.72,14.49,62.13,27.99,29.86,4.18
2023010318,464.05,0.38,0.41,0.34,101.61,14.35,59.53,28.54,30.11,3.95
2023010319,383.2,0.38,0.41,0.31,101.55,14.19,58.3,28.7,29.83,3.59
2023010320,266.92,0.38,0.4,0.06,101.51,14.0,58.92,28.28,28.49,3.05
2023010321,133.38,0.38,0.4,0.03,101.52,14.61,65.74,27.13,26.52,1.85
2023010322,17.52,0.38,0.41,0.01,101.54,14.64,76.72,24.56,23.3,0.98
2023010323,0.0,0.38,0.41,0.0,101.6,14.17,80.02,23.33,22.23,1.02
2023010400,0.0,0.38,0.41,0.0,101.65,14.32,84.1,22.69,21.76,1.13
2023010401,0.0,0.38,0.41,0.0,101.69,14.49,88.44,22.06,21.21,1.32
2023010402,0.0,0.38,0.41,0.0,101.72,14.67,94.11,21.25,20.4,1.41
2023010403,0.0,0.38,0.41,0.0,101.73,14.83,99.08,20.59,19.83,1.54
2023010404,0.0,0.38,0.41,0.02,101.71,14.97,100.0,20.13,19.43,1.67
2023010405,0.0,0.38,0.41,0.04,101.68,14.94,100.0,19.75,19.03,1.64
2023010406,0.0,0.38,0.42,0.05,101.65,14.87,100.0,19.5,18.74,1.6
2023010407,0.0,0.38,0.42,0.06,101.63,14.82,100.0,19.33,18.53,1.6
2023010408,0.0,0.38,0.42,0.06,101.64,14.79,100.0,19.23,18.42,1.62
2023010409,0.0,0.38,0.42,0.07,101.64,14.81,100.0,19.37,18.59,1.73
2023010410,0.0,0.38,0.42,0.05,101.66,14.86,100.0,19.72,19.02,1.85
2023010411,0.0,0.38,0.42,0.05,101.7,14.91,100.0,20.01,19.32,2.0
2023010412,18.0,0.38,0.42,0.28,101.74,14.95,100.0,20.51,20.08,2.32
2023010413,153.35,0.38,0.42,0.28,101.78,15.33,93.78,22.03,22.18,2.97
2023010414,317.77,0.38,0.42,0.64,101.83,15.68,88.35,23.39,24.06,2.91
2023010415,453.85,0.38,0.42,2.71,101.85,15.65,79.65,25.09,25.84,3.52
2023010416,476.85,0.38,0.42,2.85,101.81,15.67,74.12,26.32,27.44,3.65
2023010417,556.0,0.38,0.42,3.12,101.72,15.6,70.41,27.1,28.19,3.44
2023010418,485.77,0.38,0.43,2.95,101.63,15.47,68.72,27.36,28.07,3.17
2023010419,407.9,0.38,0.43,3.7,101.56,15.33,68.17,27.33,27.57,2.93
2023010420,272.73,0.38,0.43,3.36,101.54,15.37,69.43,27.06,26.88,2.51
2023010421,132.88,0.38,0.43,3.18,101.57,16.13,77.91,25.92,25.23,1.32
2023010422,16.83,0.38,0.44,2.49,101.61,15.59,84.85,23.93,22.85,1.01
2023010423,0.0,0.38,0.44,1.85,101.67,15.33,87.78,23.1,22.15,1.08
2023010500,0.0,0.38,0.44,1.39,101.73,15.35,90.32,22.66,21.78,1.16
2023010501,0.0,0.38,0.44,1.0,101.78,15.38,92.6,22.29,21.47,1.28
2023010502,0.0,0.38,0.44,0.76,101.8,15.4,94.56,21.97,21.23,1.42
2023010503,0.0,0.38,0.44,0.78,101.8,15.42,96.32,21.69,21.03,1.6
2023010504,0.0,0.38,0.44,0.54,101.77,15.45,97.66,21.49,20.9,1.87
2023010505,0.0,0.38,0.44,0.85,101.72,15.43,98.45,21.33,20.8,2.12
2023010506,0.0,0.38,0.44,0.9,101.67,15.31,98.55,21.18,20.64,2.2
2023010507,0.0,0.38,0.44,1.02,101.63,15.17,98.64,21.01,20.46,2.17
2023010508,0.0,0.38,0.44,0.82,101.63,14.98,98.86,20.77,20.21,1.98
2023010509,0.0,0.38,0.44,1.19,101.65,14.76,99.38,20.45,19.9,1.69
2023010510,0.0,0.38,0.44,0.95,101.69,14.53,99.73,20.15,19.59,1.47
2023010511,0.0,0.38,0.44,1.25,101.76,14.34,99.92,19.92,19.36,1.38
2023010512,15.18,0.38,0.45,4.79,101.85,14.39,98.8,20.17,19.87,1.57
2023010513,148.3,0.38,0.45,5.7,101.91,15.1,95.02,21.59,21.71,2.53
2023010514,310.83,0.38,0.46,9.21,101.96,15.67,92.23,22.69,23.25,2.59
2023010515,451.77,0.38,0.47,7.69,101.97,15.82,84.96,24.21,24.96,3.12
2023010516,454.4,0.38,0.48,5.44,101.92,15.41,77.56,25.29,26.02,3.16
2023010517,430.0,0.38,0.48,5.21,101.8,15.12,74.38,25.66,26.17,2.94
2023010518,307.85,0.38,0.48,8.11,101.7,15.0,73.98,25.6,25.76,2.67
2023010519,213.85,0.38,0.48,8.71,101.65,15.14,76.34,25.22,25.06,2.38
2023010520,179.93,0.38,0.49,8.49,101.64,15.51,81.17,24.59,24.25,1.99
2023010521,96.05,0.38,0.49,5.55,101.66,15.73,87.89,23.5,22.96,1.48
2023010522,14.65,0.39,0.49,3.03,101.71,15.19,93.61,21.9,21.2,1.32
2023010523,0.0,0.39,0.49,0.89,101.78,14.61,95.35,20.98,20.38,1.58
2023010600,0.0,0.39,0.49,0.2,101.86,13.7,93.65,20.25,19.64,1.72
2023010601,0.0,0.39,0.48,0.06,101.92,12.33,88.97,19.4,18.73,1.67
2023010602,0.0,0.39,0.48,0.01,101.95,10.85,82.51,18.58,17.87,1.57
2023010603,0.0,0.39,0.47,0.0,101.96,9.73,77.08,17.94,17.23,1.61
2023010604,0.0,0.39,0.47,0.0,101.95,9.07,74.27,17.42,16.76,1.8
2023010605,0.0,0.39,0.47,0.0,101.93,8.98,75.41,17.02,16.46,2.12
2023010606,0.0,0.39,0.46,0.0,101.92,9.2,79.38,16.59,16.12,2.55
2023010607,0.0,0.39,0.46,0.0,101.92,9.43,85.45,15.82,15.35,2.8
2023010608,0.0,0.39,0.46,0.0,101.93,9.3,90.45,14.72,14.18,2.76
2023010609,0.0,0.39,0.46,0.0,101.94,8.84,91.96,13.69,13.24,2.82
2023010610,0.0,0.39,0.46,0.0,101.98,8.05,89.05,12.76,12.24,2.75
2023010611,0.0,0.39,0.45,0.0,102.04,7.6,90.65,11.63,11.08,2.42
2023010612,22.95,0.39,0.45,0.0,102.11,7.17,87.61,11.28,11.22,2.65
2023010613,201.5,0.39,0.45,0.0,102.18,6.99,76.42,12.98,14.23,3.16
2023010614,401.35,0.38,0.45,0.0,102.22,6.63,60.27,15.84,17.66,3.6
2023010615,564.35,0.38,0.44,0.0,102.24,5.4,41.65,18.45,20.06,4.57
2023010616,669.88,0.38,0.43,0.0,102.2,5.1,35.84,19.94,22.05,4.15
2023010617,707.47,0.38,0.42,0.0,102.11,4.96,32.54,21.04,23.47,3.68
2023010618,678.35,0.38,0.41,0.0,102.02,4.91,30.97,21.67,23.95,3.32
2023010619,579.25,0.38,0.4,0.0,101.97,4.86,30.42,21.79,23.44,3.13
2023010620,422.67,0.38,0.4,0.0,101.97,4.91,31.7,21.28,21.82,2.92
2023010621,223.52,0.38,0.4,0.0,101.99,5.85,41.52,19.74,19.05,1.94
2023010622,32.62,0.38,0.4,0.0,102.02,6.0,54.25,15.9,13.93,1.14
2023010623,0.0,0.38,0.4,0.0,102.07,5.48,55.65,14.11,12.15,1.22
2023010700,0.0,0.38,0.4,0.0,102.14,5.38,57.94,13.22,11.34,1.25
2023010701,0.0,0.38,0.4,0.0,102.18,5.29,59.94,12.45,10.58,1.25
2023010702,0.0,0.38,0.41,0.0,102.18,5.23,62.11,11.74,9.81,1.22
2023010703,0.0,0.38,0.41,0.0,102.19,5.23,65.27,10.99,9.1,1.2
2023010704,0.0,0.38,0.41,0.0,102.17,5.25,69.05,10.2,8.47,1.19
2023010705,0.0,0.38,0.41,0.0,102.15,5.3,73.59,9.39,8.01,1.25
2023010706,0.0,0.38,0.41,0.09,102.15,5.34,77.16,8.8,7.69,1.42
2023010707,0.0,0.38,0.41,0.09,102.12,5.33,79.75,8.28,7.28,1.51
2023010708,0.0,0.38,0.41,0.09,102.09,5.32,82.11,7.82,6.85,1.52
2023010709,0.0,0.38,0.41,0.04,102.07,5.31,83.99,7.46,6.51,1.54
2023010710,0.0,0.38,0.42,0.04,102.08,5.32,85.66,7.2,6.26,1.6
2023010711,0.0,0.38,0.42,0.02,102.12,5.37,87.69,7.0,6.06,1.67
2023010712,25.23,0.38,0.42,0.0,102.16,5.49,85.31,7.73,7.46,1.92
2023010713,208.15,0.38,0.42,0.0,102.22,5.81,71.65,11.17,12.22,3.19
2023010714,407.2,0.38,0.42,0.0,102.27,6.43,65.09,14.18,16.56,2.68
2023010715,566.62,0.38,0.41,0.0,102.28,6.57,50.19,18.6,21.03,2.62
2023010716,669.53,0.38,0.41,0.0,102.24,6.66,43.9,20.97,23.75,2.31
2023010717,703.2,0.38,0.4,0.0,102.15,6.78,41.46,22.18,25.08,2.02
2023010718,669.33,0.38,0.4,0.0,102.07,6.86,40.17,22.88,25.38,1.97
2023010719,571.22,0.38,0.39,0.0,102.04,6.86,39.48,23.16,25.06,2.06
2023010720,415.12,0.38,0.39,0.0,102.03,6.83,40.24,22.77,23.39,2.19
2023010721,218.35,0.38,0.39,0.0,102.03,7.74,50.16,21.2,20.47,1.72
2023010722,31.95,0.38,0.39,0.0,102.07,7.6,63.6,17.11,15.35,1.31
2023010723,0.0,0.38,0.39,0.0,102.14,7.69,72.13,15.33,13.96,1.56
2023010800,0.0,0.38,0.39,0.0,102.22,8.35,82.02,14.62,13.41,1.71
2023010801,0.0,0.38,0.4,0.0,102.26,8.94,91.72,13.95,12.84,1.76
2023010802,0.0,0.38,0.4,0.0,102.26,9.36,99.63,13.38,12.31,1.72
2023010803,0.0,0.38,0.4,0.0,102.25,9.53,100.0,12.87,11.75,1.56
2023010804,0.0,0.38,0.4,0.0,102.22,9.52,100.0,12.46,11.19,1.34
2023010805,0.0,0.38,0.4,0.0,102.16,9.51,100.0,12.27,10.79,1.23
2023010806,0.0,0.38,0.4,0.0,102.1,9.53,100.0,12.21,10.56,1.21
2023010807,0.0,0.38,0.41,0.0,102.07,9.56,100.0,12.23,10.36,1.19
2023010808,0.0,0.38,0.41,0.0,102.06,9.59,100.0,12.28,10.18,1.18
2023010809,0.0,0.38,0.41,0.0,102.07,9.62,100.0,12.07,10.09,1.17
2023010810,0.0,0.38,0.41,0.0,102.08,9.64,100.0,11.7,10.07,1.18
2023010811,0.0,0.38,0.41,0.0,102.1,9.67,100.0,11.49,10.02,1.21
2023010812,21.0,0.38,0.41,0.0,102.14,9.7,100.0,12.21,11.57,1.14
2023010813,171.8,0.38,0.41,0.0,102.19,10.13,88.2,16.48,17.48,2.12
2023010814,343.0,0.38,0.41,0.0,102.21,10.38,72.82,19.92,21.84,2.19
2023010815,486.27,0.38,0.41,0.0,102.18,10.32,59.97,22.99,25.1,2.81
2023010816,580.38,0.38,0.41,0.0,102.1,10.48,56.67,24.17,26.71,2.96
2023010817,593.47,0.38,0.4,0.0,102.01,10.6,54.65,24.95,27.67,2.73
2023010818,548.67,0.37,0.39,0.0,101.89,10.67,53.56,25.38,27.88,2.5
2023010819,499.92,0.37,0.39,0.0,101.8,10.67,53.29,25.45,27.31,2.32
2023010820,355.42,0.37,0.39,0.0,101.74,10.66,54.23,25.13,26.16,2.13
2023010821,186.1,0.37,0.39,0.0,101.73,11.02,59.82,24.04,23.58,1.54
2023010822,27.3,0.37,0.39,0.0,101.72,11.02,73.78,20.59,18.76,0.95
2023010823,0.0,0.37,0.39,0.0,101.72,10.37,77.72,18.78,17.14,1.11
2023010900,0.0,0.37,0.39,0.0,101.74,10.49,83.15,17.89,16.35,1.15
2023010901,0.0,0.37,0.39,0.0,101.77,10.6,87.89,17.18,15.61,1.12
2023010902,0.0,0.37,0.4,0.0,101.79,10.63,91.46,16.6,14.91,1.09
2023010903,0.0,0.37,0.4,0.0,101.79,10.68,94.93,16.09,14.29,1.05
2023010904,0.0,0.37,0.4,0.0,101.8,10.76,96.99,15.87,13.68,0.97
2023010905,0.0,0.37,0.4,0.0,101.81,10.84,100.0,15.12,13.32,0.98
2023010906,0.0,0.37,0.4,0.0,101.79,10.82,100.0,14.15,13.11,1.09
2023010907,0.0,0.37,0.4,0.0,101.72,10.62,100.0,13.57,12.56,1.06
2023010908,0.0,0.37,0.4,0.0,101.65,10.41,100.0,13.5,11.82,0.97
2023010909,0.0,0.37,0.4,0.0,101.58,10.33,100.0,14.13,11.14,0.72
2023010910,0.0,0.37,0.41,0.0,101.61,10.14,100.0,13.06,10.79,0.91
2023010911,0.0,0.37,0.41,0.0,101.71,9.83,100.0,11.96,10.9,1.12
2023010912,19.65,0.37,0.41,0.0,101.78,9.56,100.0,12.58,12.37,1.31
2023010913,181.23,0.37,0.41,0.0,101.83,9.6,88.02,15.62,16.94,2.35
2023010914,363.67,0.37,0.41,0.0,101.88,9.88,75.22,18.56,21.29,1.84
2023010915,520.72,0.37,0.41,0.0,101.9,9.82,59.97,22.13,24.62,2.44
2023010916,626.55,0.37,0.4,0.0,101.84,9.5,53.09,23.59,26.31,2.67
2023010917,670.6,0.37,0.39,0.0,101.73,9.36,49.45,24.51,27.28,2.59
2023010918,639.22,0.37,0.39,0.0,101.61,9.49,48.4,25.08,27.6,2.41
2023010919,548.28,0.37,0.38,0.0,101.53,9.84,49.59,25.26,27.19,2.29
2023010920,399.17,0.37,0.38,0.0,101.49,10.08,51.48,25.03,26.01,2.25
2023010921,211.52,0.37,0.38,0.0,101.49,10.66,58.09,23.94,23.48,1.75
2023010922,31.83,0.37,0.38,0.0,101.53,10.99,73.58,20.56,18.69,0.96
2023010923,0.0,0.37,0.38,0.0,101.58,10.53,78.31,18.88,17.04,1.06
2023011000,0.0,0.37,0.39,0.0,101.63,10.66,84.34,17.9,16.26,1.1
2023011001,0.0,0.37,0.39,0.0,101.67,10.72,89.98,16.97,15.6,1.16
2023011002,0.0,0.37,0.39,0.0,101.69,10.69,95.35,16.02,14.86,1.21
2023011003,0.0,0.37,0.39,0.0,101.71,10.49,99.47,15.07,14.15,1.28
2023011004,0.0,0.37,0.39,0.0,101.68,10.1,100.0,14.22,13.49,1.38
2023011005,0.0,0.37,0.39,0.0,101.65,9.59,100.0,13.46,12.8,1.45
2023011006,0.0,0.37,0.39,0.0,101.64,9.12,100.0,12.81,12.19,1.42
2023011007,0.0,0.37,0.4,0.0,101.62,8.74,99.72,12.23,11.64,1.41
2023011008,0.0,0.37,0.4,0.0,101.62,8.46,99.58,11.76,11.18,1.45
2023011009,0.0,0.37,0.4,0.0,101.61,8.34,98.89,11.65,11.17,1.46
2023011010,0.0,0.37,0.4,0.0,101.63,8.35,98.89,11.67,11.24,1.38
2023011011,0.0,0.37,0.4,0.0,101.67,8.44,100.0,11.51,11.01,1.22
2023011012,17.52,0.37,0.4,0.0,101.71,8.6,100.0,11.93,11.85,1.27
2023011013,165.2,0.37,0.4,0.0,101.74,8.84,89.25,14.12,15.08,2.2
2023011014,343.45,0.37,0.4,0.0,101.78,9.12,81.54,16.01,18.18,1.78
2023011015,493.45,0.37,0.4,0.0,101.79,8.79,63.64,19.36,21.73,1.61
2023011016,655.35,0.37,0.4,0.0,101.72,8.1,52.68,21.09,23.68,1.82
2023011017,690.72,0.37,0.39,0.0,101.62,7.53,46.49,21.93,24.23,2.14
2023011018,662.05,0.37,0.39,0.0,101.54,7.09,42.91,22.25,24.09,2.49
2023011019,568.28,0.37,0.38,0.0,101.49,6.71,40.23,22.4,23.88,2.71
2023011020,415.17,0.37,0.38,0.0,101.48,6.54,39.76,22.17,23.01,2.69
2023011021,221.32,0.37,0.38,0.0,101.5,7.04,46.6,20.78,20.22,2.03
2023011022,34.7,0.37,0.38,0.0,101.53,7.08,59.59,16.94,15.12,1.17
2023011023,0.0,0.37,0.38,0.0,101.6,6.59,63.01,14.96,13.23,1.22
2023011100,0.0,0.37,0.38,0.0,101.68,6.55,66.87,13.96,12.49,1.36
2023011101,0.0,0.37,0.38,0.0,101.75,6.49,69.58,13.22,11.96,1.62
2023011102,0.0,0.37,0.39,0.0,101.78,6.38,72.44,12.35,11.17,1.72
2023011103,0.0,0.37,0.39,0.0,101.79,6.29,76.41,11.33,10.25,1.68
2023011104,0.0,0.37,0.39,0.0,101.76,6.27,81.22,10.36,9.39,1.65
2023011105,0.0,0.37,0.39,0.0,101.73,6.33,86.6,9.54,8.64,1.64
2023011106,0.0,0.37,0.39,0.0,101.72,6.43,92.39,8.81,7.96,1.6
2023011107,0.0,0.37,0.39,0.0,101.72,6.51,97.69,8.17,7.34,1.51
2023011108,0.0,0.37,0.39,0.0,101.71,6.55,100.0,7.56,6.71,1.35
2023011109,0.0,0.37,0.39,0.0,101.72,6.54,100.0,7.05,6.17,1.22
2023011110,0.0,0.37,0.39,0.01,101.78,6.52,100.0,6.71,5.8,1.21
2023011111,0.0,0.37,0.4,0.01,101.84,6.49,100.0,6.44,5.48,1.21
2023011112,24.35,0.37,0.4,0.02,101.93,6.49,100.0,7.17,7.0,1.21
2023011113,205.82,0.37,0.4,0.0,101.99,6.56,82.14,10.9,12.45,2.13
2023011114,405.4,0.37,0.4,0.0,102.03,6.86,70.08,14.0,17.35,1.29
2023011115,566.45,0.37,0.39,0.0,102.03,6.0,45.23,18.78,22.02,1.29
2023011116,671.12,0.37,0.39,0.0,101.96,5.21,33.12,21.53,24.58,1.47
2023011117,707.55,0.37,0.38,0.0,101.86,5.21,30.75,22.73,25.82,1.48
2023011118,677.4,0.37,0.38,0.0,101.75,5.14,28.57,23.71,26.36,1.37
2023011119,579.3,0.37,0.37,0.0,101.68,5.09,27.55,24.14,26.22,1.23
2023011120,424.25,0.37,0.37,0.0,101.66,5.1,28.15,23.81,24.42,1.09
2023011121,227.85,0.37,0.37,0.0,101.67,6.18,36.93,22.49,21.55,0.81
2023011122,37.03,0.37,0.37,0.0,101.7,6.09,44.49,19.23,14.98,1.01
2023011123,0.0,0.37,0.37,0.0,101.75,5.7,48.67,16.76,13.1,1.23
2023011200,0.0,0.37,0.37,0.0,101.81,6.08,57.49,15.17,12.38,1.27
2023011201,0.0,0.37,0.37,0.0,101.86,6.67,67.11,14.21,11.65,1.26
2023011202,0.0,0.37,0.38,0.0,101.9,7.25,75.8,13.62,10.96,1.25
2023011203,0.0,0.37,0.38,0.0,101.92,7.67,82.41,13.2,10.34,1.24
2023011204,0.0,0.37,0.38,0.0,101.91,7.96,87.14,12.91,9.78,1.23
2023011205,0.0,0.37,0.38,0.0,101.88,8.18,90.69,12.71,9.29,1.21
2023011206,0.0,0.37,0.38,0.0,101.86,8.35,93.53,12.55,8.86,1.19
2023011207,0.0,0.37,0.38,0.0,101.84,8.49,95.57,12.47,8.48,1.16
2023011208,0.0,0.37,0.38,0.0,101.83,8.62,97.53,12.39,8.15,1.12
2023011209,0.0,0.37,0.39,0.0,101.84,8.72,98.66,12.39,7.86,1.05
2023011210,0.0,0.37,0.39,0.0,101.88,8.81,100.0,12.32,7.61,1.01
2023011211,0.0,0.37,0.39,0.0,101.92,8.88,100.0,12.17,7.42,1.0
2023011212,23.25,0.37,0.39,0.0,101.96,8.96,100.0,12.37,9.22,0.98
2023011213,199.57,0.37,0.39,0.0,101.99,9.31,85.78,15.57,16.55,1.25
2023011214,396.58,0.37,0.39,0.0,102.0,9.65,73.47,18.58,21.08,1.59
2023011215,556.4,0.37,0.39,0.0,101.97,9.18,55.21,22.4,24.7,2.59
2023011216,660.92,0.37,0.38,0.0,101.88,8.7,47.19,24.1,26.75,2.95
2023011217,696.22,0.36,0.38,0.0,101.76,8.48,43.23,25.12,27.74,3.14
2023011218,666.67,0.36,0.37,0.0,101.65,8.37,41.04,25.76,28.0,3.22
2023011219,569.47,0.36,0.37,0.0,101.58,8.36,40.62,25.9,27.43,3.09
2023011220,415.75,0.36,0.36,0.0,101.55,8.5,42.28,25.5,25.93,2.65
2023011221,222.7,0.36,0.36,0.0,101.56,9.79,52.84,24.12,23.37,1.5
2023011222,36.42,0.36,0.36,0.0,101.58,9.55,64.46,20.45,17.84,1.05
2023011223,0.0,0.36,0.37,0.0,101.61,9.13,69.79,18.46,16.23,1.19
2023011300,0.0,0.36,0.37,0.0,101.63,9.51,78.5,17.24,15.53,1.22
2023011301,0.0,0.36,0.37,0.0,101.61,9.9,87.21,16.21,14.76,1.27
2023011302,0.0,0.36,0.37,0.0,101.56,10.29,96.25,15.26,13.97,1.27
2023011303,0.0,0.36,0.37,0.03,101.47,10.63,100.0,14.53,13.36,1.36
2023011304,0.0,0.36,0.37,0.08,101.42,10.92,100.0,14.13,13.11,1.6
2023011305,0.0,0.36,0.38,0.19,101.41,11.07,100.0,13.97,13.03,1.83
2023011306,0.0,0.36,0.38,0.23,101.38,11.03,100.0,13.97,13.02,1.94
2023011307,0.0,0.36,0.38,0.2,101.31,11.01,100.0,14.16,13.24,2.12
2023011308,0.0,0.36,0.38,0.16,101.22,11.06,100.0,14.52,13.63,2.43
2023011309,0.0,0.36,0.38,0.15,101.14,11.11,100.0,15.1,14.3,2.94
2023011310,0.0,0.36,0.38,0.18,101.1,11.11,100.0,15.43,14.64,3.3
2023011311,0.0,0.36,0.38,0.27,101.07,11.06,100.0,15.5,14.75,3.37
2023011312,8.07,0.36,0.38,0.94,101.03,11.11,98.24,16.05,15.69,3.84
2023011313,74.95,0.36,0.39,1.35,101.0,11.71,92.24,17.86,18.29,4.58
2023011314,163.7,0.36,0.4,8.83,100.98,12.56,85.02,20.28,21.16,4.74
2023011315,232.88,0.37,0.42,25.12,101.0,12.68,78.96,21.64,22.0,5.46
2023011316,425.08,0.37,0.48,51.62,101.04,11.17,79.67,19.46,19.65,6.14
2023011317,614.55,0.37,0.53,31.75,101.05,9.15,76.85,16.88,17.19,5.35
2023011318,599.72,0.37,0.54,5.39,100.94,8.28,68.93,17.01,17.62,4.46
2023011319,545.78,0.37,0.52,0.26,100.87,7.89,60.4,18.33,19.68,4.99
2023011320,387.9,0.37,0.49,0.0,100.88,7.36,56.8,18.21,18.68,5.61
