datetime_utc,PRECTOTCORR,RH2M,T2M,WS2M
2023010805,0.0,100.0,12.27,1.23
2023010806,0.0,100.0,12.21,1.21
2023010807,0.0,100.0,12.23,1.19
2023010808,0.0,100.0,12.28,1.18
2023010809,0.0,100.0,12.07,1.17
2023010810,0.0,100.0,11.7,1.18
2023010811,0.0,100.0,11.49,1.21
2023010812,0.0,100.0,12.21,1.14
2023010813,0.0,88.2,16.48,2.12
2023010814,0.0,72.82,19.92,2.19
2023010815,0.0,59.97,22.99,2.81
2023010816,0.0,56.67,24.17,2.96
2023010817,0.0,54.65,24.95,2.73
2023010818,0.0,53.56,25.38,2.5
2023010819,0.0,53.29,25.45,2.32
2023010820,0.0,54.23,25.13,2.13
2023010821,0.0,59.82,24.04,1.54
2023010822,0.0,73.78,20.59,0.95
2023010823,0.0,77.72,18.78,1.11
2023010900,0.0,83.15,17.89,1.15
2023010901,0.0,87.89,17.18,1.12
2023010902,0.0,91.46,16.6,1.09
2023010903,0.0,94.93,16.09,1.05
2023010904,0.0,96.99,15.87,0.97
2023010905,0.0,100.0,15.12,0.98
2023010906,0.0,100.0,14.15,1.09
2023010907,0.0,100.0,13.57,1.06
2023010908,0.0,100.0,13.5,0.97
2023010909,0.0,100.0,14.13,0.72
2023010910,0.0,100.0,13.06,0.91
2023010911,0.0,100.0,11.96,1.12
2023010912,0.0,100.0,12.58,1.31
2023010913,0.0,88.02,15.62,2.35
2023010914,0.0,75.22,18.56,1.84
2023010915,0.0,59.97,22.13,2.44
2023010916,0.0,53.09,23.59,2.67
2023010917,0.0,49.45,24.51,2.59
2023010918,0.0,48.4,25.08,2.41
2023010919,0.0,49.59,25.26,2.29
2023010920,0.0,51.48,25.03,2.25
2023010921,0.0,58.09,23.94,1.75
2023010922,0.0,73.58,20.56,0.96
2023010923,0.0,78.31,18.88,1.06
2023011000,0.0,84.34,17.9,1.1
2023011001,0.0,89.98,16.97,1.16
2023011002,0.0,95.35,16.02,1.21
2023011003,0.0,99.47,15.07,1.28
2023011004,0.0,100.0,14.22,1.38
2023011005,0.0,100.0,13.46,1.45
2023011006,0.0,100.0,12.81,1.42
2023011007,0.0,99.72,12.23,1.41
2023011008,0.0,99.58,11.76,1.45
2023011009,0.0,98.89,11.65,1.46
2023011010,0.0,98.89,11.67,1.38
2023011011,0.0,100.0,11.51,1.22
2023011012,0.0,100.0,11.93,1.27
2023011013,0.0,89.25,14.12,2.2
2023011014,0.0,81.54,16.01,1.78
2023011015,0.0,63.64,19.36,1.61
2023011016,0.0,52.68,21.09,1.82
2023011017,0.0,46.49,21.93,2.14
2023011018,0.0,42.91,22.25,2.49
2023011019,0.0,40.23,22.4,2.71
2023011020,0.0,39.76,22.17,2.69
2023011021,0.0,46.6,20.78,2.03
2023011022,0.0,59.59,16.94,1.17
2023011023,0.0,63.01,14.96,1.22
2023011100,0.0,66.87,13.96,1.36
2023011101,0.0,69.58,13.22,1.62
2023011102,0.0,72.44,12.35,1.72
2023011103,0.0,76.41,11.33,1.68
2023011104,0.0,81.22,10.36,1.65
2023011105,0.0,86.6,9.54,1.64
2023011106,0.0,92.39,8.81,1.6
2023011107,0.0,97.69,8.17,1.51
2023011108,0.0,100.0,7.56,1.35
2023011109,0.0,100.0,7.05,1.22
2023011110,0.01,100.0,6.71,1.21
2023011111,0.01,100.0,6.44,1.21
2023011112,0.02,100.0,7.17,1.21
2023011113,0.0,82.14,10.9,2.13
2023011114,0.0,70.08,14.0,1.29
2023011115,0.0,45.23,18.78,1.29
2023011116,0.0,33.12,21.53,1.47
2023011117,0.0,30.75,22.73,1.48
2023011118,0.0,28.57,23.71,1.37
2023011119,0.0,27.55,24.14,1.23
2023011120,0.0,28.15,23.81,1.09
2023011121,0.0,36.93,22.49,0.81
2023011122,0.0,44.49,19.23,1.01
2023011123,0.0,48.67,16.76,1.23
2023011200,0.0,57.49,15.17,1.27
2023011201,0.0,67.11,14.21,1.26
2023011202,0.0,75.8,13.62,1.25
2023011203,0.0,82.41,13.2,1.24
2023011204,0.0,87.14,12.91,1.23
2023011205,0.0,90.69,12.71,1.21
2023011206,0.0,93.53,12.55,1.19
2023011207,0.0,95.57,12.47,1.16
2023011208,0.0,97.53,12.39,1.12
2023011209,0.0,98.66,12.39,1.05
2023011210,0.0,100.0,12.32,1.01
2023011211,0.0,100.0,12.17,1.0
2023011212,0.0,100.0,12.37,0.98
2023011213,0.0,85.78,15.57,1.25
2023011214,0.0,73.47,18.58,1.59
2023011215,0.0,55.21,22.4,2.59
2023011216,0.0,47.19,24.1,2.95
2023011217,0.0,43.23,25.12,3.14
2023011218,0.0,41.04,25.76,3.22
2023011219,0.0,40.62,25.9,3.09
2023011220,0.0,42.28,25.5,2.65
2023011221,0.0,52.84,24.12,1.5
2023011222,0.0,64.46,20.45,1.05
2023011223,0.0,69.79,18.46,1.19
2023011300,0.0,78.5,17.24,1.22
2023011301,0.0,87.21,16.21,1.27
2023011302,0.0,96.25,15.26,1.27
2023011303,0.03,100.0,14.53,1.36
2023011304,0.08,100.0,14.13,1.6
2023011305,0.19,100.0,13.97,1.83
2023011306,0.23,100.0,13.97,1.94
2023011307,0.2,100.0,14.16,2.12
2023011308,0.16,100.0,14.52,2.43
2023011309,0.15,100.0,15.1,2.94
2023011310,0.18,100.0,15.43,3.3
2023011311,0.27,100.0,15.5,3.37
2023011312,0.94,98.24,16.05,3.84
2023011313,1.35,92.24,17.86,4.58
2023011314,8.83,85.02,20.28,4.74
2023011315,25.12,78.96,21.64,5.46
2023011316,51.62,79.67,19.46,6.14
2023011317,31.75,76.85,16.88,5.35
2023011318,5.39,68.93,17.01,4.46
2023011319,0.26,60.4,18.33,4.99
2023011320,0.0,56.8,18.21,5.61
2023011321,0.0,59.49,16.85,5.39
2023011322,0.01,67.76,14.63,4.5
2023011323,0.02,74.74,12.96,4.42
2023011400,0.02,79.06,11.83,4.32
2023011401,0.05,82.78,10.92,4.01
2023011402,0.1,84.21,10.4,4.02
2023011403,0.11,82.71,10.07,4.21
2023011404,0.06,79.96,9.65,4.4
2023011405,0.01,76.17,9.01,4.73
2023011406,0.0,72.6,8.05,4.89
2023011407,0.0,71.58,6.8,4.72
2023011408,0.0,72.24,5.64,4.33
2023011409,0.0,72.99,4.81,3.98
2023011410,0.0,74.27,4.27,3.63
2023011411,0.0,77.14,3.78,3.1
2023011412,0.03,78.02,3.89,3.02
2023011413,0.02,66.71,6.07,4.26
2023011414,0.02,54.71,8.23,5.3
2023011415,0.03,50.01,9.88,5.5
2023011416,0.03,47.07,11.29,5.4
2023011417,0.03,44.62,12.43,5.25
2023011418,0.04,42.9,13.17,5.26
2023011419,0.03,42.08,13.5,5.36
2023011420,0.01,43.15,13.19,5.28
2023011421,0.0,46.03,12.21,4.84
2023011422,0.0,54.44,10.06,3.34
2023011423,0.0,64.69,8.01,2.46
2023011500,0.0,71.19,7.16,2.47
2023011501,0.0,77.8,6.3,2.32
2023011502,0.0,83.62,5.39,2.03
2023011503,0.0,87.22,4.63,1.91
2023011504,0.0,88.23,3.99,1.86
2023011505,0.0,87.85,3.39,1.81
2023011506,0.0,87.63,2.81,1.75
2023011507,0.0,88.29,2.21,1.63
2023011508,0.0,90.38,1.63,1.5
2023011509,0.0,92.35,1.11,1.4
2023011510,0.0,93.57,0.63,1.36
2023011511,0.0,94.84,0.22,1.39
2023011512,0.0,88.64,1.01,1.91
2023011513,0.0,71.8,4.02,2.81
2023011514,0.0,49.59,7.75,2.95
2023011515,0.0,40.43,10.35,2.83
2023011516,0.0,36.33,12.43,2.62
2023011517,0.0,34.05,14.06,2.36
2023011518,0.0,32.13,15.26,2.13
2023011519,0.0,31.55,15.85,1.95
2023011520,0.0,32.2,15.79,1.73
2023011521,0.0,36.87,14.86,1.39
2023011522,0.0,49.32,11.16,1.03
2023011523,0.0,53.19,9.0,1.23
2023011600,0.0,58.16,7.81,1.24
2023011601,0.0,62.77,6.89,1.24
2023011602,0.0,67.53,6.13,1.23
2023011603,0.0,72.18,5.46,1.23
2023011604,0.0,75.87,4.99,1.21
2023011605,0.0,79.16,4.62,1.18
2023011606,0.0,83.29,4.13,1.17
2023011607,0.0,88.02,3.61,1.15
2023011608,0.0,92.48,3.17,1.15
2023011609,0.0,94.8,2.95,1.14
2023011610,0.0,96.09,2.83,1.13
2023011611,0.0,97.76,2.63,1.14
2023011612,0.0,94.3,3.24,1.0
2023011613,0.0,74.63,6.95,1.28
2023011614,0.0,63.23,10.15,0.84
2023011615,0.0,36.78,15.37,1.28
2023011616,0.0,28.35,17.99,1.67
2023011617,0.0,26.78,19.32,1.52
2023011618,0.0,25.68,20.28,1.34
2023011619,0.0,25.56,20.73,1.2
2023011620,0.0,25.67,20.66,1.03
2023011621,0.0,32.28,19.62,0.64
2023011622,0.0,32.53,17.67,0.62
2023011623,0.0,31.46,16.65,0.56
2023011700,0.0,34.5,15.88,0.53
2023011701,0.0,37.46,15.12,0.48
2023011702,0.0,40.09,14.38,0.43
2023011703,0.0,43.16,13.58,0.39
2023011704,0.0,46.51,12.83,0.33
2023011705,0.0,49.26,12.27,0.21
2023011706,0.0,51.65,11.79,0.11
2023011707,0.0,54.61,11.08,0.2
2023011708,0.0,56.57,10.58,0.26
2023011709,0.0,57.18,10.25,0.39
2023011710,0.0,57.65,9.79,0.66
2023011711,0.0,60.94,8.73,0.8
2023011712,0.0,60.16,8.89,0.94
2023011713,0.0,55.1,12.08,1.18
2023011714,0.0,48.09,15.02,1.47
2023011715,0.0,46.15,18.82,1.86
2023011716,0.0,45.03,21.72,3.39
2023011717,0.0,42.5,23.01,3.41
2023011718,0.0,41.25,23.82,3.25
2023011719,0.0,41.24,24.12,3.03
2023011720,0.0,42.92,23.77,2.7
2023011721,0.0,52.77,22.38,1.64
2023011722,0.0,66.36,18.22,1.11
2023011723,0.0,72.68,16.14,1.22
2023011800,0.0,80.28,15.12,1.22
2023011801,0.0,86.59,14.35,1.18
2023011802,0.0,90.15,13.94,1.16
2023011803,0.0,91.79,13.75,1.14
2023011804,0.0,92.18,13.65,1.06
2023011805,0.0,91.25,13.68,0.95
2023011806,0.0,90.45,13.62,0.89
2023011807,0.0,92.72,13.06,0.92
2023011808,0.0,97.38,12.15,1.04
2023011809,0.0,100.0,11.37,1.14
2023011810,0.01,100.0,10.75,1.16
2023011811,0.03,100.0,10.28,1.16
2023011812,2.19,100.0,10.59,1.04
2023011813,0.4,87.73,14.19,1.64
2023011814,0.0,77.07,16.98,1.51
2023011815,0.0,57.04,21.53,2.45
2023011816,0.0,50.27,23.85,3.1
2023011817,0.0,48.16,24.89,2.96
2023011818,0.0,46.5,25.57,2.74
2023011819,0.0,45.81,25.83,2.52
2023011820,0.0,46.84,25.54,2.32
2023011821,0.0,56.11,24.22,1.45
2023011822,0.0,66.67,20.88,0.99
2023011823,0.0,69.31,19.45,1.09
2023011900,0.0,74.67,18.56,1.07
2023011901,0.0,81.13,17.55,1.1
2023011902,0.0,88.23,16.57,1.13
2023011903,0.0,95.28,15.71,1.19
2023011904,0.08,100.0,15.07,1.33
2023011905,3.18,100.0,14.71,1.56
2023011906,4.06,100.0,14.42,1.64
2023011907,3.89,100.0,14.13,1.61
2023011908,3.24,100.0,13.99,1.62
2023011909,2.35,100.0,13.83,1.62
2023011910,2.24,100.0,13.65,1.57
2023011911,2.63,100.0,13.47,1.5
2023011912,0.02,100.0,14.37,1.54
2023011913,0.01,91.74,17.6,2.98
2023011914,0.0,83.89,20.12,2.96
2023011915,0.0,61.13,24.31,3.4
2023011916,0.0,51.46,26.65,3.4
2023011917,0.0,48.32,27.87,3.38
2023011918,0.0,47.15,28.47,3.4
2023011919,0.0,47.41,28.5,3.32
2023011920,0.0,48.99,28.11,3.11
2023011921,0.0,55.81,26.86,2.31
2023011922,0.0,69.97,23.21,1.31
2023011923,0.0,76.62,21.19,1.39
2023012000,0.0,82.92,20.28,1.46
2023012001,0.0,89.3,19.38,1.51
2023012002,0.0,94.33,18.61,1.61
2023012003,0.0,97.92,18.04,1.81
2023012004,0.0,100.0,17.65,2.02
2023012005,0.01,100.0,17.21,1.93
2023012006,0.04,100.0,17.26,1.93
2023012007,0.05,100.0,17.36,1.82
2023012008,0.05,100.0,17.26,1.59
2023012009,0.05,100.0,17.13,1.48
2023012010,0.05,100.0,17.09,1.49
2023012011,0.04,100.0,16.92,1.35
2023012012,0.06,100.0,17.6,1.38
2023012013,0.06,88.89,20.34,2.31
2023012014,0.05,74.63,23.42,2.24
2023012015,0.08,65.15,25.63,2.06
2023012016,0.02,60.02,26.97,1.98
2023012017,0.01,56.64,27.9,2.06
2023012018,0.01,54.83,28.39,2.16
2023012019,0.02,54.48,28.45,2.26
2023012020,0.02,55.42,28.08,2.18
2023012021,0.01,58.69,27.14,1.72
2023012022,0.0,70.31,24.69,0.81
2023012023,0.0,70.51,23.46,0.86
2023012100,0.0,73.44,22.53,0.89
2023012101,0.0,75.7,21.77,0.88
2023012102,0.0,77.57,21.05,0.87
2023012103,0.0,79.73,20.26,0.89
2023012104,0.0,81.63,19.39,0.91
2023012105,0.01,81.4,18.7,0.89
2023012106,0.04,78.31,18.24,0.93
2023012107,0.06,73.89,17.79,1.11
2023012108,0.06,69.92,17.26,1.46
2023012109,0.01,67.13,16.57,1.98
2023012110,0.0,65.27,15.98,2.41
2023012111,0.0,64.97,15.67,2.61
2023012112,0.0,66.98,15.59,2.71
2023012113,0.0,65.84,16.98,2.82
2023012114,0.0,61.85,19.67,2.79
2023012115,0.0,58.02,22.4,2.85
2023012116,0.02,54.89,24.95,2.39
2023012117,0.03,51.98,26.66,1.97
2023012118,0.01,50.84,27.35,2.09
2023012119,0.04,51.69,27.32,2.15
2023012120,0.31,54.36,26.88,1.72
2023012121,0.5,64.86,25.66,0.82
2023012122,0.22,71.67,23.64,0.75
2023012123,0.21,75.14,22.44,1.13
2023012200,0.33,81.0,21.66,1.68
2023012201,0.76,86.98,20.98,2.09
2023012202,0.81,91.58,20.51,2.02
2023012203,0.44,94.64,20.1,1.6
2023012204,0.18,96.4,19.7,1.53
2023012205,0.08,97.21,19.3,1.65
2023012206,0.09,96.92,18.96,1.98
2023012207,0.06,96.6,18.48,2.27
2023012208,0.05,97.75,17.92,2.41
2023012209,0.03,99.57,17.57,2.45
2023012210,0.02,100.0,17.49,2.44
2023012211,0.03,100.0,17.57,2.34
2023012212,1.32,99.26,18.54,2.77
2023012213,0.9,92.36,20.81,3.44
2023012214,1.11,81.67,23.51,4.77
2023012215,4.23,68.93,25.97,5.61
2023012216,21.51,62.55,27.29,5.69
2023012217,28.12,58.8,28.01,5.89
2023012218,16.9,57.77,28.17,6.02
2023012219,7.67,57.52,28.0,6.09
2023012220,3.33,59.6,27.23,5.87
2023012221,1.13,64.45,25.82,5.06
2023012222,0.17,73.61,23.69,3.3
2023012223,0.27,83.99,21.85,2.38
2023012300,0.48,90.34,21.23,2.35
2023012301,0.68,93.95,21.05,2.73
2023012302,2.25,96.53,20.76,2.9
2023012303,1.82,98.04,20.4,2.89
2023012304,1.8,98.49,20.02,2.77
2023012305,1.81,98.19,19.76,2.82
2023012306,1.86,98.06,19.48,2.7
2023012307,1.81,98.37,19.08,2.32
2023012308,2.43,98.42,18.75,2.07
2023012309,6.45,98.43,18.51,1.84
2023012310,13.38,97.72,18.65,1.88
2023012311,19.89,97.34,18.69,1.8
2023012312,6.71,96.4,18.91,2.02
2023012313,6.78,93.13,19.54,2.86
2023012314,5.9,84.63,19.84,3.46
2023012315,4.35,73.82,20.2,3.8
2023012316,4.67,66.38,20.79,3.87
2023012317,4.15,63.17,21.21,3.75
2023012318,2.43,61.21,21.48,3.69
2023012319,1.03,59.47,21.61,3.61
2023012320,0.38,58.7,21.48,3.38
2023012321,0.06,58.6,21.02,3.06
2023012322,0.01,65.21,18.98,1.78
2023012323,0.0,67.81,17.06,1.71
2023012400,0.0,66.24,16.07,2.07
2023012401,0.0,65.84,14.91,2.25
2023012402,0.0,65.73,14.06,2.45
2023012403,0.0,67.03,13.38,2.6
2023012404,0.0,68.85,12.92,2.67
2023012405,0.0,70.62,12.65,2.65
2023012406,0.0,73.52,12.34,2.47
2023012407,0.0,77.18,11.99,2.41
2023012408,0.0,82.03,11.38,2.28
2023012409,0.01,85.16,11.12,2.33
2023012410,0.03,87.51,11.06,2.39
2023012411,0.05,89.95,11.09,2.31
2023012412,0.02,87.1,12.23,2.67
2023012413,0.02,75.84,15.51,3.24
2023012414,0.02,61.24,20.06,3.78
2023012415,0.02,54.14,23.0,4.3
2023012416,0.01,52.72,24.46,4.09
2023012417,0.04,51.91,25.39,3.76
2023012418,0.13,51.81,25.82,3.53
2023012419,0.21,52.74,25.68,3.37
2023012420,0.13,54.99,25.02,3.38
2023012421,0.04,59.44,23.77,3.48
2023012422,0.01,67.37,21.78,3.06
2023012423,0.01,75.09,20.11,3.03
2023012500,0.01,80.82,19.22,2.91
2023012501,0.02,86.09,18.48,2.62
2023012502,0.03,90.37,17.97,2.25
2023012503,0.04,94.0,17.6,2.07
2023012504,0.07,97.13,17.34,2.07
2023012505,0.06,99.67,17.29,2.11
2023012506,0.07,100.0,17.47,2.18
2023012507,0.07,100.0,17.65,2.18
2023012508,0.08,100.0,17.81,2.19
2023012509,0.1,100.0,17.86,2.12
2023012510,0.26,100.0,17.81,1.98
2023012511,0.37,100.0,17.75,1.88
2023012512,0.45,100.0,18.9,2.28
2023012513,0.33,92.01,21.65,3.26
2023012514,0.2,78.86,24.49,4.52
2023012515,0.11,66.11,26.73,5.27
2023012516,0.11,58.24,28.12,5.62
2023012517,0.13,52.07,28.93,5.89
2023012518,0.13,48.7,29.2,5.9
2023012519,0.04,47.4,29.14,5.69
2023012520,0.02,48.1,28.58,5.25
2023012521,0.0,50.97,27.4,4.37
2023012522,0.0,59.54,24.78,2.72
2023012523,0.0,68.18,22.68,2.29
2023012600,0.01,73.54,22.11,2.62
2023012601,0.03,79.94,21.54,2.86
2023012602,0.17,86.93,20.83,2.91
2023012603,0.48,91.79,20.38,3.08
2023012604,1.06,95.42,20.1,3.16
2023012605,2.22,98.72,19.65,2.63
2023012606,3.54,99.99,19.3,2.13
2023012607,4.78,98.31,19.51,2.2
2023012608,4.81,97.29,19.46,2.36
2023012609,2.9,96.33,18.97,2.73
2023012610,1.25,94.74,17.86,2.95
2023012611,0.54,94.38,16.61,3.01
2023012612,0.9,93.18,16.12,3.2
2023012613,0.15,84.97,17.18,3.76
2023012614,0.08,71.55,19.12,4.03
2023012615,0.09,62.12,20.8,3.99
2023012616,0.06,56.43,21.87,3.99
2023012617,0.02,51.61,22.57,3.98
2023012618,0.01,47.68,22.85,3.99
2023012619,0.0,44.16,22.66,3.96
2023012620,0.0,41.4,22.02,3.82
2023012621,0.0,40.18,20.68,3.6
2023012622,0.0,45.01,18.27,2.66
2023012623,0.0,49.98,16.27,2.45
2023012700,0.0,52.39,15.27,2.67
2023012701,0.0,55.94,14.29,2.65
2023012702,0.0,57.94,13.56,2.8
2023012703,0.0,60.31,12.81,2.94
2023012704,0.0,62.91,12.14,3.18
2023012705,0.0,65.02,11.61,3.39
2023012706,0.0,66.78,11.18,3.53
2023012707,0.0,69.12,10.69,3.54
2023012708,0.0,71.55,10.23,3.71
2023012709,0.0,72.17,9.97,4.05
2023012710,0.0,71.62,9.76,3.98
2023012711,0.0,70.72,9.62,4.05
2023012712,0.01,64.92,10.02,4.46
2023012713,0.0,56.38,11.13,4.88
2023012714,0.0,45.51,12.92,5.19
2023012715,0.01,35.9,15.09,4.93
2023012716,0.01,30.82,16.96,4.45
2023012717,0.02,28.5,18.4,3.96
2023012718,0.02,27.25,19.36,3.53
2023012719,0.02,27.45,19.74,3.14
2023012720,0.01,27.57,19.67,2.85
2023012721,0.01,30.26,18.83,2.6
2023012722,0.02,42.69,16.12,1.5
2023012723,0.02,48.88,14.09,1.61
2023012800,0.02,53.32,13.45,2.01
2023012801,0.02,59.66,12.8,2.31
2023012802,0.02,67.25,12.07,2.34
2023012803,0.03,73.94,11.45,2.29
2023012804,0.05,78.41,11.07,2.32
2023012805,0.08,80.59,10.89,2.57
2023012806,0.16,81.76,10.72,2.95
2023012807,0.18,82.61,10.47,3.22
2023012808,0.17,84.07,10.09,3.27
2023012809,0.23,85.64,9.79,3.4
2023012810,0.21,84.98,10.12,3.61
2023012811,0.22,86.28,10.51,3.4
2023012812,0.0,85.57,11.57,3.48
2023012813,0.01,76.79,14.46,3.71
2023012814,0.02,63.86,18.68,3.94
