date,precipitation__mm__day,temp_avg_C,temp_max_C,temp_min_C,humidity_percent,wind_speed_mps,solar_radiation_kwh_m2_day,surface_pressure_kPa,skin_temp_C,specific_humidity_gkg,soil_moisture_top_percent,soil_moisture_root_percent
2022-06-04,13.71,25.39,28.76,22.49,84.86,4.4,4.8415,100.15,25.66,17.14,0.53,0.36
2022-06-05,0.49,27.68,34.31,21.08,71.78,1.4,7.2617,100.51,29.2,15.88,0.37,0.35
2022-06-06,8.8,28.8,34.59,23.6,72.08,0.92,7.1364,100.86,29.97,17.04,0.4,0.34
2022-06-07,2.08,28.97,35.25,22.94,68.76,1.04,7.3174,101.1,30.29,16.22,0.4,0.34
2022-06-08,11.27,28.0,33.75,23.43,76.87,1.69,6.0343,101.2,28.84,17.49,0.43,0.34
2022-06-09,9.84,26.58,30.13,23.73,83.4,1.99,4.5096,101.27,26.68,17.85,0.5,0.36
2022-06-10,12.94,26.72,30.9,23.58,82.78,2.34,5.064,101.13,26.86,17.79,0.51,0.37
2022-06-11,17.23,25.78,29.75,23.19,86.08,2.28,4.32,101.15,25.99,17.56,0.58,0.39
2022-06-12,1.56,27.36,32.36,22.62,78.92,2.34,6.623,101.34,27.87,17.44,0.46,0.39
2022-06-13,0.27,28.82,34.17,23.29,72.85,1.09,7.5089,101.53,29.68,17.25,0.4,0.38
2022-06-14,2.44,29.43,33.65,26.05,73.45,1.1,6.3998,101.44,29.72,18.3,0.4,0.37
2022-06-15,4.2,28.89,33.25,25.2,74.93,1.23,6.8909,101.36,29.29,18.05,0.45,0.37
2022-06-16,0.39,28.95,34.39,23.85,71.54,1.85,7.2442,101.5,29.61,16.94,0.38,0.36
2022-06-17,0.07,28.71,34.19,23.75,71.83,2.18,7.657,101.3,29.7,16.88,0.35,0.36
2022-06-18,6.33,29.44,36.78,22.23,66.63,1.08,6.0533,101.05,30.52,16.03,0.37,0.35
2022-06-19,4.86,28.76,34.09,23.6,71.39,0.81,6.2438,101.23,29.63,16.92,0.45,0.36
2022-06-20,9.47,28.3,33.66,24.3,75.44,1.65,5.5675,101.63,29.11,17.41,0.45,0.36
2022-06-21,0.27,26.71,31.97,22.3,69.26,2.59,7.2036,101.72,27.38,14.4,0.41,0.36
2022-06-22,0.02,27.04,33.13,21.56,61.59,2.12,6.8294,101.35,28.04,13.04,0.33,0.35
2022-06-23,0.12,29.06,36.42,20.47,60.81,1.37,7.867,100.94,30.37,14.43,0.31,0.34
2022-06-24,5.78,31.04,38.11,24.45,62.32,1.6,6.3955,101.01,32.28,16.39,0.33,0.34
2022-06-25,14.26,28.54,33.18,24.79,77.33,1.56,5.8085,101.24,29.35,18.26,0.47,0.35
2022-06-26,16.2,27.76,32.67,24.15,81.59,2.41,5.807,101.33,28.36,18.48,0.55,0.37
2022-06-27,3.8,28.07,32.85,24.01,77.87,1.78,6.851,101.33,28.8,17.86,0.47,0.38
2022-06-28,4.08,27.61,32.36,23.61,79.03,1.81,6.677,101.5,28.22,17.74,0.45,0.37
2022-06-29,2.85,27.11,32.06,22.89,78.38,1.48,5.8039,101.73,27.67,16.99,0.43,0.37
2022-06-30,3.0,28.07,33.0,23.79,76.61,1.18,6.7094,101.64,28.92,17.46,0.42,0.37
2022-07-01,5.65,28.07,31.99,24.52,79.25,1.55,5.6443,101.52,28.51,18.26,0.46,0.37
2022-07-02,4.81,27.99,32.46,24.15,78.45,1.27,5.8188,101.46,28.56,17.94,0.46,0.37
2022-07-03,6.1,27.97,32.08,24.64,80.31,1.3,6.0262,101.59,28.51,18.42,0.47,0.37
2022-07-04,2.0,28.85,34.43,24.23,73.05,1.52,7.1534,101.6,29.69,17.16,0.43,0.37
2022-07-05,1.43,28.3,32.74,24.15,77.5,1.8,6.9967,101.47,28.93,18.07,0.39,0.36
2022-07-06,7.12,28.48,32.63,24.44,79.83,1.23,5.969,101.36,29.22,18.9,0.44,0.36
2022-07-07,5.38,28.42,34.04,24.71,79.17,1.6,6.6019,101.4,29.15,18.49,0.47,0.37
2022-07-08,2.33,28.68,34.53,22.78,72.89,1.61,7.0298,101.53,29.53,17.09,0.42,0.37
2022-07-09,4.09,29.55,34.38,24.86,75.01,1.73,6.4949,101.51,30.52,18.66,0.42,0.36
2022-07-10,7.94,28.9,33.97,24.6,76.26,2.33,6.1668,101.29,29.48,18.39,0.46,0.36
2022-07-11,3.01,28.51,32.87,24.39,76.63,2.2,5.8231,101.16,28.98,18.17,0.44,0.37
2022-07-12,1.25,29.71,35.3,23.84,69.48,1.52,6.8899,101.26,30.53,17.33,0.39,0.36
2022-07-13,2.79,29.99,35.0,24.89,70.03,1.12,7.1071,101.51,30.95,17.82,0.38,0.36
2022-07-14,6.66,28.69,32.87,25.29,77.32,0.88,6.2734,101.62,29.22,18.46,0.43,0.36
2022-07-15,2.35,27.78,32.49,23.83,75.26,2.23,6.9854,101.6,28.3,16.95,0.43,0.36
2022-07-16,13.48,26.98,30.61,24.25,81.18,2.05,5.2754,101.39,27.23,17.68,0.48,0.36
2022-07-17,9.36,27.17,30.47,24.16,87.39,1.74,4.0937,101.36,27.28,19.41,0.54,0.38
2022-07-18,3.61,28.45,32.7,23.85,80.56,1.71,6.2129,101.54,28.75,19.05,0.49,0.39
2022-07-19,2.84,28.81,32.48,25.13,78.78,0.98,6.2114,101.6,28.83,19.06,0.47,0.39
2022-07-20,0.8,29.55,34.91,24.4,71.83,1.03,7.2866,101.43,30.39,17.8,0.42,0.38
2022-07-21,1.13,28.87,33.38,24.94,75.75,1.35,6.5105,101.39,29.6,18.23,0.4,0.37
2022-07-22,2.9,28.53,32.64,24.59,77.72,1.48,5.982,101.56,29.02,18.38,0.41,0.37
2022-07-23,4.53,28.61,33.34,24.56,77.16,1.5,5.7235,101.67,29.21,18.23,0.44,0.37
2022-07-24,1.4,28.39,32.89,24.57,75.73,1.9,6.7236,101.63,28.71,17.65,0.41,0.37
2022-07-25,2.46,27.65,30.95,24.4,80.68,1.76,5.7886,101.58,27.65,18.27,0.42,0.37
2022-07-26,12.49,27.44,31.73,24.54,83.42,1.82,5.0779,101.64,27.64,18.57,0.5,0.37
2022-07-27,2.87,28.6,33.72,24.2,77.62,1.77,6.4246,101.63,29.09,18.26,0.47,0.38
2022-07-28,0.11,29.34,35.07,23.95,72.59,1.84,7.4849,101.61,30.28,17.65,0.39,0.37
2022-07-29,0.41,28.63,34.59,23.45,74.3,2.08,7.5888,101.65,29.24,17.35,0.36,0.36
2022-07-30,0.18,29.2,35.03,24.23,70.94,2.15,6.8227,101.79,30.06,16.95,0.34,0.36
2022-07-31,0.52,29.39,35.18,24.08,72.66,2.29,7.0678,101.88,30.31,17.64,0.33,0.35
2022-08-01,0.87,29.67,35.16,24.76,72.0,1.25,7.0642,101.76,30.58,17.76,0.33,0.34
2022-08-02,9.74,28.75,33.52,24.66,75.21,1.19,6.1394,101.55,29.35,17.84,0.42,0.35
2022-08-03,4.95,27.85,33.47,22.19,72.92,1.08,6.7735,101.42,28.83,16.4,0.46,0.36
2022-08-04,0.54,28.03,32.21,23.36,76.36,1.86,6.6646,101.48,28.41,17.53,0.38,0.35
2022-08-05,2.14,28.53,33.11,24.52,76.33,1.85,5.9494,101.56,28.94,17.95,0.38,0.35
2022-08-06,0.65,28.71,33.57,24.55,74.0,2.22,6.5894,101.71,29.3,17.42,0.37,0.35
2022-08-07,2.17,28.06,32.22,24.74,76.1,2.45,6.3742,101.7,28.34,17.48,0.36,0.35
2022-08-08,5.48,27.8,32.16,24.24,78.68,1.82,5.0458,101.58,28.11,17.85,0.42,0.35
2022-08-09,3.43,28.13,32.48,23.67,79.19,1.84,3.7337,101.62,28.47,18.27,0.42,0.35
2022-08-10,1.83,28.83,33.98,24.96,76.27,1.91,6.4728,101.73,29.17,18.1,0.4,0.35
2022-08-11,0.58,28.28,32.62,24.65,77.56,1.44,4.6248,101.6,28.64,17.96,0.36,0.35
2022-08-12,3.34,28.93,34.43,24.4,72.33,1.35,6.0823,101.43,29.77,17.19,0.37,0.35
2022-08-13,13.84,28.43,32.73,25.01,78.32,1.19,5.1526,101.32,28.99,18.41,0.49,0.35
2022-08-14,4.9,27.62,32.81,23.35,76.25,1.27,5.1026,101.21,28.22,16.91,0.47,0.37
2022-08-15,1.5,28.41,33.66,24.23,74.97,1.0,5.7557,101.03,29.48,17.49,0.41,0.36
2022-08-16,4.02,28.41,33.49,23.99,74.84,1.9,6.0504,101.04,29.09,17.54,0.41,0.36
2022-08-17,0.94,29.34,35.51,23.61,69.09,1.89,6.0852,101.1,30.21,16.94,0.37,0.35
2022-08-18,12.83,28.86,33.23,25.14,76.92,1.16,5.4502,101.15,29.21,18.65,0.46,0.36
2022-08-19,6.38,29.03,34.63,23.24,73.81,1.06,6.5206,101.33,29.68,17.71,0.45,0.37
2022-08-20,5.2,29.33,34.7,25.77,76.1,1.85,6.8762,101.57,29.61,18.65,0.48,0.37
2022-08-21,2.61,28.71,32.72,25.4,79.37,1.58,5.767,101.52,28.95,19.04,0.42,0.37
2022-08-22,5.85,29.16,34.21,25.2,76.42,1.25,6.1963,101.25,29.6,18.63,0.43,0.37
2022-08-23,6.67,28.83,33.94,25.07,78.23,1.02,6.0814,101.07,29.44,18.76,0.49,0.38
2022-08-24,3.38,28.92,33.81,24.81,77.68,1.21,5.7994,101.2,29.51,18.73,0.44,0.37
2022-08-25,11.05,28.46,32.98,25.68,78.35,1.24,5.5248,101.37,28.75,18.48,0.5,0.38
2022-08-26,8.66,28.37,31.89,25.11,82.47,0.99,4.9001,101.26,28.34,19.59,0.55,0.39
2022-08-27,8.29,28.1,31.39,25.53,82.44,0.95,4.6147,101.14,28.23,19.31,0.53,0.4
2022-08-28,6.2,27.72,31.61,24.55,82.64,1.24,5.0554,101.12,27.96,18.89,0.52,0.4
2022-08-29,4.17,27.72,31.82,24.47,83.58,1.83,5.1238,101.2,28.0,19.04,0.51,0.4
2022-08-30,5.2,27.87,31.28,24.76,84.09,1.51,5.6746,101.25,27.77,19.41,0.5,0.4
2022-08-31,3.35,28.84,33.53,24.97,75.79,0.74,6.3857,101.21,28.85,18.27,0.5,0.4
2022-09-01,5.41,28.1,32.09,24.46,80.0,0.95,5.8793,101.21,28.21,18.62,0.5,0.4
2022-09-02,5.31,27.55,31.21,24.51,82.67,1.02,5.8296,101.35,27.49,18.68,0.53,0.4
2022-09-03,2.36,28.16,32.79,24.5,80.56,1.48,6.2458,101.4,28.35,18.68,0.49,0.4
2022-09-04,1.59,28.25,33.26,24.58,78.99,1.38,6.4538,101.24,28.42,18.37,0.46,0.4
2022-09-05,2.55,28.93,34.33,24.75,75.48,1.0,6.4356,101.26,29.24,18.08,0.45,0.39
2022-09-06,3.03,29.37,34.61,24.9,75.34,1.02,6.582,101.31,29.91,18.52,0.46,0.39
2022-09-07,2.31,29.13,34.44,25.25,76.91,0.87,5.4434,101.01,29.63,18.75,0.43,0.38
2022-09-08,15.84,27.07,31.97,24.11,84.98,1.03,4.0728,100.59,27.44,18.72,0.52,0.39
2022-09-09,6.82,26.14,29.72,22.74,89.17,1.48,4.0824,100.75,26.12,18.8,0.56,0.41
2022-09-10,7.06,27.0,30.15,23.92,86.63,1.22,4.0438,101.35,26.57,19.09,0.55,0.41
2022-09-11,8.92,28.03,32.87,24.28,80.67,0.88,5.635,101.5,27.84,18.62,0.56,0.42
2022-09-12,7.94,27.29,31.95,23.71,82.7,0.82,5.8114,101.18,27.43,18.37,0.57,0.43
2022-09-13,4.8,27.7,31.3,23.64,77.99,0.65,5.3194,101.03,27.41,17.76,0.54,0.43
2022-09-14,22.54,26.46,29.51,24.08,86.92,0.81,4.399,101.17,26.51,18.54,0.65,0.44
2022-09-15,12.31,26.11,29.8,23.15,86.89,0.64,4.7302,101.36,26.09,18.07,0.63,0.46
2022-09-16,26.08,25.4,28.13,23.14,92.44,1.48,4.4525,101.46,25.3,18.58,0.69,0.49
2022-09-17,21.2,24.88,27.56,22.86,94.04,1.79,4.6488,101.44,24.68,18.35,0.69,0.52
2022-09-18,6.29,26.1,30.41,22.48,84.4,0.89,5.5094,101.14,26.17,17.52,0.64,0.53
2022-09-19,8.49,26.94,31.34,23.47,85.54,1.05,5.754,100.99,26.98,18.79,0.63,0.53
2022-09-20,4.47,27.12,31.13,23.83,84.51,0.93,5.5694,101.03,27.21,18.61,0.62,0.53
2022-09-21,2.95,26.56,30.29,23.86,88.29,1.69,5.6748,100.87,26.75,18.99,0.6,0.52
2022-09-22,0.58,27.1,31.59,23.92,83.11,1.98,6.2719,100.78,26.99,18.37,0.57,0.51
2022-09-23,1.86,26.78,32.46,21.11,84.66,1.94,5.76,101.02,26.63,18.39,0.56,0.5
2022-09-24,1.08,26.6,30.8,23.75,82.55,2.68,5.7614,101.18,26.61,17.64,0.55,0.49
2022-09-25,4.55,27.17,31.42,23.41,84.45,1.22,4.5173,100.95,27.4,18.72,0.57,0.49
2022-09-26,4.72,26.7,30.59,24.11,86.83,1.33,4.8118,100.91,26.59,18.76,0.58,0.49
2022-09-27,35.71,24.91,26.71,23.25,93.35,2.97,1.3644,100.9,24.74,18.33,0.72,0.51
2022-09-28,70.34,26.08,28.21,24.94,93.34,7.4,0.5666,99.93,25.66,19.87,0.81,0.59
2022-09-29,9.15,21.87,25.03,16.87,89.84,6.58,4.0147,99.84,21.89,14.93,0.71,0.64
2022-09-30,0.07,20.44,26.41,15.96,84.29,2.53,6.3346,100.59,20.8,12.59,0.65,0.62
2022-10-01,0.04,23.11,28.21,18.21,81.96,1.12,5.8589,100.82,23.2,14.22,0.64,0.6
2022-10-02,0.0,22.82,28.31,18.14,79.15,1.73,6.1586,101.02,22.65,13.38,0.63,0.59
2022-10-03,0.02,22.15,28.29,16.81,84.03,2.19,5.7485,101.13,22.23,13.86,0.62,0.58
2022-10-04,0.07,21.69,27.04,17.17,84.45,2.76,5.5788,101.2,21.98,13.44,0.61,0.57
2022-10-05,0.0,22.19,27.74,17.43,81.71,1.96,5.7703,101.3,22.39,13.3,0.61,0.56
2022-10-06,0.0,22.35,27.88,18.23,77.23,1.58,5.749,101.48,22.13,12.63,0.6,0.55
2022-10-07,0.0,21.65,27.4,16.57,78.2,1.85,6.1114,101.62,21.14,12.24,0.59,0.54
2022-10-08,0.01,22.59,28.21,17.58,82.51,2.49,5.2903,101.57,22.29,13.91,0.58,0.54
2022-10-09,1.34,24.81,30.0,20.79,86.54,2.99,3.9898,101.49,24.75,16.79,0.58,0.53
2022-10-10,2.73,26.0,30.36,22.73,87.46,1.52,3.8453,101.49,26.11,18.02,0.6,0.53
2022-10-11,0.55,26.01,30.43,22.97,87.7,1.77,4.0877,101.61,25.89,18.05,0.58,0.52
2022-10-12,3.36,25.4,29.24,22.7,88.12,0.87,3.061,101.45,24.98,17.6,0.6,0.52
2022-10-13,5.33,24.86,27.68,22.84,91.03,0.8,2.287,100.97,24.64,17.77,0.63,0.53
2022-10-14,7.14,25.26,29.37,21.82,88.78,1.67,4.7626,101.04,25.31,17.64,0.62,0.53
2022-10-15,2.98,25.17,28.89,22.26,87.13,2.49,4.4213,101.36,24.95,17.19,0.62,0.53
2022-10-16,0.0,24.57,29.66,20.8,82.87,2.13,5.5687,101.32,24.36,15.66,0.58,0.52
2022-10-17,3.0,24.82,29.35,20.49,88.35,1.59,4.4225,100.9,24.76,17.16,0.59,0.52
2022-10-18,4.97,23.74,28.39,17.69,89.46,2.2,2.9626,100.72,23.6,16.41,0.61,0.52
2022-10-19,0.02,13.3,16.68,10.65,71.19,3.39,2.6575,101.38,13.22,6.71,0.57,0.51
2022-10-20,0.02,15.95,22.3,9.72,81.02,3.12,3.7013,101.39,16.18,9.23,0.57,0.51
2022-10-21,0.01,17.76,23.96,12.4,76.39,3.13,5.543,101.37,17.88,9.46,0.55,0.5
2022-10-22,0.02,19.34,26.69,13.24,83.65,2.76,5.4955,101.44,19.37,11.51,0.55,0.49
2022-10-23,0.05,21.15,27.42,16.23,84.54,2.16,5.2325,101.56,21.0,13.05,0.54,0.49
2022-10-24,0.22,22.59,28.29,18.36,86.29,1.93,4.6442,101.48,22.46,14.66,0.54,0.48
2022-10-25,0.0,22.39,28.12,17.72,78.78,1.27,5.1401,101.25,22.03,12.89,0.53,0.47
2022-10-26,0.0,22.43,28.41,16.48,83.13,1.38,5.0594,101.01,22.22,13.88,0.53,0.47
2022-10-27,0.32,24.33,29.41,19.76,83.61,0.86,4.4184,101.15,24.29,15.56,0.53,0.46
2022-10-28,0.18,24.25,29.39,20.64,84.76,1.73,4.746,101.55,24.1,15.64,0.52,0.46
2022-10-29,1.8,24.09,29.07,20.13,87.45,2.27,3.7958,101.57,24.02,16.16,0.52,0.45
2022-10-30,0.17,24.08,29.23,19.84,83.29,1.98,5.0141,101.3,23.92,15.2,0.51,0.45
2022-10-31,1.16,25.15,30.32,20.98,87.1,1.44,4.5221,101.2,25.26,17.15,0.5,0.44
2022-11-01,0.71,26.32,31.3,22.82,84.48,1.16,4.5266,101.51,26.37,17.58,0.51,0.44
2022-11-02,1.49,25.98,30.71,22.35,87.01,1.56,4.2607,101.72,25.97,17.94,0.5,0.43
2022-11-03,1.4,24.71,29.61,20.09,85.69,2.08,4.2941,101.64,24.78,16.29,0.5,0.43
2022-11-04,0.2,23.08,28.38,19.3,82.96,2.69,4.8934,101.47,23.01,14.2,0.48,0.42
2022-11-05,0.53,24.47,29.17,20.66,83.37,2.17,4.4047,101.19,24.38,15.64,0.47,0.42
2022-11-06,1.52,24.85,29.44,21.86,84.86,2.82,4.5341,101.25,24.7,16.36,0.47,0.41
2022-11-07,0.04,23.73,28.56,20.23,76.05,3.41,4.3702,101.47,23.43,13.6,0.46,0.41
2022-11-08,1.26,24.07,28.57,20.41,77.22,4.24,4.3505,101.36,23.87,14.14,0.45,0.4
2022-11-09,11.34,22.52,24.59,21.46,88.16,6.49,1.6721,100.85,22.17,14.98,0.54,0.41
2022-11-10,54.33,22.75,24.91,21.06,92.47,5.8,1.6858,99.86,22.51,16.07,0.72,0.49
2022-11-11,0.54,23.93,28.58,21.05,89.02,2.45,3.9134,100.89,23.73,16.33,0.56,0.49
2022-11-12,0.83,23.12,28.23,19.34,87.79,1.59,3.9648,101.19,22.99,15.4,0.55,0.48
2022-11-13,2.37,22.29,27.19,18.41,88.99,1.55,3.8906,101.24,22.19,14.74,0.55,0.47
2022-11-14,0.87,22.65,28.15,18.32,85.09,1.49,3.9331,101.44,22.79,14.31,0.55,0.47
2022-11-15,0.01,23.68,29.09,19.42,83.59,1.42,2.8886,101.56,23.21,15.05,0.53,0.46
2022-11-16,0.58,22.57,28.6,17.39,87.92,2.03,2.9412,101.58,22.49,14.9,0.52,0.45
2022-11-17,0.07,15.58,20.73,11.61,71.97,3.27,4.205,101.85,15.85,7.71,0.51,0.45
2022-11-18,0.0,14.45,20.3,9.83,69.96,3.01,3.7157,101.92,14.76,7.05,0.49,0.44
2022-11-19,0.02,16.67,24.12,10.53,78.86,3.29,3.4819,101.89,16.88,9.18,0.49,0.44
2022-11-20,15.38,17.94,22.4,14.78,85.0,4.69,1.3442,101.85,17.97,10.69,0.57,0.44
2022-11-21,3.98,21.15,24.68,17.91,92.35,3.3,2.3388,101.81,20.9,14.3,0.59,0.46
2022-11-22,7.84,22.11,24.63,20.1,95.95,2.8,1.8583,101.64,21.84,15.82,0.6,0.47
2022-11-23,0.76,22.11,26.07,19.25,92.44,1.6,2.0542,101.4,22.19,15.23,0.55,0.47
2022-11-24,0.26,23.43,28.47,19.37,88.54,1.52,2.7946,101.4,23.36,15.74,0.54,0.46
2022-11-25,0.72,24.21,29.17,20.88,88.6,1.46,3.3991,101.33,24.01,16.64,0.53,0.46
2022-11-26,0.62,23.78,28.59,19.49,88.93,1.3,2.9244,101.39,23.79,16.13,0.53,0.46
2022-11-27,0.95,23.99,27.94,21.69,91.13,2.21,3.4058,101.25,23.74,16.75,0.52,0.45
2022-11-28,1.36,20.91,23.09,18.14,77.71,1.33,2.267,101.42,20.3,11.88,0.53,0.45
2022-11-29,0.0,20.35,26.69,15.07,76.43,1.91,4.2382,101.59,19.89,11.11,0.51,0.45
2022-11-30,0.14,22.01,27.84,17.73,90.3,1.27,3.5146,101.59,21.69,14.75,0.51,0.44
2022-12-01,0.53,20.7,25.21,18.07,82.91,3.55,4.0142,101.99,20.58,12.32,0.5,0.44
2022-12-02,0.0,21.18,26.15,17.75,74.46,3.08,4.1626,102.18,20.75,11.32,0.49,0.43
2022-12-03,0.0,20.91,26.18,16.88,78.14,2.05,3.8009,102.18,20.42,11.61,0.48,0.43
2022-12-04,0.0,20.7,26.12,15.68,78.87,1.29,3.7195,101.79,19.81,11.63,0.48,0.42
2022-12-05,0.01,20.41,26.58,15.15,81.69,1.2,3.6756,101.57,20.3,11.89,0.48,0.42
2022-12-06,0.0,21.27,27.25,17.3,82.73,1.27,3.6953,101.83,20.81,12.59,0.47,0.42
2022-12-07,0.27,21.43,27.13,17.05,86.2,1.68,3.6809,102.09,21.24,13.41,0.47,0.41
2022-12-08,0.1,21.71,27.32,17.15,85.73,1.3,3.7546,101.9,21.58,13.67,0.46,0.41
2022-12-09,0.01,21.08,26.91,16.0,81.38,1.31,3.7908,101.64,20.26,12.42,0.46,0.41
2022-12-10,0.02,19.29,25.97,13.87,82.82,1.21,3.055,101.62,19.26,11.4,0.45,0.4
2022-12-11,0.08,18.91,25.27,14.0,87.04,1.47,3.5062,101.57,19.18,11.79,0.45,0.4
2022-12-12,0.17,17.97,23.3,14.02,87.46,1.45,3.0499,101.43,18.15,11.1,0.45,0.4
2022-12-13,4.87,19.85,25.63,14.87,88.55,2.22,3.7481,101.45,19.89,12.69,0.48,0.4
2022-12-14,1.0,21.72,26.93,18.76,85.94,2.39,3.6451,101.34,21.62,13.62,0.49,0.4
2022-12-15,9.85,21.98,25.74,19.36,92.91,3.18,1.3762,101.1,21.57,15.22,0.52,0.4
2022-12-16,2.98,17.48,21.18,14.33,72.43,2.06,2.4854,101.32,17.63,8.85,0.53,0.42
2022-12-17,0.37,17.59,24.05,11.38,73.88,1.6,3.0266,101.34,17.72,9.29,0.47,0.41
2022-12-18,0.51,16.4,21.49,10.35,74.81,2.72,3.6835,101.58,16.47,8.59,0.46,0.41
2022-12-19,0.01,14.47,22.76,6.97,75.25,2.67,4.1539,101.97,14.57,7.52,0.45,0.4
2022-12-20,6.77,17.76,22.13,14.9,84.64,1.92,1.1798,101.83,17.28,10.51,0.49,0.4
2022-12-21,2.0,18.28,22.29,15.82,91.5,1.85,1.7448,101.46,18.31,11.82,0.52,0.41
2022-12-22,1.7,19.92,25.0,15.82,90.11,1.27,2.0503,101.28,19.73,12.95,0.49,0.41
2022-12-23,2.21,18.45,25.66,6.43,78.11,3.52,2.6441,101.4,18.42,11.0,0.5,0.41
2022-12-24,0.0,3.93,7.37,-0.35,50.35,3.31,3.1987,102.2,4.46,2.44,0.45,0.41
2022-12-25,0.0,3.17,7.77,-0.58,51.61,3.04,2.3465,102.26,3.64,2.41,0.45,0.41
2022-12-26,0.03,6.2,10.53,2.44,57.39,2.56,2.4379,102.17,6.24,3.29,0.45,0.4
2022-12-27,0.35,10.99,19.69,6.42,65.89,2.55,4.0901,102.08,11.12,5.18,0.45,0.4
2022-12-28,0.02,15.05,23.4,8.09,80.8,2.3,4.0894,102.13,14.91,8.4,0.44,0.4
2022-12-29,0.03,18.95,25.86,13.43,81.66,2.23,4.0078,102.07,18.58,10.71,0.44,0.4
2022-12-30,0.01,21.02,27.3,15.89,88.32,1.94,3.131,101.75,20.75,13.75,0.44,0.39
2022-12-31,0.03,22.42,28.11,17.93,86.41,1.87,2.8315,101.64,22.03,14.57,0.43,0.39
2023-01-01,0.09,22.06,27.08,19.15,86.19,0.9,2.8013,101.72,21.86,14.04,0.43,0.39
2023-01-02,0.07,22.3,28.41,18.34,85.58,1.91,3.876,101.87,22.12,14.35,0.43,0.39
2023-01-03,0.05,22.3,28.7,17.57,85.06,2.23,3.3113,101.76,22.13,14.18,0.42,0.38
2023-01-04,1.34,22.76,27.36,19.23,88.94,2.09,3.2918,101.7,22.44,15.3,0.43,0.38
2023-01-05,3.34,21.66,25.66,17.42,89.22,2.03,2.6227,101.79,21.37,14.29,0.47,0.38
2023-01-06,0.0,15.62,21.79,10.2,62.31,2.49,4.5038,102.07,15.46,6.5,0.43,0.38
2023-01-07,0.02,14.19,23.16,7.0,71.11,1.84,4.4858,102.15,14.16,6.85,0.4,0.38
2023-01-08,0.0,17.83,25.45,11.49,81.63,1.59,3.8134,101.96,17.42,10.26,0.4,0.38
2023-01-09,0.0,17.98,25.26,11.96,81.43,1.54,4.2125,101.68,17.78,10.21,0.4,0.37
2023-01-10,0.0,15.43,22.4,10.36,74.55,1.71,4.2672,101.65,15.45,7.71,0.39,0.37
2023-01-11,0.0,14.53,24.14,6.44,67.6,1.32,4.5264,101.82,14.13,6.28,0.38,0.37
2023-01-12,0.0,17.61,25.9,12.17,77.24,1.65,4.4438,101.74,16.38,9.14,0.38,0.36
2023-01-13,5.29,15.24,21.64,9.65,83.66,4.1,3.2861,101.12,14.96,9.27,0.44,0.37
2023-01-14,0.01,7.99,13.5,3.78,64.98,3.97,4.6992,101.65,8.41,4.16,0.41,0.37
2023-01-15,0.0,7.28,15.85,0.22,63.65,1.75,4.7928,101.93,7.4,3.68,0.39,0.37
2023-01-16,0.0,11.85,20.73,2.63,55.44,0.97,4.7794,101.72,9.55,4.12,0.38,0.36
2023-01-17,0.0,15.55,24.12,8.73,60.13,1.4,4.5994,101.5,13.12,6.57,0.37,0.36
2023-01-18,0.11,17.58,25.83,10.28,77.61,1.54,4.0946,101.56,16.49,9.31,0.37,0.36
2023-01-19,0.9,19.98,28.5,13.47,81.12,2.17,3.9979,101.6,19.85,11.39,0.38,0.36
2023-01-20,0.03,21.97,28.45,16.92,79.07,1.59,3.3744,101.65,21.99,12.65,0.37,0.35
2023-01-21,0.17,20.95,27.35,15.59,69.98,1.85,2.3268,101.56,21.05,10.72,0.36,0.35
2023-01-22,3.92,22.07,28.17,17.49,84.41,3.59,3.4066,101.18,21.96,13.61,0.4,0.35
2023-01-23,3.5,18.6,21.61,12.92,77.86,2.69,3.229,101.6,18.73,10.41,0.43,0.36
2023-01-24,0.04,18.13,25.82,11.06,73.28,2.94,3.5006,101.83,18.38,9.32,0.38,0.36
2023-01-25,0.18,22.47,29.2,17.29,79.06,3.43,4.1446,101.34,22.37,13.0,0.36,0.35
2023-01-26,0.89,18.33,22.85,12.14,69.06,3.15,3.4728,101.65,18.95,9.02,0.36,0.35
2023-01-27,0.01,13.59,19.74,9.62,53.57,3.36,4.133,102.19,14.28,4.83,0.34,0.35
2023-01-28,0.06,16.97,24.52,9.79,74.95,3.19,2.2056,102.27,17.31,8.85,0.34,0.34
2023-01-29,0.0,21.42,28.99,15.57,80.09,2.37,4.5408,102.02,21.69,12.22,0.34,0.34
2023-01-30,0.03,22.9,29.16,18.11,81.69,1.28,4.1676,101.87,22.96,14.0,0.34,0.34
2023-01-31,0.06,23.12,29.73,17.53,75.74,1.26,3.9566,101.83,23.41,12.86,0.33,0.34
2023-02-01,0.05,23.07,29.77,16.91,73.95,1.06,4.1525,101.88,23.19,12.38,0.32,0.34
2023-02-02,0.2,23.61,30.4,19.35,76.18,1.46,4.3531,101.73,23.44,13.1,0.32,0.33
2023-02-03,2.13,20.91,29.18,12.95,80.03,3.53,2.6069,101.67,21.39,12.33,0.33,0.33
2023-02-04,0.07,18.28,24.87,11.49,68.78,4.32,4.0649,102.22,18.72,8.5,0.34,0.33
2023-02-05,9.3,19.92,25.57,16.09,86.93,2.47,3.4656,101.83,20.0,12.38,0.43,0.34
2023-02-06,0.06,18.88,26.17,13.68,73.02,2.29,5.13,101.81,19.45,9.26,0.37,0.34
