date,precipitation__mm__day,temp_avg_C,temp_max_C,temp_min_C,humidity_percent,wind_speed_mps,solar_radiation_kwh_m2_day,surface_pressure_kPa,skin_temp_C,specific_humidity_gkg,soil_moisture_top_percent,soil_moisture_root_percent
2020-09-03,1.02,28.6,33.49,24.09,81.43,1.45,6.0031,101.26,28.8,19.44,0.51,0.44
2020-09-04,0.4,28.66,33.47,24.64,79.44,1.38,6.1601,101.42,28.71,18.9,0.49,0.43
2020-09-05,3.13,28.02,32.02,25.28,81.21,1.22,5.4298,101.55,27.98,18.68,0.5,0.43
2020-09-06,7.7,26.66,30.2,23.48,86.33,1.31,4.8569,101.32,26.51,18.59,0.55,0.43
2020-09-07,8.71,25.49,28.54,23.22,90.16,1.28,5.1967,100.94,25.49,18.25,0.59,0.44
2020-09-08,6.15,26.4,30.77,22.57,87.1,1.56,5.5882,100.86,26.69,18.53,0.56,0.45
2020-09-09,7.97,26.63,29.2,24.67,88.39,1.37,3.4481,101.17,26.72,19.06,0.58,0.45
2020-09-10,6.47,26.68,30.27,24.14,88.96,1.43,3.8429,101.36,26.66,19.18,0.59,0.46
2020-09-11,4.34,27.03,30.35,24.8,90.42,2.28,4.8583,100.99,26.9,20.05,0.57,0.46
2020-09-12,10.04,26.18,28.48,23.92,89.68,5.03,3.9876,100.71,26.02,19.0,0.6,0.47
2020-09-13,12.87,25.49,27.72,23.57,91.75,2.74,1.7551,100.97,25.25,18.66,0.62,0.47
2020-09-14,3.17,26.46,28.98,24.55,91.53,1.27,3.8698,101.29,26.26,19.6,0.59,0.48
2020-09-15,3.43,26.78,29.81,24.38,87.74,1.13,3.9715,101.34,26.47,19.06,0.58,0.48
2020-09-16,6.83,26.61,29.86,24.49,89.73,1.77,5.2303,101.15,26.41,19.37,0.59,0.48
2020-09-17,3.03,27.03,30.93,24.45,88.24,2.5,5.2018,100.95,26.92,19.5,0.58,0.48
2020-09-18,4.06,27.15,30.88,24.44,88.75,2.16,4.0985,100.94,26.99,19.8,0.57,0.48
2020-09-19,1.05,27.06,31.81,22.57,84.0,1.56,5.4511,101.01,27.39,18.47,0.54,0.47
2020-09-20,22.14,26.89,29.28,25.21,93.03,3.6,3.1222,101.02,26.76,20.55,0.63,0.48
2020-09-21,1.04,25.62,29.11,22.38,80.34,4.58,4.5893,101.37,25.4,16.27,0.58,0.5
2020-09-22,0.02,24.48,28.77,21.64,75.06,3.27,5.2426,101.43,24.26,14.1,0.53,0.48
2020-09-23,0.06,24.41,28.24,20.91,76.39,2.04,5.4881,101.33,24.09,14.31,0.53,0.47
2020-09-24,1.34,26.32,30.94,21.86,83.88,2.14,5.0909,101.2,26.5,17.66,0.53,0.46
2020-09-25,13.53,27.09,30.41,24.73,89.46,1.76,4.6488,101.18,26.91,19.89,0.62,0.47
2020-09-26,4.33,27.08,31.27,23.39,86.14,1.15,5.309,101.25,27.25,19.01,0.58,0.48
2020-09-27,2.97,27.35,31.56,24.39,84.22,1.18,4.9522,101.11,27.27,18.84,0.56,0.48
2020-09-28,9.7,26.5,30.32,23.64,88.62,1.13,4.0476,100.99,26.55,18.96,0.62,0.48
2020-09-29,8.86,26.45,29.53,24.3,91.27,2.02,4.2127,100.91,26.31,19.59,0.62,0.49
2020-09-30,5.11,21.96,24.91,17.67,87.42,2.91,3.8885,101.23,22.16,14.36,0.6,0.49
2020-10-01,3.96,23.43,28.13,19.21,87.12,2.46,4.4772,101.2,23.44,15.66,0.58,0.49
2020-10-02,1.88,21.93,23.97,20.02,85.23,1.95,3.2856,101.18,21.77,13.86,0.58,0.49
2020-10-03,33.51,23.71,26.94,20.64,91.56,1.85,3.331,101.16,23.65,16.75,0.7,0.51
2020-10-04,5.39,24.93,29.06,22.37,92.23,2.22,2.7691,101.21,24.88,18.05,0.65,0.54
2020-10-05,3.76,26.56,30.68,23.1,88.93,2.93,4.2204,101.14,26.43,19.14,0.61,0.54
2020-10-06,2.69,26.92,31.31,23.04,87.73,2.46,4.5914,101.16,26.71,19.29,0.6,0.53
2020-10-07,2.94,27.11,30.5,25.02,88.97,1.98,4.7858,101.22,26.78,19.76,0.61,0.52
2020-10-08,1.41,26.93,31.18,23.58,85.59,1.53,5.0854,101.34,26.89,18.67,0.58,0.52
2020-10-09,0.18,26.25,30.72,22.82,84.68,2.26,5.6071,101.4,26.16,17.66,0.57,0.51
2020-10-10,11.06,26.71,30.52,23.94,88.13,1.9,4.4494,101.22,26.52,19.09,0.63,0.51
2020-10-11,2.55,26.29,30.38,23.19,89.37,1.88,4.2626,101.1,26.19,18.88,0.59,0.51
2020-10-12,1.86,25.41,30.14,21.63,85.79,1.6,5.047,101.14,25.37,17.16,0.58,0.51
2020-10-13,0.18,24.84,29.78,20.8,85.03,1.71,5.3023,101.17,24.86,16.42,0.56,0.5
2020-10-14,0.09,24.75,29.66,20.22,83.68,1.78,5.568,101.21,24.43,16.01,0.55,0.49
2020-10-15,0.08,25.58,30.49,21.5,84.26,1.57,5.2459,101.17,25.43,16.94,0.54,0.48
2020-10-16,1.05,24.93,28.2,22.68,91.61,1.43,4.4374,101.33,24.61,17.88,0.56,0.48
2020-10-17,0.14,24.74,29.09,22.36,84.6,2.91,4.9255,101.53,24.48,16.14,0.54,0.48
2020-10-18,2.9,25.19,29.21,22.09,87.68,3.51,4.9289,101.46,25.03,17.36,0.55,0.47
2020-10-19,12.93,24.69,26.69,23.24,93.35,2.93,2.2692,101.31,24.41,18.03,0.63,0.48
2020-10-20,10.61,24.65,26.95,23.19,92.9,2.79,2.8678,101.24,24.17,17.92,0.64,0.5
2020-10-21,9.72,24.03,25.92,22.92,93.33,3.35,2.6832,101.27,23.72,17.31,0.63,0.51
2020-10-22,3.06,24.74,28.22,22.6,89.24,2.82,3.2282,101.24,24.57,17.2,0.6,0.51
2020-10-23,1.02,24.85,28.35,22.47,87.63,2.34,3.552,101.23,24.66,16.99,0.58,0.51
2020-10-24,0.85,24.93,29.08,21.71,85.86,2.02,4.0783,101.08,24.75,16.71,0.56,0.5
2020-10-25,10.25,25.79,29.28,22.63,91.4,1.43,4.0342,100.95,25.8,18.85,0.62,0.5
2020-10-26,4.71,25.94,30.05,22.56,89.3,2.2,4.476,101.25,25.95,18.46,0.6,0.51
2020-10-27,0.89,26.32,30.63,23.41,87.71,2.31,3.9895,101.48,26.24,18.44,0.57,0.5
2020-10-28,0.89,26.08,30.42,22.79,88.21,2.45,4.4904,101.35,25.93,18.38,0.56,0.49
2020-10-29,4.62,26.08,30.25,23.02,89.55,2.58,4.3426,101.06,25.96,18.69,0.57,0.49
2020-10-30,0.8,22.38,25.39,18.93,79.29,2.11,4.457,101.25,22.21,13.28,0.56,0.49
2020-10-31,0.66,23.52,28.09,18.68,83.72,2.74,2.9282,101.58,23.38,15.02,0.54,0.48
2020-11-01,10.06,25.73,29.91,22.38,87.4,1.27,3.648,101.5,25.66,17.79,0.6,0.48
2020-11-02,1.44,19.48,23.44,16.04,77.97,4.85,5.2135,101.67,19.38,10.89,0.57,0.49
2020-11-03,0.02,19.43,24.31,15.16,74.39,3.59,5.0148,101.96,19.22,10.22,0.53,0.48
2020-11-04,0.09,21.59,25.7,18.47,76.13,3.57,4.6308,102.01,21.28,11.98,0.52,0.47
2020-11-05,0.68,22.94,27.58,19.27,84.32,3.32,4.0385,101.74,22.68,14.49,0.53,0.46
2020-11-06,0.87,23.28,27.44,20.32,87.32,2.91,3.9566,101.38,22.95,15.37,0.53,0.46
2020-11-07,5.45,23.76,26.1,22.42,92.05,3.66,2.694,101.21,23.36,16.79,0.56,0.46
2020-11-08,21.36,23.77,25.12,23.09,90.99,5.79,1.099,100.88,23.19,16.68,0.67,0.48
2020-11-09,11.37,25.24,27.63,23.63,93.62,5.08,2.7802,100.65,24.89,18.83,0.65,0.51
2020-11-10,5.7,25.41,27.73,23.64,91.58,4.0,2.9626,100.79,25.03,18.54,0.61,0.51
2020-11-11,9.89,24.89,26.47,23.61,93.83,4.88,1.5473,100.75,24.41,18.45,0.64,0.52
2020-11-12,4.7,25.18,28.3,21.59,90.84,3.45,2.995,100.93,24.87,18.07,0.62,0.52
2020-11-13,0.64,23.79,28.45,20.61,90.19,1.72,3.3996,101.32,23.91,16.38,0.58,0.51
2020-11-14,1.12,23.95,28.34,20.87,90.44,2.46,3.8045,101.47,23.93,16.57,0.57,0.51
2020-11-15,1.61,25.27,29.36,21.85,86.34,1.01,3.7646,101.5,25.24,17.03,0.57,0.5
2020-11-16,1.08,24.2,28.1,19.99,88.05,1.7,3.8119,101.63,24.0,16.36,0.57,0.5
2020-11-17,0.01,18.96,24.35,13.96,79.63,3.51,4.6344,101.91,18.83,10.62,0.55,0.49
2020-11-18,0.02,18.24,24.17,11.93,76.43,4.29,4.2718,102.2,17.98,9.74,0.54,0.48
2020-11-19,0.37,20.26,23.89,17.99,77.24,3.91,2.9208,102.35,19.92,11.2,0.53,0.48
2020-11-20,0.76,20.73,25.52,17.09,85.22,3.02,3.8153,102.24,20.39,12.68,0.54,0.47
2020-11-21,7.78,21.35,25.33,18.86,91.27,2.68,2.4029,101.89,20.97,14.25,0.59,0.47
2020-11-22,3.23,22.15,26.81,19.06,89.68,1.48,3.5033,101.51,22.02,14.71,0.57,0.48
2020-11-23,0.69,20.27,24.83,16.35,87.14,2.65,3.8438,101.52,20.15,12.69,0.55,0.48
2020-11-24,0.04,19.74,25.47,15.24,81.01,2.59,4.3721,101.85,19.41,11.25,0.53,0.47
2020-11-25,0.03,21.42,26.67,17.74,83.18,2.23,3.499,101.93,21.08,12.93,0.53,0.46
2020-11-26,0.03,21.64,27.44,17.28,84.19,1.15,3.9773,101.75,21.3,13.29,0.52,0.46
2020-11-27,0.01,21.86,26.93,18.01,83.26,0.91,4.0764,101.59,21.39,13.28,0.52,0.46
2020-11-28,0.02,22.02,27.49,18.06,81.65,1.13,3.9386,101.42,21.58,13.16,0.51,0.45
2020-11-29,0.14,21.69,27.12,17.42,81.37,1.3,3.5678,101.34,21.56,12.87,0.51,0.45
2020-11-30,10.25,19.92,25.79,13.6,89.32,3.63,2.0861,101.03,19.66,13.06,0.57,0.45
2020-12-01,0.0,10.33,14.6,4.74,66.11,2.97,4.4976,101.81,10.45,5.05,0.52,0.46
2020-12-02,0.0,8.27,16.33,1.62,69.64,2.55,4.3522,102.18,8.44,4.58,0.5,0.45
2020-12-03,0.01,15.63,22.84,8.03,82.76,2.08,3.6778,102.0,15.2,9.02,0.5,0.45
2020-12-04,0.0,19.3,24.84,15.16,81.59,1.7,2.309,101.72,18.74,11.15,0.5,0.44
2020-12-05,0.13,20.24,27.03,14.39,82.82,1.95,3.1574,101.42,20.17,12.21,0.5,0.44
2020-12-06,0.02,17.24,24.64,10.12,73.89,1.45,3.5131,101.25,17.46,9.11,0.49,0.44
2020-12-07,15.13,15.53,20.87,10.86,85.96,2.98,1.8331,100.84,15.59,9.44,0.6,0.46
2020-12-08,0.0,9.33,15.32,5.12,70.98,2.65,4.3942,101.58,9.52,4.99,0.51,0.45
2020-12-09,0.01,9.22,16.47,2.15,65.58,1.86,4.4441,101.91,8.36,4.53,0.5,0.45
2020-12-10,0.0,13.23,21.16,6.85,76.38,0.99,3.9586,101.88,12.05,7.11,0.5,0.44
2020-12-11,0.02,14.84,21.85,8.6,81.64,1.35,3.6804,101.81,13.81,8.3,0.5,0.44
2020-12-12,1.16,19.1,25.45,13.55,88.93,1.7,2.4458,101.62,18.45,12.24,0.5,0.44
2020-12-13,0.24,20.73,26.6,16.81,84.86,0.84,3.4142,101.59,19.71,12.59,0.5,0.44
2020-12-14,0.33,21.09,27.01,16.82,89.29,2.65,2.0904,101.38,20.87,13.87,0.49,0.43
2020-12-15,0.08,19.47,25.41,15.29,84.2,1.49,2.1758,101.28,19.6,11.69,0.48,0.43
2020-12-16,1.01,19.94,26.25,14.58,85.71,2.2,2.7665,101.16,19.82,12.47,0.49,0.43
2020-12-17,0.32,17.66,20.61,9.55,83.52,2.76,2.7101,101.48,17.77,10.65,0.49,0.42
2020-12-18,0.0,9.52,16.05,3.56,77.7,3.0,4.2912,102.22,9.99,5.52,0.47,0.42
2020-12-19,0.02,15.46,22.58,8.33,82.53,1.87,3.7997,102.0,15.1,8.82,0.47,0.42
2020-12-20,3.65,19.1,25.85,12.23,87.09,2.22,2.269,101.43,18.51,11.97,0.49,0.42
2020-12-21,2.91,18.06,21.33,11.97,79.73,2.99,4.099,101.53,17.95,10.26,0.52,0.42
2020-12-22,0.03,13.68,19.58,9.4,77.63,1.92,3.8914,102.06,13.27,7.2,0.47,0.42
2020-12-23,0.01,15.86,24.14,8.53,83.02,1.98,3.8484,101.88,15.5,9.12,0.47,0.42
2020-12-24,2.23,20.62,26.92,14.77,87.95,3.28,3.0998,101.25,20.26,13.4,0.47,0.41
2020-12-25,0.76,9.82,13.23,6.03,66.67,3.82,4.2398,101.8,10.09,4.95,0.47,0.41
2020-12-26,0.0,6.58,13.26,2.18,57.14,2.31,4.3066,101.97,6.83,3.25,0.45,0.41
2020-12-27,0.16,11.47,21.27,3.57,72.16,2.62,3.9274,101.92,11.5,6.33,0.45,0.41
2020-12-28,0.06,16.56,23.79,10.78,83.19,2.19,3.5743,102.08,16.07,9.49,0.45,0.4
2020-12-29,0.01,17.56,23.43,11.87,78.72,2.81,3.6583,102.18,17.28,9.5,0.44,0.4
2020-12-30,0.03,20.02,24.8,16.58,76.45,3.13,3.0235,101.91,19.69,10.88,0.44,0.4
2020-12-31,0.41,21.5,27.16,17.52,85.77,3.22,3.3859,101.67,21.23,13.36,0.44,0.4
2021-01-01,0.05,22.71,28.04,19.44,84.81,3.31,3.6766,101.81,22.52,14.16,0.43,0.39
2021-01-02,0.14,22.79,27.89,19.43,84.22,3.16,2.7838,101.68,22.68,14.19,0.43,0.39
2021-01-03,0.6,20.95,26.91,15.94,84.0,3.05,1.427,101.47,21.01,12.88,0.43,0.39
2021-01-04,0.01,15.19,21.02,10.03,63.09,2.2,4.2314,101.52,15.35,6.53,0.42,0.38
2021-01-05,0.01,13.15,21.46,6.16,73.11,2.21,4.4407,101.51,13.19,6.5,0.41,0.38
2021-01-06,0.01,13.26,21.13,6.18,70.96,1.54,4.4189,101.65,13.41,6.36,0.4,0.38
2021-01-07,0.05,17.12,23.29,11.13,79.76,2.37,2.7226,101.4,16.79,9.47,0.4,0.38
2021-01-08,0.4,17.45,22.08,12.47,77.27,3.8,2.9957,101.17,17.49,9.46,0.41,0.37
2021-01-09,0.0,10.77,16.62,5.94,68.13,2.73,3.9314,101.71,11.29,5.25,0.39,0.37
2021-01-10,0.0,10.01,17.9,2.22,74.38,1.71,4.0272,102.06,10.56,5.42,0.39,0.37
2021-01-11,0.0,16.75,23.63,9.93,79.49,1.81,3.5371,101.93,16.12,9.12,0.39,0.37
2021-01-12,0.4,16.7,20.58,11.94,84.56,1.99,1.2566,101.89,16.38,9.93,0.4,0.37
2021-01-13,0.84,14.25,20.38,9.24,74.55,1.89,1.3685,101.7,15.07,7.31,0.4,0.37
2021-01-14,0.59,14.47,20.25,10.72,72.58,1.84,4.0327,101.39,14.45,7.17,0.41,0.37
2021-01-15,0.26,15.75,23.46,8.54,78.06,2.42,4.0495,101.03,15.65,8.42,0.38,0.36
2021-01-16,0.05,13.36,19.13,8.62,71.18,3.07,4.0342,101.28,13.39,6.48,0.38,0.36
2021-01-17,0.0,12.2,17.51,6.81,79.23,1.28,2.1926,101.52,12.22,6.81,0.38,0.36
2021-01-18,0.0,14.83,21.3,9.35,71.09,1.44,4.0805,101.82,14.75,7.11,0.37,0.36
2021-01-19,0.0,13.29,22.38,6.02,61.28,1.77,4.6841,102.34,13.57,5.67,0.36,0.36
2021-01-20,0.0,16.24,23.78,10.17,65.08,1.33,4.4959,102.14,15.17,6.92,0.36,0.35
2021-01-21,0.0,16.08,25.5,8.78,58.77,1.56,4.3838,101.67,16.17,6.28,0.35,0.35
2021-01-22,0.0,17.2,25.92,9.97,73.63,2.07,4.5269,101.36,17.21,8.45,0.34,0.35
2021-01-23,0.22,19.41,26.74,13.22,82.74,1.58,3.073,101.51,19.82,11.56,0.35,0.35
2021-01-24,0.19,21.11,27.32,16.7,83.47,1.45,3.6922,101.64,21.54,12.55,0.35,0.34
2021-01-25,0.05,22.37,28.43,18.17,80.64,2.57,3.4428,101.44,22.68,13.18,0.34,0.34
2021-01-26,0.19,21.83,29.54,16.48,77.39,1.88,4.0198,101.38,22.05,12.16,0.34,0.34
2021-01-27,0.28,22.1,29.51,16.16,80.05,2.49,4.0253,101.47,22.27,12.81,0.33,0.34
2021-01-28,0.44,16.65,20.68,8.97,64.15,4.13,5.0666,101.93,17.04,7.55,0.33,0.33
2021-01-29,0.0,12.79,21.16,6.24,65.27,2.42,5.017,102.15,13.53,5.52,0.32,0.33
2021-01-30,0.0,16.04,23.75,8.26,67.85,2.25,3.991,101.96,16.55,7.25,0.31,0.33
2021-01-31,1.0,18.85,25.06,13.06,79.6,2.77,3.5338,101.52,18.75,10.42,0.32,0.33
2021-02-01,3.55,15.75,19.69,8.64,71.63,5.77,3.7354,100.93,16.16,8.24,0.38,0.33
2021-02-02,0.01,9.07,15.34,5.07,59.28,4.59,5.2632,101.26,9.6,4.01,0.33,0.33
2021-02-03,0.0,9.11,18.06,3.04,53.05,2.66,5.1958,101.56,9.38,3.37,0.31,0.33
2021-02-04,0.0,10.59,21.1,1.07,57.01,1.48,5.2226,101.68,10.75,3.87,0.31,0.33
2021-02-05,0.0,15.82,26.23,6.74,69.16,2.46,5.0249,101.32,15.68,7.65,0.3,0.32
2021-02-06,3.72,20.12,27.51,12.66,86.25,2.22,2.574,101.15,19.88,13.01,0.35,0.32
2021-02-07,12.5,22.53,27.63,17.5,87.39,3.28,3.4661,101.11,22.33,14.77,0.47,0.34
2021-02-08,3.18,21.22,26.78,16.57,86.04,2.25,2.7156,101.62,21.31,13.28,0.44,0.35
2021-02-09,0.11,23.83,30.57,18.18,74.15,1.1,4.4693,101.69,22.93,12.87,0.38,0.35
2021-02-10,0.17,23.22,29.55,18.51,76.46,1.39,4.4741,101.67,23.38,12.96,0.34,0.34
2021-02-11,0.75,22.99,29.32,18.06,77.09,1.77,4.1729,101.44,23.4,13.0,0.34,0.34
2021-02-12,0.8,23.69,29.93,18.61,75.51,1.68,4.0649,101.23,23.82,13.16,0.34,0.34
2021-02-13,5.23,23.46,29.04,19.85,81.23,2.34,3.617,101.09,23.21,14.29,0.39,0.34
2021-02-14,19.19,24.02,29.44,20.65,82.84,2.88,3.9977,101.14,23.93,15.04,0.54,0.37
2021-02-15,3.4,24.43,30.24,20.02,79.95,2.92,4.0236,101.22,24.46,14.78,0.44,0.37
2021-02-16,8.28,21.5,25.04,15.99,78.78,3.29,3.9324,101.37,21.86,12.59,0.49,0.38
2021-02-17,6.37,20.62,27.38,15.75,80.78,1.67,2.4252,101.53,21.41,12.32,0.47,0.38
2021-02-18,0.63,24.51,30.09,20.39,81.63,2.66,4.4299,101.46,24.6,15.17,0.44,0.38
2021-02-19,1.74,22.64,30.19,15.07,76.86,4.45,3.8206,101.5,22.93,13.04,0.41,0.37
2021-02-20,0.05,14.96,21.32,9.81,70.01,3.96,5.9614,102.07,15.98,7.04,0.38,0.37
2021-02-21,0.0,18.08,23.8,11.96,66.1,4.17,5.3038,102.24,18.32,8.17,0.37,0.36
2021-02-22,3.65,21.43,28.9,15.06,75.31,2.4,4.9116,101.81,21.76,11.43,0.38,0.36
2021-02-23,2.54,21.43,27.28,16.17,76.7,2.01,5.5834,101.59,22.0,11.59,0.44,0.36
2021-02-24,0.1,21.37,28.81,14.75,76.74,1.35,5.1252,101.73,21.66,11.65,0.37,0.36
2021-02-25,0.04,20.67,28.16,14.35,65.14,1.79,5.8066,101.83,20.84,9.18,0.35,0.35
2021-02-26,0.01,21.96,29.77,14.67,65.9,1.89,5.6342,101.79,22.45,10.26,0.34,0.35
2021-02-27,0.04,23.87,30.91,17.88,76.97,2.64,5.3753,101.9,24.4,13.72,0.33,0.35
2021-02-28,0.03,24.81,31.57,19.02,75.03,3.06,5.3378,101.82,25.39,14.01,0.32,0.34
2021-03-01,0.06,25.2,31.96,19.63,73.51,2.5,4.9214,101.57,25.86,14.02,0.32,0.34
2021-03-02,0.5,24.48,30.91,19.96,77.88,1.25,4.3915,101.42,25.51,14.29,0.31,0.33
2021-03-03,2.09,21.45,26.97,13.69,73.09,3.82,4.7868,101.09,21.83,11.53,0.34,0.33
2021-03-04,0.11,17.38,25.19,11.09,70.24,2.02,4.631,101.29,18.49,8.16,0.33,0.33
2021-03-05,0.0,18.27,26.39,10.06,63.77,1.81,6.1075,101.27,19.29,7.48,0.3,0.33
2021-03-06,2.74,18.81,24.65,14.58,75.67,1.95,1.8216,101.25,19.39,9.83,0.32,0.33
2021-03-07,2.14,16.63,23.43,10.49,65.12,5.08,6.4574,101.87,17.43,7.34,0.37,0.33
2021-03-08,0.0,16.31,23.64,9.65,58.74,4.23,5.4005,102.62,17.04,6.48,0.31,0.33
2021-03-09,0.0,18.93,25.3,14.17,59.4,3.62,5.7744,102.71,19.53,7.56,0.3,0.32
2021-03-10,0.01,19.46,25.95,13.58,61.48,3.46,5.7374,102.51,20.11,8.11,0.29,0.32
2021-03-11,0.0,20.92,27.54,15.56,62.9,3.09,5.6832,102.38,21.68,9.06,0.28,0.32
2021-03-12,0.0,20.57,27.96,14.61,65.89,2.62,6.2846,102.32,21.44,9.19,0.27,0.31
2021-03-13,0.0,21.23,29.5,14.31,65.86,1.95,6.4867,102.05,22.18,9.48,0.27,0.31
2021-03-14,0.0,22.5,30.55,15.61,66.43,1.2,6.5458,101.73,23.37,10.35,0.26,0.31
2021-03-15,0.0,23.88,31.73,16.64,68.45,2.02,5.5234,101.63,25.18,11.65,0.25,0.3
2021-03-16,0.0,24.43,32.11,18.15,69.33,2.43,6.2244,101.55,25.28,12.35,0.25,0.3
2021-03-17,0.01,24.73,33.16,17.3,70.27,2.58,6.4891,101.44,25.65,12.77,0.25,0.3
2021-03-18,0.26,25.12,32.87,19.49,71.87,4.44,5.7317,101.24,25.86,13.42,0.25,0.3
2021-03-19,1.06,21.37,27.95,13.97,61.12,3.64,6.5758,101.31,22.54,9.25,0.27,0.3
2021-03-20,0.32,17.89,26.62,12.12,69.89,3.48,4.3013,101.64,19.52,8.39,0.25,0.29
2021-03-21,0.12,16.79,24.77,10.68,70.44,3.03,3.8338,101.49,18.62,7.93,0.25,0.29
2021-03-22,0.03,18.53,26.71,11.57,72.19,2.14,3.5594,101.26,20.07,8.98,0.25,0.29
2021-03-23,0.0,20.48,28.87,12.36,64.37,1.16,6.5357,101.25,21.73,8.75,0.24,0.29
2021-03-24,0.0,23.57,31.63,15.65,60.05,1.42,6.605,101.34,24.41,9.91,0.23,0.29
2021-03-25,0.03,26.41,34.9,18.87,67.76,2.71,5.8934,101.49,27.26,13.57,0.23,0.28
2021-03-26,0.01,27.28,34.54,21.03,67.47,2.55,5.9242,101.73,28.6,14.12,0.22,0.28
2021-03-27,0.04,26.86,33.98,20.32,66.33,2.67,6.353,101.78,28.35,13.48,0.22,0.28
2021-03-28,0.05,27.48,35.25,21.22,66.56,3.13,6.2376,101.56,28.84,14.01,0.21,0.28
2021-03-29,0.4,26.06,32.54,20.92,70.29,1.86,5.1302,101.63,27.58,13.89,0.21,0.28
2021-03-30,0.74,27.04,34.25,21.51,65.94,2.67,6.2566,101.74,28.47,13.4,0.23,0.27
2021-03-31,11.15,26.81,33.69,21.67,71.93,1.94,5.4612,101.61,28.14,14.79,0.32,0.28
2021-04-01,1.6,23.63,30.34,15.4,69.51,2.66,4.5862,101.4,24.72,12.36,0.37,0.29
2021-04-02,0.0,15.74,23.34,9.54,49.56,5.13,7.4431,101.98,17.07,5.24,0.28,0.29
2021-04-03,0.0,18.12,25.38,10.66,53.2,3.67,6.1517,102.33,19.4,6.43,0.25,0.29
2021-04-04,0.0,20.25,27.0,15.46,49.97,2.75,6.4658,102.11,21.72,6.92,0.23,0.28
2021-04-05,0.0,20.63,28.33,13.74,52.36,2.11,6.5196,101.82,22.16,7.03,0.22,0.28
2021-04-06,0.0,22.28,29.93,15.67,52.42,1.73,6.7702,101.67,23.75,7.93,0.21,0.28
2021-04-07,0.02,23.15,31.11,15.66,57.24,1.77,6.3641,101.5,25.11,9.03,0.2,0.27
2021-04-08,0.0,23.78,31.84,16.06,56.8,1.82,7.1218,101.33,25.56,9.29,0.2,0.27
2021-04-09,0.16,24.68,33.06,17.23,60.73,2.45,7.205,101.34,26.2,10.51,0.2,0.27
2021-04-10,1.51,24.83,32.7,17.95,67.29,3.03,6.4992,101.05,25.79,12.34,0.22,0.27
2021-04-11,37.64,22.28,24.99,20.29,91.58,1.81,1.9687,100.65,22.29,15.39,0.49,0.31
2021-04-12,2.29,23.76,30.47,18.38,67.94,2.44,6.731,100.85,24.17,11.93,0.4,0.34
2021-04-13,0.01,23.61,32.96,14.61,60.06,1.78,7.6903,101.39,24.49,9.49,0.31,0.33
2021-04-14,0.0,24.24,31.93,18.05,64.15,2.38,7.3898,101.57,25.22,10.98,0.27,0.32
2021-04-15,0.01,24.55,31.78,18.82,63.18,2.57,6.389,101.14,25.39,11.08,0.26,0.31
2021-04-16,0.03,25.32,32.98,18.9,66.5,2.51,6.2868,100.84,26.41,12.42,0.25,0.31
2021-04-17,0.02,26.09,33.71,19.04,68.21,2.69,5.5517,100.88,27.08,13.51,0.25,0.3
2021-04-18,1.41,26.19,32.32,20.78,74.37,2.53,5.8711,100.96,26.93,15.07,0.26,0.3
2021-04-19,30.44,25.37,28.83,21.52,86.19,3.16,3.6434,100.94,25.31,17.27,0.54,0.33
2021-04-20,15.76,24.94,29.44,21.49,86.37,2.23,3.3144,101.06,25.06,16.81,0.55,0.37
2021-04-21,2.18,24.75,30.69,18.64,68.37,2.45,4.9291,101.24,25.35,12.82,0.43,0.37
2021-04-22,0.02,22.14,29.72,16.92,66.86,2.92,7.6464,101.51,23.29,10.33,0.35,0.36
2021-04-23,0.01,23.09,29.37,17.22,66.63,3.1,7.0308,101.61,24.18,11.22,0.32,0.35
2021-04-24,0.31,25.81,30.98,21.02,71.83,2.88,5.8757,101.23,26.16,14.48,0.33,0.34
2021-04-25,0.87,26.67,32.9,20.98,71.08,3.34,6.1435,101.03,27.3,14.85,0.32,0.34
2021-04-26,0.01,24.06,31.58,16.48,66.6,2.89,7.6673,101.38,25.28,11.56,0.3,0.33
2021-04-27,0.0,24.61,31.38,19.1,60.4,3.1,7.4748,101.65,25.73,11.0,0.28,0.33
2021-04-28,0.0,25.1,32.09,18.75,60.41,2.6,7.6176,101.6,26.29,11.16,0.26,0.32
2021-04-29,2.82,27.17,34.69,19.98,67.52,2.14,6.792,101.41,28.22,14.16,0.28,0.32
2021-04-30,0.23,27.31,34.64,21.39,60.1,2.38,6.8268,101.37,28.51,12.84,0.29,0.31
2021-05-01,0.05,26.88,34.57,19.65,64.43,1.61,6.301,101.25,28.95,13.03,0.26,0.31
2021-05-02,0.26,28.3,34.43,22.18,60.28,2.17,6.8066,101.17,29.36,13.47,0.24,0.3
2021-05-03,2.79,29.13,35.95,23.73,63.79,2.26,6.7913,101.19,30.18,15.06,0.25,0.3
2021-05-04,4.05,29.7,36.97,23.41,66.08,2.15,7.1282,101.31,30.81,15.86,0.33,0.31
2021-05-05,1.7,29.84,36.71,24.69,63.73,1.8,7.0517,101.41,31.13,15.65,0.3,0.3
2021-05-06,2.4,28.3,34.81,23.84,64.99,1.86,6.6022,101.35,29.38,14.79,0.29,0.3
2021-05-07,0.71,26.19,32.8,19.11,51.53,2.73,7.9654,101.33,27.42,10.08,0.28,0.3
2021-05-08,0.0,24.64,32.59,16.44,52.08,2.19,7.9622,101.55,26.41,9.39,0.24,0.3
