datetime_utc,ALLSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,TS,WS2M
2024041023,23.25,0.29,0.23,0.0,100.97,11.98,49.2,28.63,27.93,3.38
2024041100,0.0,0.29,0.23,0.0,101.0,12.64,57.69,26.82,26.09,3.75
2024041101,0.0,0.29,0.23,0.0,101.05,13.41,66.61,25.39,24.86,3.99
2024041102,0.0,0.29,0.23,0.0,101.07,14.03,75.08,24.14,23.72,3.99
2024041103,0.0,0.29,0.23,0.0,101.06,14.29,80.85,23.21,22.8,3.87
2024041104,0.0,0.29,0.23,0.0,101.05,14.38,84.82,22.52,22.07,3.71
2024041105,0.0,0.29,0.23,0.0,101.02,14.5,87.92,22.06,21.64,3.73
2024041106,0.0,0.29,0.24,0.01,100.98,14.7,90.4,21.82,21.47,3.88
2024041107,0.0,0.29,0.24,0.05,100.92,14.98,92.57,21.73,21.41,4.1
2024041108,0.0,0.29,0.24,0.03,100.9,15.29,94.44,21.73,21.37,4.12
2024041109,0.0,0.29,0.24,0.06,100.89,15.57,95.97,21.76,21.36,3.92
2024041110,0.0,0.29,0.24,0.16,100.91,15.79,96.62,21.88,21.44,3.89
2024041111,25.73,0.29,0.24,0.19,100.93,16.05,93.49,22.69,22.63,4.48
2024041112,137.02,0.29,0.25,0.82,100.94,16.37,84.74,24.65,25.48,5.49
2024041113,282.62,0.29,0.25,1.12,100.96,16.39,75.41,26.64,27.86,6.32
2024041114,413.95,0.29,0.25,1.6,100.98,16.15,69.32,27.83,29.05,6.55
2024041115,361.42,0.29,0.25,2.62,100.97,15.95,64.11,28.96,30.63,6.76
2024041116,410.25,0.29,0.25,5.79,100.93,15.67,59.92,29.82,31.43,7.07
2024041117,330.55,0.29,0.26,6.55,100.88,15.5,56.99,30.5,32.2,7.62
2024041118,227.95,0.29,0.27,8.39,100.82,15.5,56.79,30.55,31.81,8.2
2024041119,190.1,0.29,0.29,12.88,100.76,15.8,59.11,30.17,31.07,8.38
2024041120,194.1,0.3,0.32,23.35,100.73,16.35,64.01,29.37,30.0,8.13
2024041121,144.27,0.3,0.36,29.31,100.74,16.76,70.58,28.11,28.21,7.21
2024041122,90.57,0.3,0.39,24.35,100.79,16.72,76.33,26.74,26.63,6.01
2024041123,16.15,0.3,0.41,12.6,100.89,15.98,81.42,24.91,24.4,4.43
2024041200,0.0,0.3,0.41,3.74,100.98,14.86,83.57,23.29,22.71,3.21
2024041201,0.0,0.3,0.41,0.81,101.09,14.0,84.71,22.11,21.56,2.55
2024041202,0.0,0.3,0.4,0.13,101.16,13.79,87.7,21.31,20.77,2.31
2024041203,0.0,0.3,0.39,0.06,101.22,13.79,90.82,20.75,20.18,2.64
2024041204,0.0,0.3,0.38,0.07,101.26,13.92,94.11,20.33,19.81,2.85
2024041205,0.0,0.3,0.38,0.24,101.29,13.8,94.5,20.13,19.64,3.25
2024041206,0.0,0.3,0.37,0.36,101.34,13.36,92.12,20.03,19.61,3.58
2024041207,0.0,0.3,0.37,0.68,101.38,12.56,91.44,19.17,18.52,3.14
2024041208,0.0,0.3,0.37,0.18,101.43,11.61,90.88,18.03,17.35,2.58
2024041209,0.0,0.3,0.36,0.07,101.48,10.79,91.67,16.75,16.07,1.85
2024041210,0.0,0.3,0.36,0.01,101.55,10.2,92.87,15.68,14.99,1.49
2024041211,53.88,0.3,0.35,0.0,101.64,9.88,88.06,16.03,16.0,1.91
2024041212,279.75,0.3,0.35,0.0,101.75,9.19,70.79,18.36,19.63,3.47
2024041213,520.05,0.3,0.35,0.0,101.84,7.64,50.1,20.98,23.4,4.48
2024041214,732.72,0.3,0.34,0.0,101.86,6.87,39.0,23.36,26.73,4.7
2024041215,895.92,0.3,0.33,0.0,101.86,6.51,32.85,25.33,29.76,4.22
2024041216,997.33,0.3,0.31,0.0,101.82,6.33,29.03,26.94,32.18,3.7
2024041217,1027.43,0.3,0.3,0.0,101.75,6.19,26.25,28.27,33.85,3.37
2024041218,987.08,0.3,0.29,0.0,101.65,6.06,24.23,29.27,34.67,3.2
2024041219,876.55,0.3,0.28,0.0,101.57,6.0,23.27,29.79,34.33,3.31
2024041220,705.28,0.3,0.27,0.0,101.52,5.98,23.3,29.7,32.83,3.75
2024041221,488.17,0.3,0.27,0.0,101.52,6.21,25.42,28.84,30.24,4.3
2024041222,248.07,0.3,0.26,0.0,101.58,6.77,30.86,27.0,26.89,4.47
2024041223,36.72,0.3,0.26,0.0,101.66,7.34,39.76,24.1,23.05,3.67
2024041300,0.0,0.3,0.26,0.0,101.75,7.82,48.99,21.71,20.85,3.34
2024041301,0.0,0.3,0.26,0.0,101.85,8.36,57.22,20.28,19.51,3.01
2024041302,0.0,0.3,0.27,0.0,101.91,8.81,64.26,19.26,18.5,2.76
2024041303,0.0,0.3,0.27,0.0,101.94,9.03,70.35,18.21,17.42,2.41
2024041304,0.0,0.3,0.27,0.0,101.95,9.02,76.19,16.93,16.15,1.98
2024041305,0.0,0.3,0.27,0.0,101.96,8.81,78.77,16.04,15.3,1.97
2024041306,0.0,0.3,0.27,0.0,101.95,8.58,80.6,15.27,14.54,1.8
2024041307,0.0,0.3,0.27,0.0,101.92,8.51,84.04,14.49,13.76,1.51
2024041308,0.0,0.3,0.27,0.05,101.9,8.6,88.28,13.89,13.18,1.42
2024041309,0.0,0.3,0.27,0.1,101.96,8.86,93.27,13.51,12.82,1.61
2024041310,0.0,0.3,0.27,0.23,102.05,9.16,98.4,13.21,12.53,1.88
2024041311,58.0,0.3,0.27,0.13,102.09,9.28,95.58,13.86,13.96,2.45
2024041312,286.5,0.3,0.27,0.0,102.14,9.17,79.79,16.49,18.43,2.95
2024041313,529.8,0.3,0.27,0.0,102.16,6.33,41.37,21.1,23.65,4.28
2024041314,747.0,0.3,0.27,0.0,102.19,4.65,25.73,23.86,27.33,4.57
2024041315,913.0,0.3,0.26,0.0,102.18,4.28,21.05,25.84,30.44,4.32
2024041316,1014.92,0.3,0.25,0.0,102.12,4.23,18.93,27.43,32.74,4.02
2024041317,1043.05,0.29,0.25,0.0,102.03,4.27,17.75,28.68,34.34,3.72
2024041318,1000.55,0.29,0.24,0.0,101.96,4.32,17.07,29.55,35.05,3.46
2024041319,892.42,0.29,0.23,0.0,101.87,4.34,16.81,29.88,34.75,3.23
2024041320,718.28,0.29,0.23,0.0,101.79,4.32,16.94,29.65,33.26,3.03
2024041321,495.6,0.29,0.22,0.0,101.75,4.34,17.8,28.87,30.87,2.81
2024041322,253.57,0.29,0.22,0.0,101.77,4.72,21.32,27.21,27.23,2.54
2024041323,36.2,0.29,0.22,0.0,101.79,5.45,31.39,23.12,21.61,1.73
2024041400,0.0,0.29,0.22,0.0,101.84,5.71,38.83,20.41,19.36,2.36
2024041401,0.0,0.29,0.23,0.0,101.91,6.52,48.28,19.04,18.2,2.79
2024041402,0.0,0.29,0.23,0.0,101.95,7.09,57.69,17.54,16.77,2.33
2024041403,0.0,0.29,0.23,0.0,101.95,7.39,65.21,16.26,15.46,1.67
2024041404,0.0,0.29,0.23,0.0,101.94,7.61,71.29,15.32,14.47,1.3
2024041405,0.0,0.29,0.23,0.0,101.92,7.77,75.93,14.66,13.68,1.13
2024041406,0.0,0.29,0.23,0.0,101.89,7.88,79.4,14.18,12.98,1.05
2024041407,0.0,0.29,0.24,0.0,101.87,7.98,81.44,13.98,12.34,1.04
2024041408,0.0,0.29,0.24,0.0,101.87,8.05,82.26,13.96,11.77,1.04
2024041409,0.0,0.29,0.24,0.0,101.89,8.13,83.8,13.83,11.27,1.03
2024041410,0.0,0.29,0.24,0.0,101.92,8.2,86.09,13.55,10.79,1.02
2024041411,60.05,0.29,0.24,0.0,101.96,8.4,84.9,14.14,13.23,0.87
2024041412,287.83,0.29,0.24,0.0,102.01,8.53,68.64,17.71,19.79,1.51
2024041413,528.65,0.29,0.24,0.0,102.04,6.6,39.91,22.35,25.8,2.12
2024041414,743.22,0.29,0.24,0.0,102.04,5.04,24.96,25.69,30.04,2.75
2024041415,907.17,0.29,0.24,0.0,102.01,4.98,22.12,27.53,33.05,2.77
2024041416,1008.67,0.29,0.23,0.0,101.94,5.09,20.8,28.95,35.2,2.63
2024041417,1032.75,0.29,0.22,0.0,101.84,5.28,20.22,30.06,36.59,2.48
2024041418,989.95,0.29,0.22,0.0,101.74,5.5,20.14,30.82,37.15,2.39
2024041419,876.05,0.29,0.21,0.0,101.63,5.63,20.28,31.09,36.66,2.36
2024041420,702.95,0.29,0.21,0.0,101.56,5.82,21.25,30.84,35.01,2.43
2024041421,485.25,0.29,0.21,0.0,101.52,5.92,22.62,30.04,32.34,2.56
2024041422,246.35,0.29,0.2,0.0,101.53,6.3,26.27,28.52,28.77,2.47
2024041423,37.17,0.29,0.21,0.0,101.56,7.24,37.31,24.92,23.54,1.76
2024041500,0.0,0.29,0.21,0.0,101.6,7.87,46.83,22.53,21.56,2.8
2024041501,0.0,0.29,0.21,0.0,101.68,8.84,56.75,21.29,20.58,3.09
2024041502,0.0,0.29,0.21,0.0,101.75,9.37,65.43,19.93,19.1,2.41
2024041503,0.0,0.29,0.21,0.0,101.76,9.66,71.29,19.04,18.26,1.91
2024041504,0.0,0.29,0.22,0.0,101.75,9.82,76.66,18.14,17.19,1.46
2024041505,0.0,0.29,0.22,0.0,101.73,9.94,81.22,17.41,16.48,1.2
2024041506,0.0,0.29,0.22,0.0,101.67,10.03,83.74,17.06,16.2,1.16
2024041507,0.0,0.29,0.22,0.0,101.61,10.1,85.57,16.82,15.98,1.15
2024041508,0.0,0.29,0.22,0.0,101.58,10.15,88.4,16.38,15.46,1.11
2024041509,0.0,0.29,0.22,0.0,101.57,10.18,91.24,15.93,14.88,1.07
2024041510,0.0,0.29,0.23,0.0,101.6,10.19,92.65,15.71,14.64,1.02
2024041511,55.0,0.29,0.23,0.0,101.63,10.33,87.42,16.84,16.79,0.96
2024041512,269.85,0.29,0.23,0.0,101.69,10.11,68.0,20.52,22.17,1.93
2024041513,504.62,0.29,0.23,0.0,101.73,8.86,48.56,23.9,27.74,1.66
2024041514,712.6,0.29,0.23,0.0,101.76,7.72,36.18,26.55,31.66,1.84
2024041515,872.83,0.29,0.22,0.0,101.75,7.2,30.11,28.5,34.32,2.35
2024041516,974.4,0.29,0.22,0.0,101.69,6.95,26.69,29.97,36.22,2.65
2024041517,1001.92,0.29,0.21,0.0,101.61,6.8,24.49,31.08,37.24,2.92
2024041518,948.9,0.29,0.21,0.0,101.54,6.68,23.09,31.79,37.59,3.17
2024041519,832.12,0.29,0.2,0.0,101.48,6.63,22.82,31.86,36.64,3.52
2024041520,676.28,0.29,0.2,0.0,101.43,6.66,23.74,31.23,34.68,3.84
2024041521,466.58,0.29,0.2,0.0,101.44,6.81,26.07,29.98,31.9,4.02
2024041522,239.6,0.29,0.19,0.0,101.48,7.14,30.5,28.09,28.41,3.94
2024041523,37.17,0.29,0.2,0.0,101.54,7.89,39.93,25.21,24.28,3.15
2024041600,0.0,0.29,0.2,0.0,101.59,8.93,52.68,22.66,21.88,2.86
2024041601,0.0,0.29,0.2,0.0,101.66,9.97,64.37,21.18,20.42,2.39
2024041602,0.0,0.29,0.2,0.0,101.71,10.62,74.86,19.76,18.98,1.66
2024041603,0.0,0.29,0.2,0.0,101.72,10.85,81.24,18.79,17.97,1.46
2024041604,0.0,0.29,0.21,0.0,101.69,10.82,84.63,18.09,17.22,1.47
2024041605,0.0,0.29,0.21,0.0,101.62,10.75,86.88,17.56,16.64,1.52
2024041606,0.0,0.29,0.21,0.0,101.59,10.69,89.55,16.99,16.0,1.36
2024041607,0.0,0.29,0.21,0.0,101.6,10.64,91.95,16.5,15.43,1.22
2024041608,0.0,0.29,0.21,0.0,101.62,10.61,93.78,16.15,14.99,1.18
2024041609,0.0,0.29,0.22,0.0,101.63,10.62,95.58,15.87,14.68,1.19
2024041610,0.0,0.29,0.22,0.0,101.64,10.68,97.37,15.67,14.44,1.16
2024041611,59.83,0.29,0.22,0.0,101.69,10.84,91.0,16.97,16.86,1.15
2024041612,279.85,0.29,0.22,0.0,101.76,10.82,69.98,21.16,22.66,2.52
2024041613,522.28,0.29,0.22,0.0,101.78,10.03,53.69,24.29,27.39,3.15
2024041614,729.8,0.29,0.22,0.0,101.76,9.16,42.48,26.71,30.99,3.62
2024041615,889.17,0.29,0.22,0.0,101.7,8.45,34.53,28.88,33.68,4.18
2024041616,987.05,0.28,0.21,0.0,101.65,8.07,29.98,30.53,35.48,4.41
2024041617,1009.25,0.28,0.21,0.0,101.61,7.96,27.35,31.9,37.26,4.37
2024041618,964.15,0.28,0.2,0.0,101.54,7.96,26.39,32.52,37.41,4.64
2024041619,853.9,0.28,0.2,0.0,101.51,8.01,26.83,32.33,36.48,4.77
2024041620,684.75,0.28,0.19,0.0,101.52,8.09,28.37,31.52,34.72,4.69
2024041621,471.65,0.28,0.19,0.0,101.53,8.25,31.39,30.09,31.95,4.7
2024041622,238.85,0.28,0.19,0.0,101.58,8.62,36.78,28.11,28.54,4.48
2024041623,36.47,0.28,0.19,0.0,101.64,9.34,46.36,25.54,24.81,3.53
2024041700,0.0,0.28,0.2,0.0,101.73,10.37,59.02,23.26,22.54,2.54
2024041701,0.0,0.28,0.2,0.0,101.82,11.41,71.24,21.74,21.04,1.77
2024041702,0.0,0.28,0.2,0.0,101.89,12.17,81.06,20.69,20.04,1.35
2024041703,0.0,0.28,0.2,0.0,101.91,12.49,86.65,20.03,19.37,1.31
2024041704,0.0,0.28,0.2,0.0,101.87,12.54,89.65,19.54,18.84,1.42
2024041705,0.0,0.28,0.21,0.0,101.79,12.55,91.97,19.13,18.4,1.53
2024041706,0.0,0.28,0.21,0.0,101.73,12.53,94.03,18.74,17.98,1.56
2024041707,0.0,0.28,0.21,0.0,101.69,12.49,95.05,18.51,17.71,1.69
2024041708,0.0,0.28,0.21,0.0,101.66,12.48,96.15,18.31,17.46,1.75
2024041709,0.0,0.28,0.21,0.0,101.67,12.51,98.78,17.92,17.03,1.56
2024041710,0.0,0.28,0.22,0.0,101.69,12.57,100.0,17.61,16.72,1.47
2024041711,56.4,0.28,0.22,0.0,101.7,12.66,93.44,19.0,19.01,2.02
2024041712,270.33,0.28,0.22,0.0,101.73,12.3,72.77,22.6,24.01,3.52
2024041713,502.7,0.28,0.22,0.0,101.76,11.53,58.08,25.29,28.17,3.81
2024041714,710.65,0.28,0.22,0.0,101.83,10.9,47.83,27.65,32.16,3.4
2024041715,864.3,0.28,0.22,0.0,101.86,10.29,39.89,29.8,35.31,3.28
2024041716,958.62,0.28,0.21,0.0,101.81,9.61,33.94,31.43,37.2,3.52
2024041717,991.9,0.28,0.21,0.0,101.7,9.08,30.11,32.53,38.24,3.75
2024041718,952.62,0.28,0.2,0.0,101.58,8.62,27.7,33.07,38.29,3.95
2024041719,844.85,0.28,0.2,0.0,101.48,8.31,26.73,33.04,37.4,4.16
2024041720,671.6,0.28,0.19,0.0,101.41,8.12,27.08,32.39,35.64,4.23
2024041721,460.25,0.28,0.19,0.0,101.42,8.03,28.44,31.33,33.33,3.8
2024041722,230.18,0.28,0.19,0.0,101.49,8.14,31.61,29.73,30.15,2.99
2024041723,35.75,0.28,0.19,0.0,101.57,8.94,41.88,26.51,25.34,1.6
2024041800,0.0,0.28,0.19,0.0,101.64,9.43,51.59,23.91,23.03,1.85
2024041801,0.0,0.28,0.2,0.0,101.69,10.52,60.9,22.97,22.22,2.56
2024041802,0.0,0.28,0.2,0.0,101.73,11.58,72.23,21.74,21.01,2.17
2024041803,0.0,0.28,0.2,0.0,101.75,12.18,81.47,20.6,19.87,1.57
2024041804,0.0,0.28,0.2,0.0,101.72,12.46,86.98,19.9,19.17,1.36
2024041805,0.0,0.28,0.2,0.0,101.65,12.66,90.98,19.42,18.68,1.36
2024041806,0.0,0.28,0.21,0.0,101.56,12.83,93.85,19.12,18.39,1.42
2024041807,0.0,0.28,0.21,0.0,101.49,12.99,97.05,18.77,17.99,1.48
2024041808,0.0,0.28,0.21,0.0,101.47,13.18,100.0,18.36,17.52,1.42
2024041809,0.0,0.28,0.21,0.0,101.51,13.36,100.0,17.96,17.09,1.27
2024041810,0.0,0.28,0.21,0.0,101.54,13.52,100.0,17.81,16.99,1.16
2024041811,45.83,0.28,0.21,0.0,101.59,13.71,100.0,19.14,19.25,1.32
2024041812,217.65,0.28,0.22,0.0,101.62,13.21,79.18,22.36,23.78,2.29
2024041813,428.95,0.28,0.22,0.0,101.66,11.4,56.73,25.48,29.34,1.99
2024041814,661.33,0.28,0.22,0.0,101.67,10.04,43.29,27.93,33.64,1.55
2024041815,858.38,0.28,0.21,0.0,101.64,9.27,35.76,29.86,36.67,1.4
2024041816,961.3,0.28,0.21,0.0,101.58,8.74,30.69,31.5,39.05,1.22
2024041817,988.2,0.28,0.2,0.0,101.49,8.37,27.29,32.8,40.47,1.18
2024041818,915.92,0.28,0.2,0.0,101.39,8.08,24.85,33.83,41.45,1.13
2024041819,836.12,0.28,0.19,0.0,101.29,7.83,23.44,34.3,40.73,1.23
2024041820,657.75,0.28,0.19,0.0,101.22,7.7,23.11,34.24,39.29,1.29
2024041821,439.95,0.28,0.18,0.0,101.19,7.49,23.17,33.7,36.51,1.52
2024041822,219.1,0.28,0.18,0.0,101.2,7.84,26.09,32.39,32.82,1.68
2024041823,32.65,0.28,0.18,0.0,101.26,9.0,36.41,28.97,27.49,1.1
2024041900,0.0,0.28,0.19,0.0,101.33,9.64,46.09,26.12,24.92,1.3
2024041901,0.0,0.28,0.19,0.0,101.42,11.2,57.56,24.9,24.05,1.45
2024041902,0.0,0.28,0.19,0.0,101.5,12.62,66.83,24.4,24.02,1.61
2024041903,0.0,0.28,0.19,0.0,101.52,13.49,74.39,23.72,23.37,1.16
2024041904,0.0,0.28,0.19,0.0,101.5,13.99,79.6,23.19,22.89,0.86
2024041905,0.0,0.28,0.2,0.0,101.45,14.34,84.15,22.67,22.33,0.77
2024041906,0.0,0.28,0.2,0.0,101.4,14.58,88.04,22.19,21.81,0.72
2024041907,0.0,0.28,0.2,0.0,101.38,14.69,92.78,21.45,20.9,0.67
2024041908,0.0,0.28,0.2,0.0,101.38,14.69,96.31,20.84,20.17,0.63
2024041909,0.0,0.28,0.2,0.0,101.4,14.6,98.5,20.38,19.59,0.65
2024041910,0.0,0.28,0.21,0.0,101.42,14.41,99.81,19.96,18.97,0.69
2024041911,55.12,0.28,0.21,0.0,101.44,14.23,94.14,20.71,20.97,0.84
2024041912,252.2,0.28,0.21,0.0,101.47,13.61,74.96,23.73,26.34,0.92
2024041913,474.55,0.28,0.21,0.0,101.48,11.81,51.34,27.74,32.2,0.35
2024041914,669.7,0.28,0.21,0.0,101.47,10.57,39.25,30.48,36.64,0.16
2024041915,823.2,0.28,0.2,0.0,101.46,9.78,32.27,32.57,39.96,0.2
2024041916,925.2,0.28,0.2,0.0,101.41,9.22,27.83,34.16,42.48,0.29
2024041917,903.65,0.28,0.19,0.0,101.34,8.73,24.64,35.36,43.94,0.43
2024041918,761.97,0.28,0.19,0.0,101.25,8.41,22.74,36.13,44.0,0.6
2024041919,772.97,0.28,0.18,0.0,101.18,8.24,21.95,36.39,42.96,0.76
2024041920,621.0,0.27,0.18,0.0,101.13,8.1,21.82,36.18,41.2,0.95
2024041921,423.58,0.27,0.17,0.0,101.13,7.87,21.97,35.53,38.36,1.09
2024041922,214.68,0.27,0.17,0.0,101.15,8.17,24.46,34.27,34.85,1.04
2024041923,34.05,0.27,0.18,0.0,101.21,9.41,33.88,30.99,29.17,0.53
2024042000,0.0,0.27,0.18,0.0,101.27,9.71,41.04,28.21,26.52,0.45
2024042001,0.0,0.27,0.18,0.0,101.35,10.84,50.05,26.7,25.41,0.41
2024042002,0.0,0.27,0.18,0.0,101.43,11.94,59.16,25.51,24.4,0.44
2024042003,0.0,0.27,0.18,0.0,101.45,12.68,66.63,24.52,23.47,0.51
2024042004,0.0,0.27,0.19,0.0,101.43,13.04,72.51,23.57,22.61,0.6
2024042005,0.0,0.27,0.19,0.0,101.41,13.26,77.83,22.67,21.85,0.67
2024042006,0.0,0.27,0.19,0.0,101.38,13.44,82.59,21.91,21.19,0.73
2024042007,0.0,0.27,0.19,0.0,101.37,13.64,87.09,21.28,20.6,0.77
2024042008,0.0,0.27,0.19,0.0,101.38,13.88,91.55,20.75,20.07,0.78
2024042009,0.0,0.27,0.19,0.0,101.41,14.17,96.29,20.27,19.57,0.76
2024042010,0.0,0.27,0.2,0.0,101.46,14.52,100.0,19.82,19.11,0.77
2024042011,63.95,0.27,0.2,0.0,101.52,14.79,96.21,20.99,21.31,1.2
2024042012,272.42,0.27,0.2,0.0,101.56,14.74,79.65,24.05,26.33,1.76
2024042013,498.08,0.27,0.2,0.0,101.58,13.49,58.96,27.65,31.76,1.5
2024042014,698.5,0.27,0.2,0.0,101.58,12.05,44.5,30.58,36.46,1.1
2024042015,853.78,0.27,0.2,0.0,101.56,11.35,37.2,32.69,40.11,0.83
2024042016,952.03,0.27,0.19,0.0,101.49,10.88,32.65,34.26,42.7,0.57
2024042017,945.4,0.27,0.19,0.0,101.38,10.48,29.42,35.45,44.18,0.41
2024042018,880.5,0.27,0.18,0.0,101.27,10.14,27.27,36.21,44.34,0.62
2024042019,759.3,0.27,0.18,0.0,101.17,9.99,26.45,36.48,43.31,0.88
2024042020,596.9,0.27,0.17,0.0,101.1,9.95,26.66,36.25,41.56,1.01
2024042021,417.35,0.27,0.17,0.0,101.07,9.82,27.11,35.7,39.01,1.13
2024042022,204.1,0.27,0.17,0.0,101.09,10.01,29.62,34.45,35.25,1.38
2024042023,31.8,0.27,0.17,0.0,101.15,10.82,36.81,31.96,30.8,1.04
2024042100,0.0,0.27,0.17,0.15,101.2,11.1,42.41,29.93,28.6,1.08
2024042101,0.0,0.27,0.18,0.38,101.27,11.92,49.3,28.56,27.06,1.01
2024042102,0.0,0.27,0.18,0.41,101.34,12.73,56.94,27.22,25.98,1.0
2024042103,0.0,0.27,0.18,0.38,101.37,13.31,64.08,25.97,25.07,1.0
2024042104,0.0,0.27,0.18,0.4,101.36,13.68,70.24,24.88,24.17,0.98
2024042105,0.0,0.27,0.19,0.34,101.32,13.97,75.8,23.95,23.45,0.93
2024042106,0.0,0.27,0.19,0.28,101.29,14.08,80.53,23.07,22.65,0.92
2024042107,0.0,0.27,0.19,0.18,101.28,14.1,84.28,22.34,21.96,1.01
2024042108,0.0,0.27,0.19,0.13,101.28,14.07,87.25,21.74,21.42,1.09
2024042109,0.0,0.27,0.19,0.07,101.31,13.98,89.91,21.15,20.82,1.14
2024042110,0.0,0.27,0.2,0.07,101.34,13.91,91.83,20.73,20.43,1.03
2024042111,47.03,0.27,0.2,0.06,101.33,13.88,87.66,21.45,22.04,1.24
2024042112,199.82,0.27,0.2,0.05,101.31,13.62,74.89,23.73,25.84,0.87
2024042113,397.7,0.27,0.2,0.04,101.26,13.7,63.28,26.65,29.69,2.32
2024042114,593.45,0.27,0.2,0.03,101.23,13.82,55.73,28.97,32.75,3.49
2024042115,666.78,0.27,0.2,0.06,101.24,13.55,48.45,31.07,35.61,3.66
2024042116,634.8,0.27,0.2,0.12,101.23,13.07,42.92,32.58,37.25,3.53
2024042117,730.1,0.27,0.2,0.25,101.17,12.67,38.69,33.87,38.96,3.71
2024042118,774.38,0.27,0.19,0.29,101.07,12.26,36.1,34.51,38.98,4.17
2024042119,738.03,0.27,0.19,0.27,100.96,11.84,34.45,34.71,38.8,4.58
2024042120,575.47,0.27,0.19,0.16,100.91,11.44,34.52,34.05,36.99,4.82
2024042121,417.1,0.27,0.19,0.04,100.91,10.98,35.58,32.78,34.44,4.77
2024042122,197.1,0.27,0.19,0.01,100.96,10.64,38.01,31.07,31.45,4.53
2024042123,28.55,0.27,0.19,0.0,101.03,10.59,43.15,28.79,28.17,3.75
2024042200,0.0,0.27,0.19,0.0,101.11,10.89,49.96,26.77,26.22,2.94
2024042201,0.0,0.27,0.19,0.01,101.17,11.48,56.11,25.7,25.25,2.42
2024042202,0.0,0.27,0.19,0.02,101.17,12.36,63.06,24.97,24.65,1.78
2024042203,0.0,0.27,0.2,0.04,101.14,13.37,70.3,24.45,24.18,1.79
2024042204,0.0,0.27,0.2,0.07,101.13,14.49,78.78,23.88,23.56,2.06
2024042205,0.0,0.27,0.2,0.14,101.1,15.58,87.43,23.34,23.06,2.09
2024042206,0.0,0.27,0.2,0.4,101.07,16.29,95.12,22.67,22.32,1.76
2024042207,0.0,0.27,0.2,1.02,101.04,16.35,98.51,22.15,21.77,1.43
2024042208,0.0,0.27,0.21,1.78,101.04,16.07,98.81,21.82,21.46,1.24
2024042209,0.0,0.27,0.21,2.16,101.04,15.73,98.71,21.49,21.13,1.03
2024042210,0.0,0.27,0.21,2.1,101.08,15.37,98.66,21.13,20.8,0.98
2024042211,34.62,0.27,0.22,1.63,101.13,15.07,94.51,21.52,21.72,1.93
2024042212,142.65,0.27,0.22,2.37,101.19,14.34,86.11,22.25,23.52,2.88
2024042213,238.12,0.27,0.22,1.75,101.24,13.49,74.45,23.66,26.49,2.97
2024042214,301.4,0.27,0.22,1.14,101.28,12.68,61.93,25.72,30.23,3.44
2024042215,394.08,0.27,0.22,0.91,101.32,12.18,54.81,27.12,32.23,3.99
2024042216,585.6,0.27,0.22,1.49,101.31,11.85,50.77,27.96,33.21,4.35
2024042217,753.08,0.27,0.22,1.92,101.26,11.54,47.05,28.81,34.2,4.53
2024042218,829.35,0.27,0.22,1.45,101.21,11.12,44.31,29.2,33.88,4.53
2024042219,700.9,0.27,0.22,0.94,101.15,10.54,41.18,29.54,33.99,4.37
2024042220,619.4,0.27,0.21,0.35,101.12,9.88,38.38,29.64,33.58,4.2
2024042221,434.7,0.27,0.21,0.16,101.13,9.17,36.83,29.07,31.63,4.06
2024042222,228.15,0.27,0.21,0.09,101.18,8.73,37.78,27.8,28.67,3.94
2024042223,42.22,0.27,0.21,0.04,101.26,8.87,44.11,25.45,24.96,3.92
2024042300,0.0,0.27,0.21,0.02,101.39,9.58,57.66,22.29,21.93,5.06
2024042301,0.0,0.27,0.21,0.01,101.53,9.8,69.34,19.68,19.66,5.84
2024042302,0.0,0.27,0.21,0.01,101.62,9.37,71.18,18.56,18.59,5.2
2024042303,0.0,0.27,0.21,0.01,101.66,8.97,69.08,18.35,18.22,4.35
2024042304,0.0,0.27,0.21,0.0,101.68,8.77,68.12,18.22,17.94,3.93
2024042305,0.0,0.27,0.22,0.0,101.68,8.68,69.09,17.83,17.44,3.61
2024042306,0.0,0.27,0.22,0.0,101.65,8.57,71.2,17.15,16.72,3.22
2024042307,0.0,0.27,0.22,0.0,101.64,8.4,72.72,16.5,16.04,2.99
2024042308,0.0,0.27,0.22,0.0,101.65,8.25,73.99,15.95,15.46,2.78
2024042309,0.0,0.27,0.22,0.0,101.67,8.11,75.22,15.43,14.88,2.53
2024042310,0.0,0.27,0.22,0.0,101.72,7.98,76.47,14.93,14.32,2.22
2024042311,89.72,0.27,0.22,0.0,101.77,7.92,70.41,16.11,16.42,2.87
2024042312,321.2,0.27,0.22,0.0,101.81,7.53,53.6,19.65,21.41,3.75
2024042313,559.15,0.27,0.22,0.0,101.85,6.96,41.39,22.59,25.84,3.85
2024042314,765.45,0.27,0.22,0.0,101.87,6.6,34.31,24.83,29.46,3.69
2024042315,917.7,0.27,0.22,0.0,101.87,6.5,30.37,26.63,32.26,3.62
2024042316,965.25,0.27,0.21,0.0,101.82,6.53,28.15,28.0,34.08,3.62
2024042317,995.88,0.27,0.21,0.0,101.75,6.59,26.66,29.08,35.1,3.71
2024042318,927.67,0.27,0.2,0.0,101.67,6.65,25.98,29.67,35.2,3.9
2024042319,824.17,0.27,0.2,0.0,101.6,6.68,25.99,29.73,34.57,4.07
