datetime_utc,ALLSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,TS,WS2M
2024010207,0.0,0.4,0.46,0.1,101.8,9.66,100.0,13.62,12.93,1.43
2024010208,0.0,0.4,0.46,0.1,101.77,9.83,100.0,13.29,12.57,1.23
2024010209,0.0,0.4,0.46,0.15,101.78,9.91,100.0,13.18,12.43,1.21
2024010210,0.0,0.4,0.46,0.15,101.79,9.79,100.0,13.11,12.38,1.32
2024010211,0.0,0.4,0.46,0.09,101.83,9.38,100.0,12.58,11.85,1.48
2024010212,19.83,0.4,0.46,0.0,101.9,8.83,100.0,12.08,11.66,1.92
2024010213,177.18,0.4,0.46,0.0,101.98,7.87,84.55,13.21,13.76,3.27
2024010214,352.65,0.4,0.46,0.0,102.01,6.57,65.65,14.34,15.93,3.36
2024010215,496.65,0.4,0.46,0.0,102.05,6.28,56.54,15.97,18.33,3.16
2024010216,563.22,0.4,0.45,0.0,102.03,6.03,48.92,17.61,20.19,3.16
2024010217,644.95,0.4,0.44,0.0,101.94,5.47,41.83,18.54,20.96,3.16
2024010218,578.6,0.4,0.44,0.0,101.83,5.01,37.59,18.83,20.92,2.93
2024010219,514.15,0.4,0.43,0.0,101.78,4.8,36.19,18.75,20.33,2.66
2024010220,360.85,0.4,0.43,0.0,101.77,4.65,36.17,18.25,19.07,2.39
2024010221,172.02,0.4,0.43,0.0,101.79,5.15,43.93,16.79,16.23,1.72
2024010222,17.35,0.4,0.43,0.0,101.83,5.4,59.47,12.83,11.0,1.09
2024010223,0.0,0.4,0.43,0.0,101.88,5.08,63.68,10.88,9.34,1.22
2024010300,0.0,0.4,0.43,0.0,101.92,5.31,70.19,10.09,8.75,1.29
2024010301,0.0,0.4,0.44,0.0,101.96,5.8,77.81,9.87,8.85,1.31
2024010302,0.0,0.4,0.44,0.0,101.94,6.3,84.48,9.87,9.08,1.35
2024010303,0.0,0.4,0.44,0.0,101.91,6.66,90.04,9.74,9.0,1.23
2024010304,0.0,0.4,0.44,0.0,101.92,6.81,93.32,9.54,8.79,1.05
2024010305,0.0,0.4,0.44,0.0,101.89,6.86,95.18,9.35,8.63,1.08
2024010306,0.0,0.4,0.44,0.0,101.85,6.87,96.12,9.22,8.56,1.16
2024010307,0.0,0.4,0.45,0.0,101.8,6.84,96.5,9.09,8.45,1.18
2024010308,0.0,0.4,0.45,0.0,101.75,6.8,96.86,8.94,8.31,1.08
2024010309,0.0,0.4,0.45,0.0,101.73,6.79,97.16,8.87,8.32,1.01
2024010310,0.0,0.4,0.45,0.0,101.76,6.82,98.01,8.81,8.29,0.94
2024010311,0.0,0.4,0.45,0.0,101.78,6.86,99.01,8.75,8.23,0.9
2024010312,15.38,0.4,0.45,0.05,101.82,6.92,98.57,8.95,8.66,0.89
2024010313,145.65,0.4,0.45,0.01,101.86,7.07,88.45,10.89,11.41,1.3
2024010314,303.5,0.4,0.45,0.0,101.87,7.27,83.06,12.26,13.76,0.85
2024010315,439.3,0.4,0.45,0.0,101.83,7.7,77.51,14.19,16.35,0.94
2024010316,437.15,0.4,0.45,0.0,101.74,8.27,68.86,17.13,18.59,2.01
2024010317,413.58,0.4,0.45,0.0,101.59,8.69,64.67,18.89,19.88,3.05
2024010318,411.33,0.4,0.45,0.0,101.44,8.84,63.66,19.39,19.79,3.35
2024010319,379.42,0.4,0.45,0.0,101.33,8.95,64.1,19.46,19.39,3.05
2024010320,276.23,0.4,0.45,0.0,101.31,9.2,65.71,19.5,19.2,2.35
2024010321,133.23,0.4,0.45,0.0,101.33,9.57,71.93,18.68,17.9,1.37
2024010322,15.9,0.4,0.45,0.0,101.34,9.0,79.01,16.23,14.68,1.16
2024010323,0.0,0.4,0.45,0.0,101.42,8.75,84.65,14.73,12.91,1.22
2024010400,0.0,0.4,0.45,0.0,101.46,8.75,88.9,13.98,12.17,1.25
2024010401,0.0,0.4,0.45,0.0,101.44,8.83,92.42,13.52,11.93,1.28
2024010402,0.0,0.4,0.45,0.0,101.38,9.03,96.06,13.26,11.9,1.38
2024010403,0.0,0.4,0.45,0.0,101.33,9.28,98.72,13.25,12.1,1.58
2024010404,0.0,0.4,0.45,0.03,101.3,9.54,100.0,13.39,12.42,1.8
2024010405,0.0,0.4,0.45,0.24,101.25,9.8,100.0,13.7,12.89,2.07
2024010406,0.0,0.4,0.45,0.42,101.22,10.06,100.0,14.25,13.64,2.46
2024010407,0.0,0.4,0.45,0.64,101.18,10.22,99.58,14.57,13.99,2.75
2024010408,0.0,0.4,0.46,0.8,101.15,10.24,100.0,14.49,13.85,2.56
2024010409,0.0,0.4,0.46,0.48,101.12,10.31,100.0,14.6,13.97,2.57
2024010410,0.0,0.4,0.46,0.39,101.12,10.41,100.0,14.57,13.88,2.24
2024010411,0.0,0.4,0.46,0.64,101.15,10.66,100.0,14.81,14.12,2.03
2024010412,14.38,0.4,0.46,0.56,101.22,11.24,100.0,15.9,15.54,2.03
2024010413,102.7,0.4,0.46,0.75,101.28,12.26,94.53,18.24,18.54,2.47
2024010414,186.57,0.4,0.46,0.48,101.35,12.82,89.32,19.87,20.86,2.97
2024010415,233.52,0.4,0.46,0.13,101.4,12.07,79.18,20.86,22.68,4.12
2024010416,277.67,0.4,0.46,0.02,101.42,11.06,71.86,21.03,23.38,4.36
2024010417,263.23,0.4,0.45,0.0,101.38,10.38,66.91,21.16,23.8,4.19
2024010418,303.2,0.4,0.45,0.0,101.34,9.9,64.16,21.07,23.54,3.95
2024010419,281.38,0.4,0.44,0.0,101.33,9.58,63.6,20.68,22.66,3.71
2024010420,224.55,0.4,0.44,0.0,101.36,9.3,64.98,19.86,21.01,3.51
2024010421,124.95,0.4,0.44,0.0,101.41,8.93,67.71,18.56,18.61,3.33
2024010422,20.62,0.4,0.44,0.0,101.47,8.56,76.18,16.04,15.11,2.33
2024010423,0.0,0.4,0.44,0.0,101.57,8.23,82.98,14.12,13.36,2.43
2024010500,0.0,0.4,0.44,0.0,101.67,7.9,85.66,13.02,12.31,2.64
2024010501,0.0,0.4,0.44,0.0,101.73,7.51,88.43,11.78,11.09,2.39
2024010502,0.0,0.4,0.44,0.0,101.78,7.16,90.87,10.66,9.98,2.12
2024010503,0.0,0.4,0.44,0.0,101.8,7.02,93.27,9.98,9.34,1.98
2024010504,0.0,0.4,0.45,0.0,101.78,7.1,94.94,9.88,9.35,2.04
2024010505,0.0,0.4,0.45,0.01,101.73,7.33,97.83,9.9,9.39,2.12
2024010506,0.0,0.4,0.45,0.02,101.68,7.6,100.0,9.97,9.43,2.1
2024010507,0.0,0.4,0.45,0.02,101.64,7.89,100.0,10.21,9.57,1.99
2024010508,0.0,0.4,0.45,0.01,101.59,8.19,100.0,10.62,9.79,1.81
2024010509,0.0,0.4,0.45,0.01,101.57,8.45,100.0,10.89,9.78,1.68
2024010510,0.0,0.4,0.45,0.0,101.57,8.67,100.0,11.29,10.0,1.7
2024010511,0.0,0.4,0.45,0.0,101.62,8.78,100.0,12.08,10.85,1.86
2024010512,20.42,0.4,0.45,0.0,101.69,8.87,94.47,13.29,12.52,2.09
2024010513,173.4,0.4,0.45,0.0,101.75,9.26,77.61,17.02,17.29,3.42
2024010514,335.75,0.4,0.45,0.0,101.79,9.59,67.99,19.69,20.6,3.69
2024010515,477.8,0.4,0.45,0.0,101.78,9.43,59.43,21.6,22.49,3.87
2024010516,535.67,0.39,0.44,0.0,101.72,9.62,56.83,22.65,23.98,3.76
2024010517,577.33,0.39,0.44,0.0,101.62,10.01,56.51,23.38,24.93,3.7
2024010518,477.35,0.39,0.43,0.0,101.5,10.36,57.43,23.66,24.96,3.67
2024010519,382.73,0.39,0.43,0.01,101.43,10.62,59.18,23.56,24.38,3.76
2024010520,281.85,0.39,0.43,0.01,101.39,10.78,62.37,22.93,23.03,3.93
2024010521,154.98,0.39,0.43,0.01,101.38,10.86,67.05,21.86,21.39,3.79
2024010522,21.62,0.39,0.43,0.0,101.39,10.75,73.23,20.26,19.42,3.53
2024010523,0.0,0.39,0.43,0.01,101.42,10.69,77.37,19.29,18.5,3.52
2024010600,0.0,0.39,0.43,0.01,101.47,10.78,80.63,18.77,18.03,3.4
2024010601,0.0,0.39,0.43,0.01,101.49,10.94,83.33,18.48,17.77,3.39
2024010602,0.0,0.39,0.44,0.01,101.47,11.19,86.12,18.31,17.62,3.38
2024010603,0.0,0.39,0.44,0.0,101.41,11.54,88.91,18.28,17.63,3.41
2024010604,0.0,0.39,0.44,0.01,101.33,11.97,91.95,18.31,17.62,3.44
2024010605,0.0,0.39,0.44,0.03,101.25,12.46,95.08,18.4,17.75,3.49
2024010606,0.0,0.39,0.44,0.03,101.15,13.01,96.21,18.88,18.25,4.01
2024010607,0.0,0.39,0.44,0.02,101.07,13.44,98.47,19.01,18.29,4.03
2024010608,0.0,0.39,0.44,0.04,101.01,13.54,99.82,18.9,18.18,3.87
2024010609,0.0,0.39,0.44,0.08,100.97,13.53,99.66,18.91,18.18,3.72
2024010610,0.0,0.39,0.44,0.09,101.0,13.51,99.35,18.94,18.28,3.44
2024010611,0.0,0.39,0.44,0.28,101.05,13.78,95.67,19.87,19.33,4.57
2024010612,3.4,0.39,0.47,32.25,101.09,13.99,95.84,20.09,19.65,4.73
2024010613,22.12,0.4,0.51,24.74,101.04,14.21,94.96,20.48,20.24,5.0
2024010614,42.95,0.4,0.53,8.88,100.9,14.82,93.6,21.37,21.47,6.02
2024010615,64.2,0.4,0.53,10.49,100.88,15.57,90.02,22.81,23.14,6.76
2024010616,102.75,0.4,0.54,13.19,100.86,15.59,82.28,24.32,24.63,7.11
2024010617,381.83,0.4,0.54,18.24,100.8,15.84,80.35,24.97,25.12,6.73
2024010618,410.55,0.4,0.57,35.84,100.75,16.3,81.5,25.2,25.41,6.1
2024010619,370.05,0.4,0.61,49.46,100.71,16.64,82.65,25.3,25.46,5.54
2024010620,259.6,0.41,0.64,35.14,100.73,16.94,84.4,25.25,25.22,5.01
2024010621,143.82,0.41,0.65,19.72,100.78,17.16,88.85,24.61,24.1,3.92
2024010622,21.2,0.41,0.63,7.17,100.83,16.75,95.21,23.07,22.14,2.84
2024010623,0.0,0.41,0.61,2.52,100.92,16.38,99.47,22.0,21.28,2.39
2024010700,0.0,0.41,0.59,3.82,100.98,15.95,100.0,21.45,20.7,2.24
2024010701,0.0,0.41,0.58,3.88,101.03,15.47,100.0,21.0,20.3,2.04
2024010702,0.0,0.41,0.57,4.3,101.05,14.89,100.0,20.35,19.62,1.74
2024010703,0.0,0.41,0.57,6.02,101.04,14.43,99.95,19.9,19.24,1.66
2024010704,0.0,0.41,0.57,7.14,101.05,14.06,99.37,19.58,18.96,1.63
2024010705,0.0,0.41,0.57,7.89,101.06,13.74,98.9,19.29,18.72,1.69
2024010706,0.0,0.41,0.57,6.93,101.09,13.44,98.19,19.06,18.52,1.86
2024010707,0.0,0.41,0.56,5.66,101.12,13.09,97.68,18.73,18.24,2.08
2024010708,0.0,0.41,0.56,4.28,101.17,12.75,97.19,18.4,17.94,2.48
2024010709,0.0,0.41,0.56,3.47,101.23,12.39,96.93,18.0,17.57,2.85
2024010710,0.0,0.41,0.55,2.85,101.31,11.99,96.36,17.59,17.17,3.17
2024010711,0.0,0.41,0.55,4.06,101.42,11.5,95.69,17.06,16.63,3.38
2024010712,11.05,0.41,0.55,3.96,101.53,10.98,94.45,16.56,16.25,3.55
2024010713,80.78,0.41,0.54,2.46,101.63,10.7,90.93,16.77,16.91,3.91
2024010714,169.05,0.41,0.54,2.01,101.74,9.99,82.36,17.27,17.69,4.0
2024010715,158.8,0.41,0.53,1.08,101.81,8.94,71.2,17.84,18.62,4.18
2024010716,234.2,0.41,0.52,0.31,101.82,8.06,62.13,18.37,19.17,4.19
2024010717,264.85,0.41,0.5,0.08,101.75,7.49,56.39,18.74,19.58,3.86
2024010718,261.52,0.41,0.49,0.05,101.65,7.2,52.17,19.34,20.51,3.39
2024010719,371.5,0.41,0.49,0.03,101.59,7.01,49.37,19.79,20.85,3.05
2024010720,250.25,0.41,0.48,0.0,101.61,7.01,49.41,19.78,20.26,2.81
2024010721,121.57,0.41,0.47,0.0,101.67,7.45,55.8,18.81,18.33,2.2
2024010722,16.6,0.41,0.47,0.0,101.72,7.85,69.71,16.12,15.0,1.25
2024010723,0.0,0.41,0.47,0.0,101.8,7.46,72.73,14.68,13.72,1.35
2024010800,0.0,0.41,0.47,0.0,101.87,7.32,74.88,13.95,13.01,1.48
2024010801,0.0,0.41,0.47,0.0,101.91,7.28,77.83,13.28,12.41,1.59
2024010802,0.0,0.41,0.47,0.0,101.94,7.3,80.98,12.72,11.96,1.75
2024010803,0.0,0.41,0.47,0.0,101.94,7.31,82.38,12.48,11.91,2.2
2024010804,0.0,0.41,0.47,0.06,101.93,7.31,84.56,12.08,11.61,2.7
2024010805,0.0,0.41,0.47,1.25,101.91,7.32,88.44,11.42,11.01,2.85
2024010806,0.0,0.41,0.48,1.86,101.88,7.34,91.71,10.91,10.6,2.99
2024010807,0.0,0.41,0.48,1.87,101.85,7.35,93.47,10.64,10.39,3.08
2024010808,0.0,0.41,0.48,1.61,101.82,7.38,94.39,10.55,10.29,3.06
2024010809,0.0,0.41,0.48,1.45,101.8,7.46,94.94,10.62,10.34,2.97
2024010810,0.0,0.41,0.48,0.71,101.83,7.61,95.33,10.86,10.52,2.68
2024010811,0.0,0.41,0.48,0.34,101.87,7.8,94.86,11.31,10.87,2.25
2024010812,9.12,0.41,0.48,0.02,101.91,8.13,93.36,12.18,11.85,2.05
2024010813,71.72,0.41,0.48,0.0,101.96,8.96,87.08,14.74,14.86,2.67
2024010814,130.23,0.41,0.48,0.0,102.02,9.76,82.99,16.83,17.43,2.72
2024010815,164.6,0.41,0.48,0.0,102.06,10.25,73.93,19.45,20.48,3.11
2024010816,236.6,0.41,0.47,0.01,101.99,10.14,64.92,21.37,22.35,3.67
2024010817,217.02,0.41,0.47,0.03,101.87,10.09,62.01,22.02,22.79,3.7
2024010818,192.88,0.41,0.47,0.06,101.77,10.11,61.32,22.22,22.78,3.72
2024010819,126.22,0.41,0.46,0.14,101.72,10.18,62.32,22.06,22.25,3.82
2024010820,102.15,0.41,0.46,0.61,101.71,10.4,65.82,21.51,21.23,3.59
2024010821,72.1,0.41,0.46,0.81,101.72,10.74,71.7,20.64,19.96,3.09
2024010822,12.0,0.41,0.46,0.26,101.7,10.79,77.38,19.48,18.62,2.95
2024010823,0.0,0.41,0.46,0.02,101.68,10.9,81.23,18.86,18.12,2.95
2024010900,0.0,0.41,0.46,0.02,101.67,11.01,83.9,18.5,17.78,2.75
2024010901,0.0,0.41,0.46,0.0,101.67,11.15,86.41,18.23,17.51,2.53
2024010902,0.0,0.41,0.46,0.0,101.64,11.3,88.93,17.98,17.21,2.51
2024010903,0.0,0.41,0.47,0.0,101.57,11.53,88.64,18.34,17.65,3.17
2024010904,0.0,0.41,0.47,0.0,101.46,11.87,89.16,18.69,18.06,3.84
2024010905,0.0,0.41,0.47,0.0,101.33,12.33,91.49,18.86,18.23,4.06
2024010906,0.0,0.41,0.47,0.02,101.22,12.89,94.68,19.0,18.35,3.98
2024010907,0.0,0.41,0.47,0.29,101.14,13.43,97.86,19.11,18.43,3.78
2024010908,0.0,0.41,0.47,1.03,101.08,13.82,98.57,19.44,18.81,3.78
2024010909,0.0,0.41,0.47,1.6,101.04,14.03,98.04,19.76,19.13,3.65
2024010910,0.0,0.41,0.47,2.02,101.02,14.15,97.94,19.91,19.29,3.49
2024010911,0.0,0.41,0.48,3.12,101.03,14.23,97.71,20.04,19.41,3.54
2024010912,11.8,0.41,0.48,3.09,101.04,14.42,97.02,20.37,19.94,3.83
2024010913,91.03,0.41,0.48,4.54,101.06,15.27,93.89,21.83,21.78,4.94
2024010914,188.57,0.41,0.49,3.73,101.04,16.04,89.07,23.5,23.68,6.29
2024010915,287.65,0.41,0.49,2.93,101.0,15.94,80.01,25.18,25.81,7.3
2024010916,332.23,0.41,0.48,2.58,100.9,15.46,72.61,26.29,26.77,7.84
2024010917,427.88,0.41,0.48,2.46,100.76,15.29,69.55,26.81,27.09,7.95
2024010918,166.55,0.41,0.47,0.51,100.65,15.11,68.58,26.83,26.77,8.1
2024010919,74.95,0.41,0.47,0.13,100.57,14.93,70.28,26.2,25.7,7.97
2024010920,55.4,0.4,0.47,0.28,100.53,14.99,73.3,25.55,24.99,7.77
2024010921,30.62,0.4,0.47,1.08,100.51,14.99,77.09,24.7,24.05,7.41
2024010922,5.03,0.4,0.47,2.35,100.52,15.03,81.93,23.73,23.02,7.04
2024010923,0.0,0.4,0.47,4.73,100.56,15.2,85.62,23.19,22.51,6.76
2024011000,0.0,0.41,0.48,7.09,100.59,15.36,87.49,23.01,22.32,6.69
2024011001,0.0,0.41,0.51,26.86,100.6,15.43,89.4,22.73,22.03,5.83
2024011002,0.0,0.41,0.6,95.09,100.68,15.33,92.82,22.02,21.42,4.16
2024011003,0.0,0.42,0.68,44.78,100.77,14.53,95.05,20.78,20.23,4.13
2024011004,0.0,0.42,0.67,4.08,100.86,12.2,92.45,18.45,17.74,4.5
2024011005,0.0,0.42,0.63,0.67,100.92,10.2,89.56,16.15,15.65,4.0
2024011006,0.0,0.42,0.61,0.36,100.94,9.53,87.85,15.4,14.91,3.32
2024011007,0.0,0.42,0.59,0.02,100.95,9.31,87.4,15.12,14.4,3.32
2024011008,0.0,0.42,0.57,0.0,100.96,9.34,90.39,14.65,13.93,2.8
2024011009,0.0,0.42,0.56,0.0,101.0,9.2,93.08,13.97,13.32,2.19
2024011010,0.0,0.42,0.55,0.1,101.06,8.98,95.79,13.17,12.54,1.79
2024011011,0.0,0.42,0.54,0.11,101.18,8.7,97.74,12.4,11.76,1.67
2024011012,20.1,0.42,0.54,0.02,101.28,8.4,95.35,12.26,12.13,1.58
2024011013,183.25,0.42,0.53,0.0,101.38,8.19,82.36,14.13,14.93,2.63
2024011014,365.62,0.42,0.52,0.0,101.44,7.58,68.79,15.74,17.46,2.97
2024011015,527.45,0.42,0.51,0.0,101.46,7.55,63.24,17.0,19.76,2.61
2024011016,621.9,0.42,0.5,0.0,101.42,7.67,59.72,18.15,21.47,2.42
2024011017,596.92,0.42,0.49,0.0,101.29,7.9,57.88,19.1,22.5,2.34
2024011018,560.97,0.41,0.48,0.0,101.2,8.12,56.62,19.88,22.7,2.58
2024011019,523.7,0.41,0.47,0.0,101.16,8.29,56.19,20.33,22.27,2.66
2024011020,370.42,0.41,0.47,0.0,101.17,8.44,57.41,20.27,21.17,2.7
2024011021,198.45,0.41,0.47,0.0,101.19,8.63,61.47,19.53,19.27,2.04
2024011022,27.48,0.41,0.47,0.0,101.23,8.7,74.34,16.64,15.16,0.96
2024011023,0.0,0.41,0.47,0.0,101.3,8.09,77.21,14.93,13.54,1.01
2024011100,0.0,0.41,0.47,0.0,101.37,7.88,79.83,14.02,12.84,1.06
2024011101,0.0,0.41,0.47,0.0,101.42,7.62,81.58,13.18,12.16,1.1
2024011102,0.0,0.41,0.47,0.0,101.43,7.35,82.85,12.4,11.51,1.12
2024011103,0.0,0.41,0.47,0.0,101.43,7.11,83.6,11.76,11.03,1.14
2024011104,0.0,0.41,0.47,0.0,101.42,6.9,83.37,11.35,10.79,1.2
2024011105,0.0,0.41,0.47,0.0,101.41,6.73,83.28,10.99,10.51,1.26
2024011106,0.0,0.41,0.47,0.01,101.4,6.61,83.84,10.62,10.15,1.35
2024011107,0.0,0.41,0.48,0.01,101.4,6.53,84.1,10.39,9.98,1.51
2024011108,0.0,0.41,0.48,0.01,101.4,6.48,84.19,10.26,9.91,1.76
2024011109,0.0,0.41,0.48,0.01,101.41,6.43,84.28,10.13,9.8,2.06
2024011110,0.0,0.41,0.48,0.01,101.43,6.4,85.39,9.87,9.58,2.08
2024011111,0.0,0.41,0.48,0.01,101.5,6.4,86.42,9.7,9.47,2.06
2024011112,7.45,0.41,0.48,0.08,101.58,6.43,84.2,10.17,10.41,2.56
2024011113,53.92,0.41,0.48,0.13,101.65,6.59,79.56,11.4,12.35,2.78
2024011114,102.57,0.41,0.48,0.58,101.71,6.97,75.16,13.12,14.56,2.72
2024011115,184.27,0.41,0.47,1.83,101.72,7.38,67.08,15.76,17.34,3.06
2024011116,212.95,0.41,0.47,2.57,101.66,7.66,63.16,17.28,19.18,2.93
2024011117,266.08,0.41,0.47,2.42,101.55,7.7,61.29,17.82,19.19,2.69
2024011118,225.6,0.41,0.47,2.0,101.46,7.72,61.12,17.89,18.87,2.58
2024011119,220.23,0.41,0.47,1.55,101.4,7.69,61.2,17.8,18.52,2.7
2024011120,128.85,0.41,0.47,0.63,101.4,7.59,61.99,17.39,17.59,2.74
2024011121,65.53,0.41,0.47,0.17,101.41,7.73,66.59,16.55,16.26,2.4
2024011122,12.02,0.41,0.47,0.1,101.44,7.98,72.77,15.66,15.29,1.97
2024011123,0.0,0.41,0.47,0.13,101.49,8.12,76.15,15.23,14.93,1.94
2024011200,0.0,0.41,0.47,0.21,101.53,8.27,78.74,15.0,14.71,2.09
2024011201,0.0,0.41,0.47,0.3,101.54,8.5,81.87,14.82,14.53,2.18
2024011202,0.0,0.41,0.47,0.51,101.52,8.81,85.15,14.76,14.5,2.21
2024011203,0.0,0.41,0.47,0.68,101.48,9.2,88.46,14.83,14.56,2.14
2024011204,0.0,0.41,0.47,0.69,101.41,9.65,91.75,14.99,14.7,1.93
2024011205,0.0,0.41,0.47,0.97,101.33,10.16,94.65,15.29,14.96,1.82
2024011206,0.0,0.41,0.47,1.8,101.26,10.71,97.21,15.68,15.31,1.66
2024011207,0.0,0.41,0.48,3.0,101.2,11.23,99.07,16.11,15.69,1.55
2024011208,0.0,0.41,0.48,5.61,101.13,11.72,100.0,16.6,16.11,1.46
2024011209,0.0,0.41,0.49,7.94,101.08,12.15,100.0,17.08,16.53,1.49
2024011210,0.0,0.41,0.51,11.55,101.04,12.55,100.0,17.61,17.03,1.62
2024011211,0.0,0.41,0.53,18.5,101.04,13.05,99.52,18.37,17.79,1.97
2024011212,9.98,0.41,0.56,24.83,101.07,13.62,98.42,19.23,18.8,2.25
2024011213,81.55,0.42,0.58,17.02,101.1,14.81,96.17,20.95,20.97,3.06
2024011214,177.05,0.42,0.58,8.54,101.13,15.97,94.29,22.5,22.85,3.37
2024011215,265.7,0.42,0.58,5.87,101.13,16.92,89.62,24.29,24.94,3.54
2024011216,311.5,0.42,0.57,9.44,101.06,17.47,84.54,25.79,26.4,3.92
2024011217,325.35,0.42,0.57,11.32,100.92,17.62,80.59,26.72,27.0,4.5
2024011218,280.25,0.42,0.56,9.09,100.81,17.53,79.62,26.82,26.58,4.63
2024011219,286.62,0.42,0.56,6.17,100.75,17.42,80.02,26.62,26.2,4.49
2024011220,194.18,0.42,0.55,1.64,100.7,17.11,81.21,26.06,25.41,4.11
2024011221,99.82,0.42,0.54,0.24,100.69,16.71,83.42,25.21,24.36,3.7
2024011222,16.48,0.42,0.53,0.07,100.7,16.3,86.11,24.27,23.34,3.49
2024011223,0.0,0.42,0.53,0.16,100.77,16.23,87.99,23.85,23.07,3.75
2024011300,0.0,0.42,0.52,0.41,100.83,16.37,90.36,23.56,22.86,3.99
2024011301,0.0,0.42,0.52,1.73,100.86,16.48,92.88,23.22,22.59,4.06
2024011302,0.0,0.42,0.52,3.44,100.85,16.52,94.06,23.05,22.42,4.18
2024011303,0.0,0.42,0.52,5.82,100.84,16.52,95.77,22.75,22.16,3.89
2024011304,0.0,0.42,0.53,9.13,100.81,16.49,96.03,22.67,22.1,4.03
2024011305,0.0,0.42,0.54,9.63,100.78,16.5,96.0,22.68,22.08,4.16
2024011306,0.0,0.42,0.55,9.03,100.75,16.45,96.04,22.62,22.0,4.26
2024011307,0.0,0.42,0.55,6.25,100.73,16.37,96.54,22.45,21.84,4.03
2024011308,0.0,0.42,0.55,3.57,100.71,16.21,97.0,22.21,21.61,3.5
2024011309,0.0,0.42,0.55,2.1,100.72,16.11,97.01,22.11,21.52,3.46
2024011310,0.0,0.42,0.54,2.46,100.75,16.03,97.03,22.03,21.45,3.3
2024011311,0.0,0.42,0.54,5.42,100.81,16.02,96.49,22.12,21.55,3.39
2024011312,9.23,0.42,0.56,26.88,100.89,16.0,96.16,22.17,21.7,3.51
2024011313,70.18,0.43,0.6,34.48,101.01,15.75,94.72,22.18,22.04,3.78
2024011314,153.77,0.43,0.63,26.45,101.16,13.37,86.2,21.09,21.09,4.35
2024011315,240.48,0.43,0.63,11.86,101.28,10.57,74.06,19.79,20.27,4.88
2024011316,370.17,0.43,0.6,3.16,101.3,8.94,64.69,19.29,19.93,5.01
2024011317,454.12,0.43,0.58,0.67,101.23,8.11,59.19,19.15,19.67,4.77
2024011318,451.8,0.43,0.55,0.09,101.18,7.4,54.78,18.92,19.34,4.55
