iter	Passed	Remaining
1077	4535	16500
1078	4538	16493
1079	4541	16482
1080	4543	16472
1081	4546	16462
1082	4548	16451
1083	4551	16440
1084	4553	16431
1085	4556	16420
1086	4558	16410
1087	4561	16400
1088	4564	16392
1089	4567	16383
1090	4572	16382
1091	4575	16375
1092	4578	16367
1093	4581	16356
1094	4584	16349
1095	4587	16341
1096	4590	16331
1097	4593	16323
1098	4596	16314
1099	4598	16304
1100	4602	16297
1101	4605	16289
1102	4608	16281
1103	4611	16273
1104	4613	16262
1105	4616	16253
1106	4619	16243
1107	4621	16235
1108	4626	16233
1109	4630	16228
1110	4633	16218
1111	4635	16208
1112	4638	16199
1113	4641	16189
1114	4643	16179
1115	4646	16170
1116	4648	16160
1117	4651	16150
1118	4654	16143
1119	4657	16134
1120	4659	16124
1121	4662	16113
1122	4664	16103
1123	4666	16092
1124	4669	16082
1125	4671	16071
1126	4673	16060
1127	4675	16049
1128	4678	16040
1129	4680	16029
1130	4682	16018
1131	4685	16009
1132	4687	15998
1133	4689	15988
1134	4696	15992
1135	4699	15985
1136	4702	15976
1137	4704	15966
1138	4707	15957
1139	4709	15947
1140	4712	15939
1141	4715	15930
1142	4718	15921
1143	4721	15915
1144	4724	15908
1145	4729	15906
1146	4732	15897
1147	4735	15889
1148	4738	15881
1149	4741	15872
1150	4743	15862
1151	4745	15851
1152	4748	15841
1153	4750	15832
1154	4752	15822
1155	4755	15812
1156	4759	15809
1157	4763	15803
1158	4766	15795
1159	4769	15788
1160	4772	15780
1161	4775	15771
1162	4778	15766
1163	4781	15757
1164	4784	15748
1165	4786	15739
1166	4789	15729
1167	4791	15720
1168	4794	15712
1169	4797	15704
1170	4799	15694
1171	4801	15684
1172	4804	15674
1173	4806	15664
1174	4809	15655
1175	4811	15644
1176	4813	15634
1177	4816	15625
1178	4818	15615
1179	4821	15607
1180	4825	15602
1181	4829	15598
1182	4832	15591
1183	4835	15584
1184	4838	15578
1185	4841	15570
1186	4844	15561
1187	4846	15552
1188	4849	15544
1189	4852	15536
1190	4855	15528
1191	4858	15521
1192	4862	15515
1193	4866	15512
1194	4870	15509
1195	4874	15502
1196	4877	15494
1197	4879	15486
1198	4881	15476
1199	4884	15466
1200	4886	15456
1201	4888	15447
1202	4891	15437
1203	4893	15427
1204	4895	15417
1205	4897	15407
1206	4900	15399
1207	4902	15389
1208	4904	15379
1209	4908	15374
1210	4911	15368
1211	4914	15359
1212	4917	15351
1213	4919	15343
1214	4922	15335
1215	4925	15327
1216	4928	15319
1217	4930	15310
1218	4933	15301
1219	4935	15291
1220	4937	15281
1221	4939	15271
1222	4941	15261
1223	4943	15252
1224	4946	15243
1225	4948	15233
1226	4950	15223
1227	4952	15213
1228	4955	15204
1229	4957	15194
1230	4959	15184
1231	4961	15174
1232	4964	15165
1233	4966	15156
1234	4968	15146
1235	4970	15136
1236	4972	15127
1237	4974	15117
1238	4977	15108
1239	4979	15098
1240	4981	15089
1241	4983	15079
1242	4986	15070
1243	4988	15061
1244	4990	15051
1245	4992	15041
1246	4994	15032
1247	4997	15023
1248	4999	15013
1249	5001	15004
1250	5003	14994
1251	5005	14985
1252	5007	14975
1253	5009	14966
1254	5012	14956
1255	5014	14946
1256	5016	14937
1257	5018	14928
1258	5020	14918
1259	5023	14909
1260	5025	14900
1261	5027	14891
1262	5029	14882
1263	5031	14872
1264	5034	14864
1265	5037	14856
1266	5039	14847
1267	5041	14838
1268	5043	14829
1269	5045	14820
1270	5048	14810
1271	5050	14801
1272	5052	14791
1273	5054	14783
1274	5058	14778
1275	5061	14773
1276	5064	14765
1277	5067	14757
1278	5069	14748
1279	5072	14740
1280	5074	14733
1281	5077	14726
1282	5080	14717
1283	5082	14708
1284	5084	14699
1285	5086	14691
1286	5089	14682
1287	5091	14673
1288	5093	14664
1289	5095	14655
1290	5098	14647
1291	5100	14638
1292	5102	14628
1293	5104	14619
1294	5106	14611
1295	5109	14602
1296	5111	14592
1297	5113	14584
1298	5115	14575
1299	5117	14566
1300	5120	14557
1301	5122	14548
1302	5124	14539
1303	5126	14530
1304	5128	14522
1305	5131	14513
1306	5133	14504
1307	5135	14495
1308	5137	14486
1309	5139	14477
1310	5141	14468
1311	5144	14460
1312	5147	14455
1313	5150	14446
1314	5152	14438
1315	5155	14431
1316	5157	14422
1317	5159	14414
1318	5161	14405
1319	5164	14396
1320	5166	14387
1321	5168	14379
1322	5171	14372
1323	5173	14364
1324	5176	14358
1325	5180	14354
1326	5184	14348
1327	5186	14341
1328	5189	14334
1329	5191	14326
1330	5194	14319
1331	5197	14312
1332	5200	14305
1333	5202	14297
1334	5205	14291
1335	5209	14285
1336	5212	14280
1337	5214	14272
1338	5217	14264
1339	5219	14257
1340	5222	14251
1341	5225	14243
1342	5228	14236
1343	5231	14229
1344	5233	14222
1345	5236	14216
1346	5239	14208
1347	5241	14200
1348	5244	14192
1349	5246	14184
1350	5248	14176
1351	5251	14168
1352	5253	14161
1353	5256	14153
1354	5258	14145
1355	5260	14137
1356	5263	14129
1357	5265	14121
1358	5267	14112
1359	5269	14104
1360	5271	14095
1361	5274	14087
1362	5276	14079
1363	5278	14070
1364	5281	14063
1365	5283	14055
1366	5285	14046
1367	5287	14038
1368	5290	14030
1369	5292	14023
1370	5294	14014
1371	5297	14007
1372	5299	13999
1373	5301	13990
1374	5304	13983
1375	5306	13975
1376	5308	13966
1377	5310	13958
1378	5313	13951
1379	5315	13943
1380	5317	13935
1381	5320	13927
1382	5322	13919
1383	5324	13911
1384	5326	13904
1385	5329	13897
1386	5332	13890
1387	5335	13885
1388	5338	13879
1389	5343	13877
1390	5350	13880
1391	5353	13875
1392	5355	13867
1393	5358	13861
1394	5360	13853
1395	5363	13845
1396	5365	13837
1397	5367	13829
1398	5369	13821
1399	5371	13813
1400	5374	13805
1401	5376	13797
1402	5378	13789
1403	5381	13782
1404	5383	13775
1405	5386	13768
1406	5388	13760
1407	5391	13753
1408	5394	13748
1409	5396	13740
1410	5398	13732
1411	5401	13724
1412	5403	13717
1413	5406	13711
1414	5408	13704
1415	5411	13695
1416	5413	13688
1417	5415	13680
1418	5417	13672
1419	5420	13664
1420	5422	13657
1421	5424	13649
1422	5426	13641
1423	5429	13634
1424	5431	13626
1425	5433	13618
1426	5436	13612
1427	5439	13607
1428	5442	13600
1429	5445	13595
1430	5448	13589
1431	5451	13582
1432	5454	13576
1433	5456	13569
1434	5459	13562
1435	5461	13555
1436	5464	13547
1437	5466	13540
1438	5469	13533
1439	5471	13527
1440	5474	13520
1441	5476	13513
1442	5479	13507
1443	5482	13501
1444	5485	13496
1445	5488	13488
1446	5490	13482
1447	5493	13475
1448	5495	13467
1449	5497	13460
1450	5500	13453
1451	5503	13447
1452	5505	13440
1453	5508	13433
1454	5511	13427
1455	5513	13420
1456	5516	13413
1457	5518	13406
1458	5521	13400
1459	5525	13397
1460	5528	13392
1461	5531	13386
1462	5534	13379
1463	5536	13372
1464	5539	13366
1465	5541	13359
1466	5544	13352
1467	5546	13345
1468	5548	13337
1469	5551	13330
1470	5553	13322
1471	5555	13315
1472	5557	13307
1473	5560	13301
1474	5562	13294
1475	5564	13286
1476	5567	13279
1477	5569	13271
1478	5571	13264
1479	5573	13256
1480	5576	13249
1481	5578	13241
1482	5580	13234
1483	5582	13226
1484	5584	13219
1485	5587	13211
1486	5589	13204
1487	5591	13196
1488	5593	13189
1489	5595	13182
1490	5598	13175
1491	5600	13167
1492	5602	13160
1493	5604	13152
1494	5607	13145
1495	5609	13138
1496	5611	13131
1497	5613	13123
1498	5615	13116
1499	5618	13108
1500	5620	13101
1501	5622	13093
1502	5624	13086
1503	5627	13079
1504	5629	13073
1505	5631	13065
1506	5633	13058
1507	5636	13051
1508	5638	13044
1509	5640	13037
1510	5643	13030
1511	5645	13024
1512	5648	13018
1513	5650	13010
1514	5653	13003
1515	5655	12997
1516	5657	12989
1517	5659	12982
1518	5662	12976
1519	5664	12969
1520	5667	12962
1521	5669	12956
1522	5672	12949
1523	5675	12945
1524	5678	12938
1525	5681	12933
1526	5683	12925
1527	5685	12918
1528	5687	12912
1529	5690	12905
1530	5692	12898
1531	5694	12891
1532	5697	12884
1533	5699	12877
1534	5701	12870
1535	5703	12863
1536	5705	12856
1537	5708	12848
1538	5710	12841
1539	5712	12834
1540	5714	12827
1541	5717	12820
1542	5719	12813
1543	5721	12807
1544	5723	12800
1545	5726	12793
1546	5728	12786
1547	5731	12780
1548	5733	12773
1549	5735	12766
1550	5737	12759
1551	5739	12752
1552	5742	12745
1553	5744	12739
1554	5747	12732
1555	5749	12725
1556	5751	12718
1557	5753	12711
1558	5756	12704
1559	5758	12697
1560	5760	12691
1561	5763	12684
1562	5765	12677
1563	5767	12670
1564	5769	12664
1565	5772	12657
1566	5774	12650
1567	5777	12644
1568	5780	12640
1569	5783	12636
1570	5786	12630
1571	5789	12624
1572	5791	12617
1573	5794	12613
1574	5797	12606
1575	5799	12600
1576	5802	12594
1577	5804	12588
1578	5807	12582
1579	5810	12576
1580	5813	12571
1581	5815	12564
1582	5817	12557
1583	5820	12551
1584	5822	12544
1585	5824	12537
1586	5827	12532
1587	5829	12525
1588	5831	12518
1589	5834	12513
1590	5837	12506
1591	5839	12501
1592	5842	12495
1593	5845	12490
1594	5848	12484
1595	5850	12478
1596	5853	12473
1597	5856	12468
1598	5864	12473
1599	5871	12476
1600	5874	12471
1601	5878	12467
1602	5881	12463
1603	5885	12460
1604	5888	12455
1605	5891	12451
1606	5895	12448
1607	5899	12443
1608	5902	12438
1609	5906	12436
1610	5912	12437
1611	5914	12430
1612	5916	12424
1613	5919	12419
1614	5922	12412
1615	5924	12406
1616	5927	12400
1617	5929	12394
1618	5932	12388
1619	5934	12381
1620	5936	12375
1621	5939	12369
1622	5941	12363
1623	5944	12357
1624	5946	12350
1625	5949	12344
1626	5951	12337
1627	5953	12331
1628	5956	12325
1629	5958	12319
1630	5960	12312
1631	5962	12305
1632	5965	12299
1633	5967	12293
1634	5969	12286
1635	5971	12279
1636	5974	12273
1637	5976	12267
1638	5979	12260
1639	5981	12255
1640	5984	12249
1641	5986	12242
1642	5988	12235
1643	5990	12228
1644	5992	12222
1645	5995	12215
1646	5997	12209
1647	5999	12202
1648	6001	12196
1649	6003	12189
1650	6005	12182
1651	6008	12176
1652	6010	12169
1653	6012	12163
1654	6015	12158
1655	6017	12151
1656	6019	12145
1657	6022	12139
1658	6024	12132
1659	6027	12126
1660	6029	12120
1661	6031	12113
1662	6033	12107
1663	6035	12100
1664	6038	12094
1665	6040	12088
1666	6042	12081
1667	6045	12075
1668	6047	12069
1669	6049	12062
1670	6051	12056
1671	6053	12049
