iter	RMSE
206	506.0637156
207	505.4418943
208	504.6866981
209	504.1418903
210	503.7211097
211	503.0630701
212	502.4932069
213	501.5964747
214	500.3133587
215	499.480082
216	498.3264543
217	497.7825637
218	497.2950977
219	496.5496791
220	495.8263802
221	495.1922674
222	494.5941788
223	493.8775176
224	493.3516223
225	492.7799139
226	492.1318456
227	491.4612543
228	490.8415677
229	490.3337873
230	489.5269046
231	489.0941996
232	488.6404427
233	488.2241944
234	487.8740592
235	487.1529638
236	486.3717489
237	485.5146448
238	484.2507795
239	483.7352774
240	482.8542402
241	482.0736868
242	481.5098443
243	481.0999652
244	480.5482761
245	480.1139191
246	479.5823725
247	479.2454312
248	478.6243009
249	477.9798287
250	477.5345542
251	477.0741659
252	476.6345157
253	475.8770546
254	475.2695912
255	474.5429344
256	473.8333078
257	473.263101
258	472.6628316
259	471.8337471
260	471.1977705
261	470.590785
262	469.6587529
263	468.7592048
264	468.3223217
265	467.8136361
266	467.4625397
267	467.0994658
268	466.2897459
269	465.4735293
270	464.986984
271	464.0335185
272	463.5048827
273	462.6449464
274	461.9090583
275	461.4936692
276	461.070906
277	460.2242361
278	459.681321
279	459.3548482
280	458.5193314
281	457.9220672
282	457.4616421
283	456.5521197
284	456.1510106
285	455.8999436
286	455.1312472
287	454.8124485
288	454.33494
289	453.7183078
290	453.2960768
291	453.0445702
292	452.5550075
293	452.2292846
294	451.6885515
295	451.2727943
296	450.5837823
297	449.9304094
298	449.3293112
299	448.6949686
300	448.2282627
301	447.6540139
302	447.3294461
303	447.0114665
304	446.7346453
305	446.445948
306	445.8032515
307	445.4200999
308	444.6401452
309	444.345403
310	443.8725064
311	443.1460849
312	442.5989546
313	442.1978202
314	441.8999618
315	441.3671947
316	441.1301527
317	440.2499853
318	439.9966698
319	439.5148654
320	439.1970994
321	438.5975242
322	438.037319
323	437.6058944
324	437.2048388
325	436.711707
326	436.2790505
327	435.8562269
328	435.1248438
329	434.5326808
330	434.3643299
331	433.7153105
332	433.2915845
333	432.7417808
334	432.0027536
335	431.4845549
336	431.1359063
337	430.757638
338	430.0901311
339	429.6142996
340	428.9739465
341	428.6443994
342	428.1812873
343	427.4314151
344	426.9578041
345	426.5584345
346	426.1528517
347	425.7454885
348	425.4127364
349	424.7472687
350	424.4322951
351	424.1196195
352	423.6679308
353	423.3074256
354	423.0336694
355	422.6222663
356	422.1369804
357	421.6654667
358	421.1703863
359	420.2236142
360	419.7072706
361	419.2332977
362	419.0207716
363	418.437085
364	418.1671049
365	417.8694577
366	417.5382721
367	416.8991098
368	416.2647635
369	415.9701893
370	415.5748954
371	415.3111296
372	414.8220058
373	414.5816259
374	414.2062569
375	413.848418
376	413.1928679
377	412.9784673
378	412.394156
379	411.9292994
380	411.3749191
381	411.0416965
382	410.86388
383	410.6126943
384	410.2600076
385	409.9639995
386	409.6467563
387	409.3296311
388	408.8979339
389	408.5921694
390	408.0905921
391	407.5848271
392	407.2327239
393	406.990688
394	406.6286927
395	406.1874253
396	405.7182509
397	405.3058223
398	405.0291727
399	404.6655976
400	404.4902067
401	403.8760018
402	403.577879
403	403.2666884
404	403.0681725
405	402.5694435
406	402.1729558
407	401.870157
408	401.5424182
409	401.1789398
410	400.8480393
411	400.6427446
412	400.0928046
413	399.6490112
414	399.1442816
415	398.5337412
416	398.2582037
417	397.7781239
418	397.4138506
419	397.0480058
420	396.5569952
421	396.3017519
422	395.9534503
423	395.7066184
424	395.3477647
425	395.071334
426	394.9016313
427	394.5386578
428	394.1947042
429	393.7896895
430	393.3376586
431	392.963993
432	392.6103342
433	392.1935077
434	391.8664626
435	391.4932074
436	391.1959799
437	390.967225
438	390.7418398
439	390.4175875
440	390.1913874
441	389.9242088
442	389.6759349
443	389.4271276
444	388.6753716
445	387.9773415
446	387.7931424
447	387.4954864
448	387.2142443
449	386.9249392
450	386.740107
451	386.4946115
452	386.2858661
453	386.0721821
454	385.7728585
455	385.4752692
456	385.1042233
457	384.8425716
458	384.6260287
459	384.2071637
460	383.9008242
461	383.6010006
462	383.3212036
463	382.8958502
464	382.6692246
465	382.4381139
466	381.9630776
467	381.7487936
468	381.3217346
469	381.0571351
470	380.7895159
471	380.5494438
472	380.0802641
473	379.7862221
474	379.4390684
475	379.0625563
476	378.6582386
477	377.9189833
478	377.6460024
479	377.4246174
480	377.162179
481	376.8598641
482	376.6449613
483	376.3433245
484	375.9767287
485	375.7080599
486	375.3873256
487	374.9930942
488	374.5458283
489	374.0101743
490	373.8006552
491	373.4178418
492	373.1371807
493	372.8592441
494	372.5266416
495	372.2634065
496	371.9161877
497	371.6638431
498	371.4883776
499	371.2703783
500	370.986651
501	370.6802293
502	370.2232224
503	370.0379121
504	369.833555
505	369.6265224
506	369.4092086
507	369.0613933
508	368.6250911
509	368.0586237
510	367.7404069
511	367.3726055
512	367.1839008
513	367.0400726
514	366.6362572
515	366.3983313
516	366.0299822
517	365.7837816
518	365.5653359
519	365.0462002
520	364.6702455
521	364.2700482
522	363.9682572
523	363.7074438
524	363.5542986
525	363.0357325
526	362.4219199
527	362.0128329
528	361.6636994
529	361.4295923
530	361.179607
531	360.8791349
532	360.7627684
533	360.4846114
534	360.2948989
535	360.1024558
536	359.8833867
537	359.488082
538	359.2310022
539	358.9840748
540	358.6252421
541	358.5239254
542	358.3404219
543	358.0220765
544	357.5462837
545	357.2201125
546	356.9998047
547	356.4765616
548	356.1669325
549	355.8447488
550	355.3578905
551	355.0826597
552	354.7648365
553	354.4129667
554	354.2060721
555	353.9448677
556	353.8055355
557	353.6030255
558	353.1173386
559	352.9834637
560	352.7575856
561	352.5362806
562	352.3944376
563	352.2515251
564	351.9364087
565	351.6752794
566	351.4028321
567	351.2465697
568	351.1476399
569	350.9571557
570	350.6553499
571	350.4141307
572	350.1831555
573	349.909305
574	349.4565856
575	349.0728309
576	348.936187
577	348.3833314
578	348.1052514
579	347.7139893
580	347.5522418
581	347.2568735
582	346.9231359
583	346.7277076
584	346.4710304
585	346.2473878
586	345.9228432
587	345.5949384
588	345.3701174
589	345.0668671
590	344.8039732
591	344.5869721
592	344.2713357
593	344.1693614
594	343.9329053
595	343.6920338
596	343.545879
597	343.3428685
598	343.1935394
599	342.8177645
600	342.5885342
601	342.4147617
602	342.2107893
603	342.0347695
604	341.6899748
605	341.4903604
606	341.0577435
607	340.8625778
608	340.6501736
609	340.4250699
610	340.2389548
611	340.0895994
612	339.8794474
613	339.7548726
614	339.5610616
615	339.3098257
616	339.0980922
617	338.8873373
618	338.6641739
619	338.4231009
620	338.1126431
621	337.9613439
622	337.7853389
623	337.5115986
624	337.0864219
625	336.8789438
626	336.5307327
627	336.3646263
628	336.0941131
629	335.8674494
630	335.7296447
631	335.3374614
632	335.101571
633	334.4410847
634	334.3343879
635	333.949744
636	333.755375
637	333.4844083
638	333.325882
639	333.1077858
640	332.8536974
641	332.6973232
642	332.524865
643	332.3431641
644	332.1695958
645	331.8673509
646	331.6334072
647	331.3979259
648	331.2098458
649	330.9130313
650	330.7826379
651	330.6274643
652	330.3569654
653	330.203109
654	330.0693114
655	329.7368039
656	329.4431744
657	329.2799623
658	328.7675733
659	328.6311098
660	328.2642751
661	327.9933947
662	327.7124251
663	327.2826315
664	326.9403029
665	326.7388105
666	326.6233219
667	326.4105997
668	326.2638616
669	326.0320344
670	325.8805272
671	325.5138506
672	325.3178616
673	325.103859
674	325.0011126
675	324.8333315
676	324.6220022
677	324.3885686
678	324.0189958
679	323.6908725
680	323.5138793
681	323.2529205
682	323.1707012
683	322.9692985
684	322.6853337
685	322.5846635
686	322.3680948
687	322.1767176
688	321.9675145
689	321.8395298
690	321.5578641
691	321.4013478
692	321.0312365
693	320.7590909
694	320.3276342
695	320.2327268
696	320.0121929
697	319.8635251
698	319.6044506
699	319.400694
700	319.1314275
701	318.8643993
702	318.7421784
703	318.5293578
704	318.2736856
705	318.0985982
706	317.8323435
707	317.609671
708	317.4639534
709	317.2586022
710	317.0219062
711	316.8465191
712	316.6685957
713	316.4575518
714	316.2756659
715	316.0386925
716	315.8371795
717	315.6319865
718	315.3911448
719	315.1748149
720	314.9983509
721	314.8626423
722	314.573464
723	314.2980732
724	314.143212
725	313.935658
726	313.7211679
727	313.5937087
728	313.3652653
729	313.2085798
730	312.9185317
731	312.666257
732	312.5042731
733	312.3470333
734	312.2087277
735	312.0380229
736	311.9436633
737	311.7976919
738	311.6275332
739	311.4937345
740	311.2359779
741	310.8914129
742	310.5453615
743	310.4512368
744	310.3261241
745	310.1609191
746	310.0234507
747	309.8025696
748	309.5307368
749	309.3365856
750	309.2232575
751	309.1007606
752	308.9058261
753	308.7172456
754	308.5505944
755	308.3380328
756	308.1013442
757	307.8936464
758	307.6641534
759	307.5237153
760	307.4063849
761	307.1875216
762	306.9993253
763	306.9285961
764	306.7050853
765	306.4751865
766	306.2716321
767	306.1876958
768	305.9335425
769	305.7840369
770	305.6349238
771	305.4917651
772	305.2908755
773	305.0477633
774	304.7725172
775	304.4587131
776	304.2991265
777	304.0837728
778	303.9693276
779	303.6643563
780	303.5135045
781	303.360295
782	303.1764753
783	303.0445406
784	302.776338
785	302.5296062
786	302.3046726
787	302.1773636
788	302.0756615
789	301.941671
790	301.7419848
791	301.4767469
792	301.3742646
793	301.2049401
794	301.0838115
795	300.9553321
796	300.8326893
797	300.5601916
798	300.4105509
799	300.2682093
800	300.1362868
801	300.0163713
802	299.8651807
803	299.5019703
804	299.227825
805	299.0560162
806	298.9330194
807	298.8094812
808	298.7093342
809	298.5527666
810	298.4155635
811	298.2234497
812	298.1049093
813	297.9917083
814	297.6604298
815	297.431117
816	297.2164744
817	296.9750493
818	296.7982184
819	296.65361
820	296.5222754
821	296.4442376
822	296.2879235
823	296.0324352
824	295.876286
825	295.7402987
826	295.519488
827	295.4433099
828	295.3554808
829	295.2394388
830	295.1655192
831	295.0216058
832	294.8009448
833	294.6153873
834	294.516556
835	294.3872477
836	294.1859139
837	294.1033746
838	293.9567352
839	293.7511154
840	293.6408221
841	293.4972911
842	293.305403
843	293.0944855
844	292.9810378
845	292.7830835
846	292.5792683
847	292.3596512
848	292.1107458
849	291.9436071
850	291.8167328
851	291.7141925
852	291.4033354
853	291.2419201
854	290.9834096
855	290.847841
856	290.7221482
857	290.5571043
858	290.4314403
859	290.1674599
860	290.0244001
861	289.8755769
862	289.7642813
863	289.6358463
864	289.4805089
865	289.18599
866	289.0246554
867	288.8588324
868	288.7138326
869	288.3620506
870	288.1187021
871	287.8620643
872	287.7262648
873	287.5864081
874	287.48023
875	287.3351762
876	287.2010518
877	286.9046986
878	286.7629403
879	286.6220603
880	286.3047811
881	286.1730279
882	286.063163
883	285.92714
884	285.70343
885	285.6360858
886	285.5070251
887	285.2873351
888	285.1091018
889	284.9708294
890	284.9034929
891	284.7762165
892	284.5949922
893	284.4042021
894	284.2820963
895	284.1284725
896	283.9624881
897	283.8322289
898	283.7233898
899	283.5594052
900	283.4324745
901	283.2585109
902	283.1383595
903	282.9796293
904	282.8786678
905	282.7896565
906	282.5683918
907	282.3870944
908	282.2320059
909	282.1020891
910	281.938965
911	281.7622614
912	281.6074575
913	281.4810367
914	281.4216077
915	281.251452
916	280.9919549
917	280.7880247
918	280.6735103
919	280.4794175
920	280.3145023
921	280.1408544
922	279.9672159
923	279.8032986
924	279.6589382
925	279.5467013
926	279.3948364
927	279.0982009
928	278.9033305
929	278.8089908
930	278.5616517
931	278.3625814
932	278.228056
933	278.0078692
934	277.7447529
935	277.6036229
936	277.4914102
937	277.3792484
938	277.1748754
939	277.0022794
940	276.7843235
941	276.4997898
942	276.4622515
943	276.3263857
944	276.2420268
945	276.108538
946	275.7798612
947	275.6268972
948	275.5210892
949	275.3151996
950	275.1812795
951	275.0252493
952	274.8168252
953	274.5813426
954	274.3873656
955	274.2930946
956	274.1805009
957	274.0772905
958	273.8990458
959	273.8377276
960	273.6724187
961	273.4931125
962	273.3769729
963	273.2445491
964	273.0863418
965	272.9383211
966	272.8246808
967	272.6193988
968	272.466586
969	272.3664065
970	272.2836574
971	272.2261833
972	272.1343068
973	271.9771327
974	271.8009201
975	271.6421924
976	271.5559226
977	271.2773008
978	271.1291834
979	270.9320762
980	270.7937738
981	270.6425183
982	270.4643667
983	270.3113628
984	270.1662879
985	269.937472
986	269.84169
987	269.6861166
988	269.5864861
989	269.4281503
990	269.2698603
991	269.1602401
992	269.100653
993	268.9558018
994	268.8710441
995	268.7186919
996	268.5788555
997	268.3493256
998	268.2348785
999	268.0552757
1000	267.9852322
1001	267.8543399
1002	267.7098074
1003	267.6276914
1004	267.5232484
1005	267.3721888
1006	267.1660517
1007	267.0661072
1008	266.9405974
1009	266.8654643
1010	266.7782424
1011	266.6124975
1012	266.4786555
1013	266.4003181
1014	266.3051769
1015	266.2195476
1016	266.1302753
1017	265.9913166
1018	265.8928085
1019	265.7547035
1020	265.5234255
1021	265.4208865
1022	265.1857016
1023	264.9262999
1024	264.832317
1025	264.7168634
1026	264.5960686
1027	264.4686807
1028	264.3971545
1029	264.2823467
1030	264.1053967
1031	263.9746871
1032	263.8739331
1033	263.7695289
1034	263.6461072
1035	263.4704715
1036	263.3614819
1037	263.1588459
1038	262.9793516
1039	262.8733393
1040	262.7290731
1041	262.5364011
1042	262.3454764
1043	262.213586
1044	262.1209306
1045	261.9446477
1046	261.763238
1047	261.6806076
1048	261.5137113
1049	261.4100651
1050	261.3204421
1051	261.2063603
1052	261.0953219
1053	260.9693443
1054	260.8705925
1055	260.6991967
1056	260.5600496
1057	260.3649882
1058	260.1575754
1059	260.0713362
1060	259.88134
1061	259.745612
1062	259.605767
1063	259.4517941
1064	259.3286553
1065	259.2098408
1066	259.0613367
1067	258.8842844
1068	258.7960118
1069	258.5008354
1070	258.4119924
1071	258.2444499
1072	258.0627953
1073	257.932469
1074	257.7927724
1075	257.5519624
1076	257.383453
1077	257.2616579
1078	257.1145647
1079	256.9807361
1080	256.8297606
1081	256.6914362
1082	256.6186308
1083	256.3688631
1084	256.1062467
1085	256.0245185
1086	255.8456376
1087	255.7085225
1088	255.5695811
1089	255.3700344
1090	255.2216937
1091	255.0300104
1092	254.8518203
1093	254.7159931
1094	254.5816076
1095	254.3107082
1096	254.1784659
1097	254.0878893
1098	253.9557613
1099	253.8394053
1100	253.7399667
1101	253.6351347
1102	253.5613838
1103	253.409184
1104	253.342676
1105	253.2915382
1106	253.2012823
1107	253.0639446
1108	252.8259443
1109	252.6490335
1110	252.5430637
1111	252.4330506
1112	252.2966748
1113	252.1615726
1114	252.1155885
1115	251.9735691
1116	251.8424477
1117	251.7102386
1118	251.5874723
1119	251.4502334
1120	251.3323589
1121	251.2148462
1122	251.1364392
1123	250.8553367
1124	250.7111224
1125	250.5959724
1126	250.3278866
1127	250.1761773
1128	250.0377755
1129	249.9333318
1130	249.8373226
1131	249.77863
1132	249.6762777
1133	249.5650088
1134	249.4548513
1135	249.2095672
1136	249.1197287
1137	249.0358902
1138	248.9148178
1139	248.7735845
1140	248.5971676
1141	248.4113612
1142	248.2049317
1143	248.1412813
1144	248.0695511
1145	247.9403737
1146	247.771395
1147	247.6772918
1148	247.5656606
1149	247.4279725
1150	247.3134142
1151	247.2627886
1152	247.1683703
1153	246.9774785
1154	246.9163528
1155	246.7985859
1156	246.6781045
1157	246.5687452
1158	246.4267325
1159	246.2824774
1160	246.134862
1161	246.0356883
1162	245.9089293
1163	245.8059161
1164	245.7255952
1165	245.5741971
1166	245.4594007
1167	245.3615175
1168	245.2781385
1169	245.1988434
1170	245.0891639
1171	245.0362893
1172	244.9071816
1173	244.8073489
1174	244.6968924
1175	244.6043911
1176	244.4982916
1177	244.3941625
1178	244.2603535
1179	244.1652751
1180	244.0100186
1181	243.9111241
1182	243.8039226
1183	243.6865767
1184	243.6042248
1185	243.4389715
1186	243.2850344
1187	243.2253808
1188	242.9257513
1189	242.8089414
1190	242.6859694
1191	242.5677456
1192	242.469217
1193	242.2571174
1194	242.1054418
1195	241.9113357
1196	241.7724981
1197	241.628172
1198	241.5454628
1199	241.3507747
1200	241.2286529
1201	241.1325927
1202	241.0736681
1203	240.9716469
1204	240.838927
1205	240.7374424
1206	240.5847772
1207	240.4633657
1208	240.3373812
1209	240.2045414
1210	240.0670792
1211	239.995895
1212	239.905076
1213	239.8373734
1214	239.7475782
1215	239.6524158
1216	239.5638506
1217	239.5105745
1218	239.4317106
1219	239.2817058
1220	239.1832374
1221	239.0848591
1222	239.0112953
1223	238.7724795
1224	238.5999579
1225	238.5233866
1226	238.4456995
1227	238.3896895
1228	238.1375933
1229	237.9724846
1230	237.8151929
1231	237.7098994
1232	237.5299198
1233	237.4340277
1234	237.3527233
1235	237.2221705
1236	236.9915432
1237	236.9080799
1238	236.820248
1239	236.7306798
1240	236.6067873
1241	236.3846298
1242	236.2535633
1243	236.1242025
1244	236.0730292
1245	235.9852047
1246	235.9076057
1247	235.8343307
1248	235.7974778
1249	235.7124484
1250	235.616764
1251	235.5387452
1252	235.4513611
1253	235.3533866
1254	235.2792081
1255	235.2065953
1256	235.0940897
1257	234.9780773
1258	234.8933022
1259	234.7799012
1260	234.6698492
1261	234.5716697
1262	234.4447004
1263	234.350643
1264	234.2354826
1265	234.1352038
1266	234.0522069
1267	233.9789946
1268	233.741867
1269	233.6894
1270	233.5885508
1271	233.5108606
1272	233.4608298
1273	233.3943387
1274	233.2295724
1275	233.0745354
1276	233.0045117
1277	232.938978
1278	232.8767699
1279	232.7735773
1280	232.6643036
1281	232.4901541
1282	232.4009423
1283	232.280209
1284	232.2081104
1285	232.0760512
1286	231.9931452
1287	231.9032548
1288	231.7974443
1289	231.6697266
1290	231.4478798
1291	231.3226432
1292	231.2203812
1293	231.1044978
1294	231.0196163
1295	230.9119605
1296	230.8459562
1297	230.7441858
1298	230.657194
1299	230.5208778
1300	230.3113689
1301	230.2510815
1302	230.1598307
1303	230.0910743
1304	229.9818823
1305	229.9153367
1306	229.8400723
1307	229.7292704
1308	229.6624517
1309	229.5658387
1310	229.4994089
1311	229.4001372
1312	229.3037264
1313	229.1279324
1314	229.0235922
1315	228.8990559
1316	228.7354243
1317	228.6543214
1318	228.5939231
1319	228.5478857
1320	228.4722648
1321	228.3969046
1322	228.3282278
1323	228.1860452
1324	228.0865492
1325	228.0105732
1326	227.9148627
1327	227.8101023
1328	227.6920133
1329	227.6177861
1330	227.5250753
1331	227.4581877
1332	227.3347597
1333	227.2361015
1334	227.1625668
1335	227.024894
1336	226.9254912
1337	226.8588325
1338	226.753102
1339	226.6494577
1340	226.4283524
1341	226.3623304
1342	226.1937623
1343	226.1253055
1344	225.9286096
1345	225.8469525
1346	225.7205272
1347	225.6391059
1348	225.5523133
1349	225.3738563
1350	225.2814359
1351	225.1869111
1352	224.9898651
1353	224.8906762
1354	224.8260455
1355	224.7069806
1356	224.5881985
1357	224.5013985
1358	224.4399414
1359	224.3385353
1360	224.2556797
1361	224.1262948
1362	224.0218669
1363	223.9399497
1364	223.8774147
1365	223.7349945
1366	223.6812627
1367	223.6086293
1368	223.4829453
1369	223.4052804
1370	223.3012862
1371	223.1218783
1372	223.0682661
1373	222.9901429
1374	222.8990907
1375	222.815895
1376	222.7342368
1377	222.565795
1378	222.4413844
1379	222.3018253
1380	222.1423499
1381	222.0400069
1382	221.9530963
1383	221.8446149
1384	221.7376609
1385	221.6540627
1386	221.5442176
1387	221.3822077
1388	221.2987234
1389	221.1934999
1390	221.0966857
1391	221.0225923
1392	220.9169832
1393	220.8132104
1394	220.7438918
1395	220.619118
1396	220.4873927
1397	220.433569
1398	220.3337329
1399	220.2835302
1400	220.2430081
1401	220.1631009
1402	220.055348
1403	219.9566373
1404	219.8742584
1405	219.7827815
1406	219.684631
1407	219.6057372
1408	219.5428516
1409	219.4408596
1410	219.3492528
1411	219.2591726
1412	219.0903691
1413	219.0216602
1414	218.9283829
1415	218.8381503
1416	218.7501561
1417	218.6707283
1418	218.5504352
1419	218.4878132
1420	218.4172942
1421	218.3661994
1422	218.273501
1423	218.1756815
1424	218.136863
1425	218.092567
1426	217.9359978
1427	217.8488172
1428	217.772104
1429	217.6593612
1430	217.5675479
1431	217.4695142
1432	217.3366381
1433	217.2392003
1434	217.120577
1435	217.0136079
1436	216.9849722
1437	216.8867142
1438	216.8157225
1439	216.7217765
1440	216.5868826
1441	216.5119001
1442	216.4606179
1443	216.3999419
1444	216.3025675
1445	216.2091593
1446	216.0552025
1447	215.9596694
1448	215.8722604
1449	215.7917662
1450	215.7025369
1451	215.6278534
1452	215.5248138
1453	215.4717437
1454	215.3951934
1455	215.3571893
1456	215.2347089
1457	215.1663364
1458	215.1076037
1459	215.0510424
1460	214.9847423
1461	214.814965
1462	214.7459904
1463	214.6438384
1464	214.5711197
1465	214.4803908
1466	214.3757217
1467	214.3234804
1468	214.2373552
1469	214.1770095
1470	214.0617925
1471	213.9729648
1472	213.8899651
1473	213.7806437
1474	213.6954072
1475	213.6166537
1476	213.524371
1477	213.4558971
1478	213.3816446
1479	213.3352797
1480	213.2471235
1481	213.1912459
1482	213.1123556
1483	213.0009322
1484	212.9040801
1485	212.7930532
1486	212.7399114
1487	212.648906
1488	212.5875024
1489	212.5067528
1490	212.3615288
1491	212.2800263
1492	212.1759094
1493	212.0829648
1494	212.0220552
1495	211.9227078
1496	211.8439041
1497	211.7911343
1498	211.7220503
1499	211.6505451
1500	211.5264622
1501	211.4806678
1502	211.3418091
1503	211.2894843
1504	211.2188077
1505	211.1694082
1506	211.0828649
1507	210.9403926
1508	210.8590901
1509	210.7955455
1510	210.708975
1511	210.6266664
1512	210.5592092
1513	210.5020133
1514	210.4660291
1515	210.3805216
1516	210.2964404
1517	210.2441057
1518	210.1424194
1519	210.118961
1520	210.0381942
1521	209.9317886
1522	209.8374927
1523	209.7278372
1524	209.6475416
1525	209.5988447
1526	209.5140021
1527	209.4749371
1528	209.4031683
1529	209.3129975
1530	209.2141705
1531	209.1122475
1532	209.0204311
1533	208.9476799
1534	208.9190625
1535	208.8226945
1536	208.7558559
1537	208.6800263
1538	208.6014036
1539	208.5238789
1540	208.4639549
1541	208.3952298
1542	208.3371727
1543	208.2920821
1544	208.1948433
1545	208.1134055
1546	208.0130735
1547	207.8626268
1548	207.7817253
1549	207.697471
1550	207.6555828
1551	207.6108764
1552	207.5353599
1553	207.4405762
1554	207.413909
1555	207.3338522
1556	207.2250874
1557	207.1842137
1558	207.1503101
1559	207.0497625
1560	206.9294432
1561	206.8507156
1562	206.7576601
1563	206.7130601
1564	206.6411995
1565	206.5759262
1566	206.4900086
1567	206.3907279
1568	206.2965253
1569	206.1865056
1570	206.1083063
1571	206.0466625
1572	206.0069714
1573	205.9125766
1574	205.7441141
1575	205.6569653
1576	205.5822763
1577	205.4989806
1578	205.4149613
1579	205.2697973
1580	205.1682037
1581	205.118893
1582	205.0434694
1583	204.9506167
1584	204.8922347
1585	204.7704169
1586	204.6700477
1587	204.602312
1588	204.5412881
1589	204.459286
1590	204.381854
1591	204.2776233
1592	204.2025632
1593	204.0704583
1594	204.0319394
1595	203.94317
1596	203.7960562
1597	203.7464621
1598	203.587636
1599	203.4812763
1600	203.3648835
1601	203.2645189
1602	203.1910929
1603	203.1180143
1604	203.0777952
1605	202.9882672
1606	202.9110366
1607	202.821341
1608	202.764995
1609	202.6689872
1610	202.593709
1611	202.5073362
1612	202.4417484
1613	202.3986069
1614	202.350276
1615	202.2534264
1616	202.1679032
1617	202.0506782
1618	201.9657262
1619	201.9323946
1620	201.8340596
1621	201.6844727
1622	201.6238344
1623	201.5096351
1624	201.3435404
1625	201.2959559
1626	201.2091046
1627	201.1234922
1628	201.0450774
1629	200.993394
1630	200.8958761
1631	200.8365096
1632	200.7843886
1633	200.6973696
1634	200.6411679
1635	200.5438641
1636	200.4404527
1637	200.3290204
1638	200.229812
1639	200.1507253
1640	200.0555549
1641	199.978016
1642	199.9370715
1643	199.8792665
1644	199.8461488
1645	199.7875865
1646	199.7369491
1647	199.708497
1648	199.6631913
1649	199.5993283
1650	199.5445323
1651	199.497952
1652	199.4433678
1653	199.3442958
1654	199.2717267
1655	199.1637942
1656	199.0770503
1657	199.0067876
1658	198.9542564
1659	198.8569492
1660	198.7691008
1661	198.6290439
1662	198.5780842
1663	198.5123327
1664	198.4407217
1665	198.376676
1666	198.316594
1667	198.2323703
1668	198.1666318
1669	198.0573289
1670	197.9465182
1671	197.8428813
1672	197.7853066
1673	197.689036
1674	197.6340456
1675	197.5813272
1676	197.5166447
1677	197.4392584
1678	197.3421075
1679	197.2692015
1680	197.2423585
