iter	RMSE
1681	197.2017636
1682	197.103319
1683	197.0520673
1684	196.9634768
1685	196.8074696
1686	196.7561106
1687	196.7109651
1688	196.5951821
1689	196.559492
1690	196.5178991
1691	196.3742087
1692	196.2737903
1693	196.1861664
1694	196.1093225
1695	195.9594411
1696	195.9148661
1697	195.8216833
1698	195.7270997
1699	195.6344548
1700	195.5192545
1701	195.4322864
1702	195.3395866
1703	195.2550419
1704	195.1341435
1705	195.0607348
1706	194.9151518
1707	194.8343365
1708	194.7556205
1709	194.7201729
1710	194.6868938
1711	194.6195729
1712	194.520183
1713	194.4567137
1714	194.3957463
1715	194.3019626
1716	194.1932164
1717	194.11814
1718	194.0417672
1719	193.9476108
1720	193.8685885
1721	193.7704505
1722	193.7151482
1723	193.5951963
1724	193.512328
1725	193.4071953
1726	193.3239947
1727	193.2758461
1728	193.2064886
1729	193.1289118
1730	193.063301
1731	192.981162
1732	192.8646028
1733	192.7739889
1734	192.6542807
1735	192.5905837
1736	192.5238135
1737	192.4355844
1738	192.3610112
1739	192.3092762
1740	192.231576
1741	192.1588422
1742	192.122208
1743	192.0576277
1744	191.9975153
1745	191.86131
1746	191.7889719
1747	191.6939601
1748	191.5918514
1749	191.552211
1750	191.509157
1751	191.4348099
1752	191.3631393
1753	191.2307379
1754	191.1525232
1755	191.023665
1756	190.9566667
1757	190.8742657
1758	190.8363978
1759	190.7850304
1760	190.6802089
1761	190.5861243
1762	190.5365475
1763	190.4583584
1764	190.3962272
1765	190.3187355
1766	190.2642462
1767	190.2050017
1768	190.125898
1769	190.0400233
1770	189.9682437
1771	189.8642807
1772	189.789649
1773	189.7657083
1774	189.6944144
1775	189.6283437
1776	189.5301411
1777	189.4798287
1778	189.430969
1779	189.3692077
1780	189.2942684
1781	189.2621316
1782	189.1721376
1783	189.1027628
1784	189.0217305
1785	188.9264329
1786	188.851962
1787	188.8104067
1788	188.7191323
1789	188.6478543
1790	188.5683727
1791	188.4647154
1792	188.3621757
1793	188.2373516
1794	188.1880626
1795	188.0786332
1796	188.0188707
1797	187.9458968
1798	187.8836464
1799	187.81374
1800	187.7687187
1801	187.6995801
1802	187.6554532
1803	187.5750999
1804	187.5316375
1805	187.4807151
1806	187.402973
1807	187.2990122
1808	187.2614513
1809	187.2020518
1810	187.138596
1811	187.0573086
1812	187.0150688
1813	186.9342504
1814	186.8123011
1815	186.7747419
1816	186.7055701
1817	186.6768577
1818	186.6297584
1819	186.5858911
1820	186.5173486
1821	186.4880712
1822	186.4547934
1823	186.3537616
1824	186.2847695
1825	186.2398044
1826	186.1830184
1827	186.1317129
1828	186.0409726
1829	185.9707506
1830	185.9259904
1831	185.8456699
1832	185.751819
1833	185.7013346
1834	185.6137214
1835	185.5393289
1836	185.4489343
1837	185.3915403
1838	185.2826273
1839	185.1960521
1840	185.1383199
1841	185.0681233
1842	185.0087474
1843	184.9268598
1844	184.8608546
1845	184.8060086
1846	184.7209073
1847	184.6291529
1848	184.5580787
1849	184.5108077
1850	184.4359474
1851	184.3721129
1852	184.2999171
1853	184.1876341
1854	184.1343391
1855	184.0768458
1856	183.9963905
1857	183.8989354
1858	183.812346
1859	183.7442882
1860	183.6213085
1861	183.5563489
1862	183.530391
1863	183.4735507
1864	183.3779426
1865	183.3550779
1866	183.2966094
1867	183.2260554
1868	183.1696351
1869	183.0991576
1870	183.0621782
1871	182.9604567
1872	182.8807141
1873	182.8155084
1874	182.7444801
1875	182.6814725
1876	182.6269479
1877	182.5850703
1878	182.4940516
1879	182.4284777
1880	182.3286052
1881	182.2762363
1882	182.1842246
1883	182.0977149
1884	182.022552
1885	181.9973773
1886	181.9115392
1887	181.8472785
1888	181.7657745
1889	181.7147393
1890	181.6765412
1891	181.6077202
1892	181.5499442
1893	181.4897672
1894	181.4254726
1895	181.374831
1896	181.2950363
1897	181.2380995
1898	181.187475
1899	181.0941936
1900	181.0390691
1901	180.9340566
1902	180.8576616
1903	180.8257742
1904	180.7341415
1905	180.7030187
1906	180.6625073
1907	180.6247761
1908	180.5975989
1909	180.5297021
1910	180.4948647
1911	180.4271812
1912	180.363349
1913	180.2719553
1914	180.2105232
1915	180.1618338
1916	180.0967619
1917	180.038767
1918	179.9602967
1919	179.8652548
1920	179.7914774
1921	179.7185216
1922	179.6009875
1923	179.5370406
1924	179.4828668
1925	179.4196546
1926	179.3501893
1927	179.2897971
1928	179.2159514
1929	179.1207301
1930	179.0898791
1931	178.9649476
1932	178.9257147
1933	178.8557853
1934	178.8048366
1935	178.7319356
1936	178.6851989
1937	178.6432334
1938	178.5948271
1939	178.5369743
1940	178.4707402
1941	178.4408471
1942	178.356988
1943	178.187113
1944	178.1066097
1945	178.0629734
1946	177.9565135
1947	177.8746816
1948	177.8189136
1949	177.7621087
1950	177.7079024
1951	177.644208
1952	177.5846841
1953	177.5301375
1954	177.4778464
1955	177.4218748
1956	177.3758713
1957	177.3191591
1958	177.2734392
1959	177.2068963
1960	177.1424092
1961	177.0136242
1962	176.9573621
1963	176.929424
1964	176.8629546
1965	176.8062625
1966	176.7480937
1967	176.6463874
1968	176.59505
1969	176.5321867
1970	176.4520332
1971	176.4108551
1972	176.3427556
1973	176.2778727
1974	176.2287348
1975	176.1891576
1976	176.1282864
1977	176.107603
1978	176.0340389
1979	175.97388
1980	175.9612478
1981	175.913595
1982	175.8422924
1983	175.7663771
1984	175.711277
1985	175.6980666
1986	175.645137
1987	175.5712764
1988	175.5284729
1989	175.4550856
1990	175.3948012
1991	175.3534508
1992	175.2683133
1993	175.2091241
1994	175.1579463
1995	175.0923481
1996	175.022525
1997	174.9565053
1998	174.915898
1999	174.8253758
2000	174.7438137
2001	174.6475673
2002	174.5143163
2003	174.4627713
2004	174.41824
2005	174.3731133
2006	174.3060216
2007	174.2151677
2008	174.1852602
2009	174.0863954
2010	174.0102512
2011	173.952583
2012	173.9161813
2013	173.828834
2014	173.7447998
2015	173.6732916
2016	173.6220738
2017	173.5648431
2018	173.4967005
2019	173.4288172
2020	173.3537267
2021	173.3047422
2022	173.2315513
2023	173.1009728
2024	173.0298768
2025	172.9587839
2026	172.8797598
2027	172.8280862
2028	172.766206
2029	172.7115392
2030	172.6435019
2031	172.6002551
2032	172.5242006
2033	172.4736455
2034	172.4202439
2035	172.3709412
2036	172.2951556
2037	172.2238499
2038	172.1541009
2039	172.0463959
2040	172.0020053
2041	171.9596073
2042	171.9129029
2043	171.8651725
2044	171.7838056
2045	171.7014551
2046	171.6579622
2047	171.6235426
2048	171.5601985
2049	171.5056565
2050	171.4777192
2051	171.4209424
2052	171.3531939
2053	171.2813163
2054	171.2136852
2055	171.1450842
2056	171.0796339
2057	171.0165044
2058	170.9734891
2059	170.9038373
2060	170.8429181
2061	170.7709474
2062	170.7070447
2063	170.6448314
2064	170.5536113
2065	170.4425206
2066	170.3759145
2067	170.2794327
2068	170.2298215
2069	170.1407163
2070	170.080509
2071	170.0053712
2072	169.9622766
2073	169.8883999
2074	169.8471051
2075	169.8014425
2076	169.7264941
2077	169.66075
2078	169.5811577
2079	169.5252723
2080	169.4722581
2081	169.4152392
2082	169.3641579
2083	169.3112256
2084	169.2431741
2085	169.1603127
2086	169.0709544
2087	169.021972
2088	168.9273395
2089	168.8578976
2090	168.755557
2091	168.7251147
2092	168.6493171
2093	168.5767026
2094	168.54003
2095	168.4691562
2096	168.4077668
2097	168.3462677
2098	168.2963756
2099	168.266154
2100	168.1714934
2101	168.1414111
2102	168.1062353
2103	168.0734587
2104	167.9767964
2105	167.908394
2106	167.8535307
2107	167.785646
2108	167.7388839
2109	167.6795584
2110	167.6308801
2111	167.5463824
2112	167.4691682
2113	167.3755215
2114	167.3355517
2115	167.2792558
2116	167.2489444
2117	167.2031429
2118	167.1566227
2119	167.042234
2120	166.9789897
2121	166.9135752
2122	166.8511245
2123	166.7912661
2124	166.7413485
2125	166.7186215
2126	166.6418196
2127	166.5935546
2128	166.5258069
2129	166.4478682
2130	166.372663
2131	166.2930827
2132	166.2414096
2133	166.1572651
2134	166.0921128
2135	166.0150073
2136	165.9368874
2137	165.8925159
2138	165.832646
2139	165.7454315
2140	165.6581507
2141	165.5688486
2142	165.5044915
2143	165.4431968
2144	165.3758218
2145	165.3355571
2146	165.2900956
2147	165.2065072
2148	165.1717593
2149	165.1044131
2150	165.0654236
2151	165.0287291
2152	164.9780728
2153	164.924826
2154	164.8636569
2155	164.828604
2156	164.7699053
2157	164.7370546
2158	164.6774251
2159	164.6340709
2160	164.5721981
2161	164.506163
2162	164.4452348
2163	164.3936086
2164	164.329786
2165	164.2416658
2166	164.2035723
2167	164.1338199
2168	164.0646891
2169	163.9886801
2170	163.9471241
2171	163.8876987
2172	163.8332733
2173	163.8000861
2174	163.7499604
2175	163.6911427
2176	163.6577321
2177	163.550818
2178	163.4778498
2179	163.4005725
2180	163.3564345
2181	163.3107935
2182	163.2736828
2183	163.2005261
2184	163.1604803
2185	163.1051085
2186	163.0563375
2187	163.0072246
2188	162.9578767
2189	162.9041688
2190	162.8512121
2191	162.7652035
2192	162.6958872
2193	162.6647626
2194	162.6414009
2195	162.5602013
2196	162.4885174
2197	162.4338943
2198	162.3876452
2199	162.3175238
2200	162.2452607
2201	162.1973038
2202	162.1426942
2203	162.0941155
2204	161.9826238
2205	161.9297822
2206	161.8941257
2207	161.8359704
2208	161.7426713
2209	161.6610669
2210	161.6066573
2211	161.5582937
2212	161.4843447
2213	161.44469
2214	161.3831043
2215	161.3263521
2216	161.2630832
2217	161.1723785
2218	161.1096147
2219	161.0544148
2220	161.0100388
2221	160.9707166
2222	160.9018619
2223	160.8461706
2224	160.7748175
2225	160.7162047
2226	160.6800588
2227	160.6113372
2228	160.5467325
2229	160.505059
2230	160.4660401
2231	160.4099947
2232	160.3534913
2233	160.2985119
2234	160.2440508
2235	160.1836888
2236	160.1286039
2237	160.0883011
2238	160.0436123
2239	159.9830082
2240	159.9050812
2241	159.8533074
2242	159.8058509
2243	159.7515115
2244	159.6822703
2245	159.6390512
2246	159.5851923
2247	159.5491003
2248	159.5111653
2249	159.4899355
2250	159.4536752
2251	159.3869829
2252	159.3447168
2253	159.2860892
2254	159.2311097
2255	159.2105307
2256	159.138027
2257	159.0896373
2258	159.0203199
2259	158.9676435
2260	158.9385889
2261	158.9140785
2262	158.8672628
2263	158.8318817
2264	158.8106223
2265	158.7209583
2266	158.7008513
2267	158.6567297
2268	158.5982678
2269	158.5342038
2270	158.4889229
2271	158.4198425
2272	158.3979662
2273	158.3702182
2274	158.3354351
2275	158.3061313
2276	158.2759988
2277	158.2209102
2278	158.1940274
2279	158.0686
2280	157.9953989
2281	157.9675772
2282	157.9227561
2283	157.8857576
2284	157.836152
2285	157.7867273
2286	157.7537563
2287	157.6810708
2288	157.6485561
2289	157.583524
2290	157.479011
2291	157.4387567
2292	157.3716193
2293	157.2734042
2294	157.2162654
2295	157.1832592
2296	157.1046372
2297	157.0214176
2298	156.9836501
2299	156.9132036
2300	156.8603196
2301	156.8230135
2302	156.7560693
2303	156.6928104
2304	156.6251754
2305	156.5659824
2306	156.5234436
2307	156.4694001
2308	156.4300654
2309	156.4034162
2310	156.3455451
2311	156.2631483
2312	156.1742766
2313	156.1220438
2314	156.0912695
2315	156.0405228
2316	155.9695923
2317	155.9291789
2318	155.8764317
2319	155.834443
2320	155.7947088
2321	155.7383517
2322	155.6993619
2323	155.6691267
2324	155.5287467
2325	155.4703656
2326	155.4292444
2327	155.3988792
2328	155.3333523
2329	155.2603216
2330	155.2129552
2331	155.1274461
2332	155.1011343
2333	155.064006
2334	154.9794254
2335	154.8959688
2336	154.8273657
2337	154.7482494
2338	154.7183164
2339	154.6689544
2340	154.6126223
2341	154.5530719
2342	154.4804252
2343	154.4301228
2344	154.3639681
2345	154.3024672
2346	154.2435641
2347	154.1863099
2348	154.1154346
2349	154.0714521
2350	154.0105615
2351	153.9685461
2352	153.9357843
2353	153.8702123
2354	153.8166821
2355	153.7739814
2356	153.7431796
2357	153.6859784
2358	153.6245232
2359	153.5851748
2360	153.5010446
2361	153.459317
2362	153.4058091
2363	153.3604133
2364	153.2795307
2365	153.227848
2366	153.1734502
2367	153.0717035
2368	153.0075805
2369	152.9170322
2370	152.8782505
2371	152.8229642
2372	152.7593119
2373	152.6988884
2374	152.6547495
2375	152.5987557
2376	152.576874
2377	152.5559965
2378	152.4494508
2379	152.3787935
2380	152.3120264
2381	152.2690348
2382	152.2552469
2383	152.1850789
2384	152.1374699
2385	152.0850186
2386	152.0375637
2387	151.9961696
2388	151.937874
2389	151.897014
2390	151.8546415
2391	151.768467
2392	151.7065293
2393	151.6458483
2394	151.6066715
2395	151.5397387
2396	151.4733104
2397	151.4215585
2398	151.3797796
2399	151.3380886
2400	151.2982938
2401	151.24143
2402	151.2086042
2403	151.1546983
2404	151.112356
2405	151.0648596
2406	151.0071342
2407	150.9481575
2408	150.8965722
2409	150.8795771
2410	150.8411228
2411	150.7861704
2412	150.7423506
2413	150.6286145
2414	150.5989114
2415	150.5579106
2416	150.5117419
2417	150.4338813
2418	150.3941223
2419	150.3596983
2420	150.3185915
2421	150.2233602
2422	150.1836163
2423	150.0948347
2424	150.0458089
2425	149.9961502
2426	149.9270033
2427	149.9021327
2428	149.8655267
2429	149.8265818
2430	149.7382432
2431	149.6787122
2432	149.5987068
2433	149.5409298
2434	149.4979519
2435	149.4645348
2436	149.4254655
2437	149.3973498
2438	149.3480293
2439	149.2266317
2440	149.1563933
2441	149.0890668
2442	149.033193
2443	148.9801604
2444	148.9360166
2445	148.8886455
2446	148.833826
2447	148.8175448
2448	148.749559
2449	148.7059474
2450	148.6392574
2451	148.6119685
2452	148.5842117
2453	148.5579625
2454	148.5101195
2455	148.446016
2456	148.4006292
2457	148.3483319
2458	148.2958274
2459	148.2896446
2460	148.2570616
2461	148.2124663
2462	148.1672473
2463	148.1044718
2464	148.0535878
2465	147.9902092
2466	147.9453231
2467	147.8884569
2468	147.8571204
2469	147.8389945
2470	147.79441
2471	147.7587289
2472	147.7081145
2473	147.6260351
2474	147.5845346
2475	147.5367009
2476	147.4673097
2477	147.4252405
2478	147.3989449
2479	147.3415949
2480	147.2818292
2481	147.2269829
2482	147.1855857
2483	147.1366244
2484	147.1162638
2485	147.0722197
2486	147.0276781
2487	146.9892362
2488	146.9588622
2489	146.9155972
2490	146.8770422
2491	146.8359762
2492	146.7860853
2493	146.7496515
2494	146.7183726
2495	146.658755
2496	146.6235468
2497	146.5910595
2498	146.5505514
2499	146.5311462
2500	146.4911027
2501	146.4448901
2502	146.4097376
2503	146.3798417
2504	146.3246329
2505	146.2438027
2506	146.1984335
2507	146.1556387
2508	146.1130408
2509	146.075598
2510	146.0236425
2511	145.9849941
2512	145.9365128
2513	145.893007
2514	145.8415553
2515	145.8080073
2516	145.7926311
2517	145.7339627
2518	145.6976354
2519	145.6520392
2520	145.6084293
2521	145.547169
2522	145.4850105
2523	145.4428028
2524	145.3841453
2525	145.3442448
2526	145.3030096
2527	145.2786427
2528	145.2367082
2529	145.2001792
2530	145.1728008
2531	145.0932134
2532	145.0175104
2533	144.972334
2534	144.9229999
2535	144.8725188
2536	144.8435328
2537	144.7978517
2538	144.7643843
2539	144.6983368
2540	144.6580482
2541	144.6025314
2542	144.5711164
2543	144.5195439
2544	144.4652124
2545	144.4239778
2546	144.3817474
2547	144.3306747
2548	144.2935323
2549	144.2577381
2550	144.2011224
2551	144.1594085
2552	144.1373254
2553	144.0940348
2554	144.063498
2555	144.0177955
2556	143.9806667
2557	143.8997827
2558	143.8697891
2559	143.8148708
2560	143.7628145
2561	143.711555
2562	143.6433187
2563	143.5989163
2564	143.5408648
2565	143.509085
2566	143.4619271
2567	143.4088464
2568	143.3640169
2569	143.3230234
2570	143.2809206
2571	143.2403485
2572	143.1868583
2573	143.1388485
2574	143.1197062
2575	143.0772544
2576	143.0336403
2577	142.988211
2578	142.9561938
2579	142.9003283
2580	142.8366585
2581	142.7997393
2582	142.7714402
2583	142.7212208
2584	142.7026159
2585	142.6748856
2586	142.6421495
2587	142.6251226
2588	142.606183
2589	142.5634502
2590	142.5187059
2591	142.4704407
2592	142.4337475
2593	142.384038
2594	142.3444579
2595	142.2916812
2596	142.2361805
2597	142.1456203
2598	142.1111039
2599	142.0629358
2600	141.9600629
2601	141.9161854
2602	141.8719507
2603	141.838126
2604	141.7881567
2605	141.7092613
2606	141.641776
2607	141.6116259
2608	141.5407458
2609	141.4978962
2610	141.4478182
2611	141.3481141
2612	141.2982485
2613	141.2520856
2614	141.1991285
2615	141.1668287
2616	141.1200521
2617	141.0715766
2618	141.0151075
2619	140.9420648
2620	140.8632314
2621	140.7884107
2622	140.7003683
2623	140.6638739
2624	140.6403619
2625	140.5420794
2626	140.5324458
2627	140.4816601
2628	140.452902
2629	140.3767679
2630	140.3192669
2631	140.2517395
2632	140.1965382
2633	140.1669325
2634	140.1244035
2635	140.0895261
2636	140.050238
2637	140.0002806
2638	139.9505242
2639	139.8843241
2640	139.8444645
2641	139.8077994
2642	139.7751427
2643	139.7456065
2644	139.6929691
2645	139.6450336
2646	139.5955702
2647	139.5598246
2648	139.5256344
2649	139.4825787
2650	139.4365148
2651	139.3967448
2652	139.3543405
2653	139.3253378
2654	139.2829252
2655	139.2560239
2656	139.2032641
2657	139.1578858
2658	139.0948781
2659	139.0636942
2660	139.0054517
2661	138.9632657
2662	138.9253664
2663	138.8738746
2664	138.8306429
2665	138.8038539
2666	138.7562688
2667	138.7208574
2668	138.6688756
2669	138.6198558
2670	138.5930612
2671	138.5586801
2672	138.5165491
2673	138.4782216
2674	138.4544108
2675	138.3884557
2676	138.3445015
2677	138.3139919
2678	138.2742927
2679	138.2384166
2680	138.1821637
2681	138.1419783
2682	138.1098133
2683	138.0494343
2684	138.0257801
2685	137.994679
2686	137.9700353
2687	137.908585
2688	137.8597062
2689	137.8204478
2690	137.7681095
2691	137.7364116
2692	137.7013234
2693	137.655496
2694	137.6003487
2695	137.5447281
2696	137.5002611
2697	137.4490126
2698	137.4093407
2699	137.3680402
2700	137.3357036
2701	137.284302
2702	137.2464177
2703	137.2038134
2704	137.1601035
2705	137.11702
2706	137.0545264
2707	137.0282223
2708	136.9850154
2709	136.9309273
2710	136.8843551
2711	136.8441862
2712	136.811601
2713	136.7836424
2714	136.6739963
2715	136.6081532
2716	136.5711286
2717	136.5187066
2718	136.4961241
2719	136.4377228
2720	136.4061364
2721	136.33509
2722	136.3005137
2723	136.2587035
2724	136.2276349
2725	136.1806388
2726	136.1496628
2727	136.1176277
2728	136.0900312
2729	136.0134922
2730	135.9651679
2731	135.9335725
2732	135.8982143
2733	135.8338135
2734	135.7500686
2735	135.6862856
2736	135.6291804
2737	135.5948479
2738	135.5560908
2739	135.5296618
2740	135.5003857
2741	135.4682271
2742	135.4292392
2743	135.3949072
2744	135.337728
2745	135.3032448
2746	135.2651045
2747	135.2187429
2748	135.1460424
2749	135.1032086
2750	135.0735898
2751	135.0359319
2752	134.9877011
2753	134.953513
2754	134.9247478
2755	134.881003
2756	134.8411631
2757	134.8001364
2758	134.7582249
2759	134.7049318
2760	134.6496794
2761	134.5882173
2762	134.5571388
2763	134.5060853
2764	134.4302398
2765	134.3846372
2766	134.349927
2767	134.3000319
2768	134.2637976
2769	134.2056176
2770	134.1609746
2771	134.1096299
2772	134.0626768
2773	134.0335524
2774	133.9909039
2775	133.9423623
2776	133.9157564
2777	133.8596586
2778	133.8150203
2779	133.7785161
2780	133.7368932
2781	133.6836181
2782	133.645791
2783	133.6060627
2784	133.5621925
2785	133.5159773
2786	133.4749407
2787	133.4201364
2788	133.3709361
2789	133.3197667
2790	133.2891925
2791	133.2451154
2792	133.1843073
2793	133.1519845
2794	133.1345825
2795	133.1007796
2796	133.0436344
2797	132.9846662
2798	132.9417754
2799	132.9026916
2800	132.8495796
2801	132.78544
2802	132.7512612
2803	132.7066912
2804	132.6768651
2805	132.6439432
2806	132.6064771
2807	132.5670141
2808	132.5141058
2809	132.4706963
2810	132.3966934
2811	132.35976
2812	132.3179126
2813	132.2828694
2814	132.2369777
2815	132.183063
2816	132.1490356
2817	132.0903834
2818	132.0476686
2819	132.017035
2820	131.9900501
2821	131.9593866
2822	131.9076338
2823	131.8749368
2824	131.8503166
2825	131.8184582
2826	131.7866905
2827	131.7559522
2828	131.7171263
2829	131.6784722
2830	131.6400682
2831	131.6092706
2832	131.5554982
2833	131.5300363
2834	131.490035
2835	131.4638104
2836	131.4233994
2837	131.3821553
2838	131.341239
2839	131.3018163
2840	131.2496214
2841	131.2285529
2842	131.1757941
2843	131.1513658
2844	131.129667
2845	131.0938879
2846	131.0186797
2847	130.9796215
2848	130.9514703
2849	130.9013412
2850	130.8591952
2851	130.8385971
2852	130.8040859
2853	130.7506367
2854	130.7201934
2855	130.6928802
2856	130.6325061
2857	130.6058882
2858	130.5820929
2859	130.5427913
2860	130.5014767
2861	130.4783318
2862	130.4343115
2863	130.3722206
2864	130.3149085
2865	130.2761662
2866	130.2443112
2867	130.2188543
2868	130.1868397
2869	130.1676648
2870	130.1197021
2871	130.0909958
2872	130.0559571
2873	130.0052291
2874	129.9782358
2875	129.9396252
2876	129.9217922
2877	129.8788945
2878	129.8332092
2879	129.7771799
2880	129.7232149
2881	129.6919384
2882	129.6613384
2883	129.6223933
2884	129.5842855
2885	129.5398274
2886	129.4881902
2887	129.4430211
2888	129.4072628
2889	129.3708223
2890	129.3269183
2891	129.3113273
2892	129.2915053
2893	129.2636627
2894	129.2243567
2895	129.1905059
2896	129.1453894
2897	129.1162864
2898	129.0781892
2899	129.0345896
2900	129.0062405
2901	128.9843206
2902	128.9137954
2903	128.8939944
2904	128.8512608
2905	128.7955708
2906	128.7515776
2907	128.7225506
2908	128.699627
2909	128.6467129
2910	128.6147153
2911	128.5839328
2912	128.513653
2913	128.4795816
2914	128.4287834
2915	128.3996979
2916	128.3696254
2917	128.3113528
2918	128.2509201
2919	128.1929517
2920	128.1576624
2921	128.1063283
2922	128.0590982
2923	128.0174275
2924	127.9588648
2925	127.935926
2926	127.9075985
2927	127.8641839
2928	127.8308048
2929	127.7964511
2930	127.7284034
2931	127.6918301
2932	127.6606201
2933	127.6238422
2934	127.5816169
2935	127.5381808
2936	127.4927679
2937	127.43908
2938	127.412731
2939	127.3755575
2940	127.3461507
2941	127.3003172
2942	127.2703967
2943	127.2396689
2944	127.2034592
2945	127.1592295
2946	127.1228969
2947	127.0765252
2948	127.0324615
2949	127.0148601
2950	126.9755067
2951	126.9310854
2952	126.8733036
2953	126.8196631
2954	126.7809985
2955	126.7534033
2956	126.7272329
2957	126.6934634
2958	126.64712
2959	126.6167616
2960	126.6008796
2961	126.5503563
2962	126.5237376
2963	126.4760475
2964	126.445288
2965	126.4090368
2966	126.3688131
2967	126.3323997
2968	126.2970731
2969	126.2377995
2970	126.1957213
2971	126.1700693
2972	126.1358349
2973	126.0944114
2974	126.0686971
2975	126.0149168
2976	125.9849796
2977	125.9497815
2978	125.9109069
2979	125.8714954
2980	125.8278716
2981	125.7907003
2982	125.7546188
2983	125.7108239
2984	125.6428019
2985	125.6024967
2986	125.5490911
2987	125.5206546
2988	125.486519
2989	125.453808
2990	125.4281973
2991	125.393781
2992	125.3620267
2993	125.3175533
2994	125.296905
2995	125.2565563
2996	125.2064311
2997	125.1715455
2998	125.1339693
2999	125.1055657
3000	125.0856807
3001	125.0369219
3002	125.0018424
3003	124.9536338
3004	124.9215211
3005	124.8904331
3006	124.8472282
3007	124.827969
3008	124.7856287
3009	124.724241
3010	124.6803829
3011	124.6421686
3012	124.6092912
3013	124.567928
3014	124.5313226
3015	124.4923464
3016	124.4549472
3017	124.4287373
3018	124.3919722
3019	124.3495027
3020	124.3262646
3021	124.3049666
3022	124.2680135
3023	124.2323867
3024	124.1991893
3025	124.1590351
3026	124.1142543
3027	124.0651392
3028	124.0282506
3029	123.9930585
3030	123.9571309
3031	123.8889537
3032	123.8360191
3033	123.796814
3034	123.7533153
3035	123.7126111
3036	123.6819885
3037	123.6543254
3038	123.6054655
3039	123.5760419
3040	123.534251
3041	123.5002337
3042	123.4624296
3043	123.4216552
3044	123.3835413
3045	123.3520389
3046	123.3219572
3047	123.2961949
3048	123.2508194
3049	123.1769216
3050	123.1419871
3051	123.104651
3052	123.0603228
3053	123.0272643
3054	122.9790239
3055	122.9389335
3056	122.9043934
3057	122.8749592
3058	122.8463345
3059	122.8126931
3060	122.7674054
3061	122.7162653
3062	122.6754313
3063	122.6311277
3064	122.6148443
3065	122.5897866
3066	122.5461657
3067	122.520603
3068	122.49525
3069	122.4486251
3070	122.4163862
3071	122.3505251
3072	122.3242767
3073	122.2969575
3074	122.2656496
3075	122.2204259
3076	122.2004667
3077	122.1635332
3078	122.1362648
3079	122.0838643
3080	122.0230765
3081	121.9831247
3082	121.9502456
3083	121.9165053
3084	121.8609576
3085	121.827618
3086	121.808434
3087	121.7804793
3088	121.7370741
3089	121.6996018
3090	121.6658229
3091	121.6406135
3092	121.5943962
3093	121.5573511
3094	121.5151949
3095	121.4909204
3096	121.4584905
3097	121.4108363
3098	121.3849746
3099	121.3558151
3100	121.3214561
3101	121.2838999
3102	121.2444106
3103	121.1980916
3104	121.1551731
3105	121.1124561
3106	121.0768491
3107	121.0391071
3108	121.0202331
3109	120.9747136
3110	120.9234561
3111	120.903241
3112	120.8551379
3113	120.8280638
3114	120.7932179
3115	120.7617779
3116	120.7235789
3117	120.7060714
3118	120.6701306
3119	120.6290117
3120	120.5950837
3121	120.5540156
3122	120.5192164
3123	120.4779193
3124	120.4280123
3125	120.3855104
3126	120.3543897
3127	120.3218699
3128	120.289872
3129	120.262901
3130	120.2106969
3131	120.1744892
3132	120.1310916
3133	120.0861643
3134	120.0444492
3135	120.0214557
3136	119.9878711
3137	119.9559037
3138	119.9331918
3139	119.8977019
3140	119.868632
3141	119.8123961
3142	119.7974809
3143	119.7736053
3144	119.7293882
3145	119.6848588
3146	119.6479298
3147	119.604529
3148	119.5867427
3149	119.5413685
3150	119.5080927
3151	119.4673813
3152	119.4486654
3153	119.4301927
3154	119.3905146
3155	119.3728446
3156	119.3565033
3157	119.3340197
3158	119.2935137
3159	119.2625232
3160	119.2186609
3161	119.1881342
3162	119.1618434
3163	119.1225488
3164	119.0719459
3165	119.0439296
3166	119.0126922
3167	118.9890853
3168	118.955189
3169	118.9156549
3170	118.869529
3171	118.8414099
3172	118.7879798
3173	118.765024
3174	118.7431833
3175	118.7169434
3176	118.6800148
3177	118.5952325
3178	118.5607399
3179	118.5210883
3180	118.5015837
3181	118.4526286
3182	118.4202201
3183	118.3973529
3184	118.3582991
3185	118.3153176
3186	118.2937642
3187	118.2472758
3188	118.2121164
3189	118.1843016
3190	118.1472518
3191	118.1296503
3192	118.1042218
3193	118.0723976
3194	118.0248522
3195	117.9710364
3196	117.9510389
3197	117.9097787
3198	117.8656763
3199	117.8395508
3200	117.8137261
3201	117.7847067
3202	117.7523088
3203	117.7080117
3204	117.6587441
3205	117.6221625
3206	117.6065342
3207	117.5878986
3208	117.5580546
3209	117.5308896
3210	117.4895083
3211	117.4516552
3212	117.4031054
3213	117.3691876
3214	117.3411187
3215	117.2549801
3216	117.2382418
3217	117.2233087
3218	117.2145374
3219	117.1646995
3220	117.1250225
3221	117.1106358
3222	117.0950651
3223	117.051529
3224	117.010055
3225	116.9762773
3226	116.9571608
3227	116.9207708
3228	116.8900691
3229	116.8529216
3230	116.8176119
3231	116.7762767
3232	116.7298688
3233	116.6850527
3234	116.651337
3235	116.6279851
3236	116.6017247
3237	116.5726834
3238	116.5138036
3239	116.486816
3240	116.4525332
3241	116.4217397
3242	116.3817241
3243	116.3197333
3244	116.2722865
3245	116.2289262
3246	116.1874624
3247	116.1591857
3248	116.1250166
3249	116.084796
3250	116.0550493
3251	116.0207951
