iter	Passed	Remaining
1593	8117	17344
1594	8121	17338
1595	8126	17332
1596	8131	17327
1597	8136	17321
1598	8141	17315
1599	8146	17311
1600	8151	17305
1601	8155	17299
1602	8161	17294
1603	8165	17288
1604	8170	17282
1605	8176	17278
1606	8180	17273
1607	8185	17266
1608	8190	17260
1609	8195	17255
1610	8199	17250
1611	8204	17244
1612	8210	17239
1613	8214	17233
1614	8219	17227
1615	8224	17222
1616	8229	17217
1617	8234	17211
1618	8239	17206
1619	8244	17200
1620	8248	17193
1621	8253	17188
1622	8258	17182
1623	8262	17177
1624	8267	17171
1625	8273	17166
1626	8277	17160
1627	8283	17156
1628	8288	17151
1629	8293	17146
1630	8297	17140
1631	8302	17134
1632	8307	17129
1633	8312	17124
1634	8317	17118
1635	8322	17113
1636	8327	17108
1637	8332	17102
1638	8337	17097
1639	8342	17092
1640	8347	17086
1641	8352	17081
1642	8357	17075
1643	8361	17069
1644	8366	17063
1645	8371	17058
1646	8376	17052
1647	8380	17046
1648	8386	17042
1649	8391	17036
1650	8395	17030
1651	8400	17025
1652	8405	17019
1653	8410	17013
1654	8415	17008
1655	8420	17003
1656	8424	16997
1657	8429	16991
1658	8435	16987
1659	8439	16981
1660	8444	16976
1661	8449	16970
1662	8454	16965
1663	8459	16958
1664	8464	16954
1665	8469	16950
1666	8475	16945
1667	8479	16939
1668	8485	16934
1669	8489	16928
1670	8494	16923
1671	8499	16918
1672	8504	16913
1673	8509	16907
1674	8515	16902
1675	8519	16897
1676	8524	16892
